payment_key,payment_id,payment_method,payment_status,payment_provider
572,PAY-00572,E-Wallet,Paid,OVO
573,PAY-00573,Cash,Paid,BNI
574,PAY-00574,QRIS,Refunded,ShopeePay
575,PAY-00575,Debit Card,Paid,GoPay
576,PAY-00576,E-Wallet,Failed,GoPay
577,PAY-00577,Debit Card,Paid,BRI
578,PAY-00578,QRIS,Paid,Erajaya POS
579,PAY-00579,QRIS,Paid,BRI
580,PAY-00580,Cash,Paid,GoPay
581,PAY-00581,Debit Card,Paid,Erajaya POS
582,PAY-00582,E-Wallet,Paid,Mandiri
583,PAY-00583,Cash,Paid,Mastercard
584,PAY-00584,E-Wallet,Paid,BCA
585,PAY-00585,QRIS,Paid,Mandiri
586,PAY-00586,Credit Card,Paid,OVO
587,PAY-00587,E-Wallet,Paid,BCA
588,PAY-00588,Debit Card,Paid,BRI
589,PAY-00589,Cash,Paid,Mastercard
590,PAY-00590,QRIS,Paid,BRI
591,PAY-00591,QRIS,Paid,GoPay
592,PAY-00592,Bank Transfer,Pending,BRI
593,PAY-00593,E-Wallet,Paid,GoPay
594,PAY-00594,Credit Card,Paid,Mastercard
595,PAY-00595,Bank Transfer,Paid,ShopeePay
596,PAY-00596,Debit Card,Paid,Erajaya POS
597,PAY-00597,QRIS,Paid,Visa
598,PAY-00598,E-Wallet,Paid,ShopeePay
599,PAY-00599,Debit Card,Paid,GoPay
600,PAY-00600,E-Wallet,Paid,OVO
601,PAY-00601,Debit Card,Paid,GoPay
602,PAY-00602,E-Wallet,Paid,ShopeePay
603,PAY-00603,QRIS,Paid,BCA
604,PAY-00604,Credit Card,Paid,ShopeePay
605,PAY-00605,Credit Card,Paid,ShopeePay
606,PAY-00606,Debit Card,Paid,Visa
607,PAY-00607,Credit Card,Paid,BCA
608,PAY-00608,E-Wallet,Paid,Mastercard
609,PAY-00609,E-Wallet,Paid,Mandiri
610,PAY-00610,QRIS,Paid,ShopeePay
611,PAY-00611,E-Wallet,Paid,Erajaya POS
612,PAY-00612,Cash,Failed,Erajaya POS
613,PAY-00613,Credit Card,Paid,Visa
614,PAY-00614,E-Wallet,Paid,Mastercard
615,PAY-00615,E-Wallet,Paid,BNI
616,PAY-00616,Debit Card,Failed,BNI
617,PAY-00617,QRIS,Paid,Mastercard
618,PAY-00618,Cash,Paid,Mastercard
619,PAY-00619,QRIS,Paid,BCA
620,PAY-00620,E-Wallet,Paid,Erajaya POS
621,PAY-00621,Credit Card,Paid,BRI
622,PAY-00622,Bank Transfer,Paid,Erajaya POS
623,PAY-00623,Debit Card,Paid,GoPay
624,PAY-00624,QRIS,Paid,GoPay
625,PAY-00625,QRIS,Paid,Visa
626,PAY-00626,Bank Transfer,Paid,ShopeePay
627,PAY-00627,QRIS,Paid,BRI
628,PAY-00628,Cash,Paid,BRI
629,PAY-00629,Credit Card,Paid,GoPay
630,PAY-00630,Cash,Paid,BRI
631,PAY-00631,E-Wallet,Paid,Erajaya POS
632,PAY-00632,QRIS,Paid,BNI
633,PAY-00633,Credit Card,Pending,ShopeePay
634,PAY-00634,Debit Card,Paid,Mandiri
635,PAY-00635,Bank Transfer,Paid,GoPay
636,PAY-00636,E-Wallet,Paid,BNI
637,PAY-00637,Debit Card,Paid,BCA
638,PAY-00638,QRIS,Paid,GoPay
639,PAY-00639,Bank Transfer,Paid,BCA
640,PAY-00640,QRIS,Paid,BCA
641,PAY-00641,Bank Transfer,Paid,Visa
642,PAY-00642,E-Wallet,Paid,GoPay
643,PAY-00643,E-Wallet,Paid,OVO
644,PAY-00644,Credit Card,Paid,Visa
645,PAY-00645,Debit Card,Paid,Visa
646,PAY-00646,QRIS,Paid,Mandiri
647,PAY-00647,Bank Transfer,Paid,Mastercard
648,PAY-00648,Bank Transfer,Paid,Mastercard
649,PAY-00649,QRIS,Pending,Erajaya POS
650,PAY-00650,Bank Transfer,Paid,Mandiri
651,PAY-00651,QRIS,Failed,BNI
652,PAY-00652,E-Wallet,Paid,Mandiri
653,PAY-00653,E-Wallet,Paid,Mastercard
654,PAY-00654,QRIS,Paid,Erajaya POS
655,PAY-00655,QRIS,Paid,Mandiri
656,PAY-00656,E-Wallet,Paid,BCA
657,PAY-00657,E-Wallet,Paid,Mandiri
658,PAY-00658,QRIS,Paid,ShopeePay
659,PAY-00659,Bank Transfer,Paid,BRI
660,PAY-00660,QRIS,Paid,BRI
661,PAY-00661,Bank Transfer,Paid,BCA
662,PAY-00662,QRIS,Paid,ShopeePay
663,PAY-00663,E-Wallet,Paid,BRI
664,PAY-00664,Credit Card,Refunded,Erajaya POS
665,PAY-00665,QRIS,Paid,Visa
666,PAY-00666,Bank Transfer,Paid,BNI
667,PAY-00667,E-Wallet,Paid,ShopeePay
668,PAY-00668,Cash,Paid,ShopeePay
669,PAY-00669,Bank Transfer,Paid,Mastercard
670,PAY-00670,E-Wallet,Paid,Mastercard
671,PAY-00671,Debit Card,Paid,GoPay
672,PAY-00672,QRIS,Paid,Mandiri
673,PAY-00673,QRIS,Paid,Erajaya POS
674,PAY-00674,Cash,Paid,Mastercard
675,PAY-00675,E-Wallet,Paid,OVO
676,PAY-00676,Credit Card,Paid,OVO
677,PAY-00677,E-Wallet,Paid,Visa
678,PAY-00678,Cash,Paid,ShopeePay
679,PAY-00679,Credit Card,Paid,OVO
680,PAY-00680,QRIS,Paid,BCA
681,PAY-00681,QRIS,Paid,GoPay
682,PAY-00682,Debit Card,Paid,Mandiri
683,PAY-00683,Bank Transfer,Paid,GoPay
684,PAY-00684,E-Wallet,Paid,BNI
685,PAY-00685,E-Wallet,Paid,BCA
686,PAY-00686,Credit Card,Paid,ShopeePay
687,PAY-00687,E-Wallet,Paid,BNI
688,PAY-00688,Bank Transfer,Paid,Mandiri
689,PAY-00689,E-Wallet,Paid,GoPay
690,PAY-00690,Debit Card,Paid,ShopeePay
691,PAY-00691,QRIS,Paid,ShopeePay
692,PAY-00692,E-Wallet,Paid,BNI
693,PAY-00693,Credit Card,Paid,BCA
694,PAY-00694,Credit Card,Paid,OVO
695,PAY-00695,Credit Card,Failed,GoPay
696,PAY-00696,QRIS,Paid,BCA
697,PAY-00697,QRIS,Paid,BNI
698,PAY-00698,Credit Card,Paid,ShopeePay
699,PAY-00699,Credit Card,Paid,BRI
700,PAY-00700,E-Wallet,Paid,Mandiri
701,PAY-00701,QRIS,Paid,BNI
702,PAY-00702,Credit Card,Paid,Mandiri
703,PAY-00703,Credit Card,Paid,Mandiri
704,PAY-00704,E-Wallet,Paid,OVO
705,PAY-00705,Bank Transfer,Pending,GoPay
706,PAY-00706,Bank Transfer,Paid,Erajaya POS
707,PAY-00707,E-Wallet,Paid,BRI
708,PAY-00708,QRIS,Paid,Mandiri
709,PAY-00709,Bank Transfer,Failed,GoPay
710,PAY-00710,Bank Transfer,Paid,BRI
711,PAY-00711,Credit Card,Paid,Erajaya POS
712,PAY-00712,E-Wallet,Paid,Visa
713,PAY-00713,Credit Card,Paid,Visa
714,PAY-00714,Credit Card,Paid,Mastercard
715,PAY-00715,Credit Card,Paid,GoPay
716,PAY-00716,E-Wallet,Paid,BCA
717,PAY-00717,Debit Card,Paid,OVO
718,PAY-00718,QRIS,Paid,Visa
719,PAY-00719,Credit Card,Pending,Visa
720,PAY-00720,QRIS,Paid,Mastercard
721,PAY-00721,Debit Card,Paid,Erajaya POS
722,PAY-00722,Credit Card,Paid,Mandiri
723,PAY-00723,Credit Card,Paid,ShopeePay
724,PAY-00724,Bank Transfer,Paid,ShopeePay
725,PAY-00725,E-Wallet,Paid,Mandiri
726,PAY-00726,Bank Transfer,Paid,Visa
727,PAY-00727,QRIS,Paid,Mastercard
728,PAY-00728,E-Wallet,Paid,BCA
729,PAY-00729,Credit Card,Paid,Erajaya POS
730,PAY-00730,Bank Transfer,Paid,BRI
731,PAY-00731,Cash,Pending,Mastercard
732,PAY-00732,Cash,Paid,Visa
733,PAY-00733,QRIS,Paid,Visa
734,PAY-00734,E-Wallet,Paid,OVO
735,PAY-00735,Bank Transfer,Paid,BCA
736,PAY-00736,Debit Card,Failed,GoPay
737,PAY-00737,QRIS,Paid,Erajaya POS
738,PAY-00738,Credit Card,Failed,Erajaya POS
739,PAY-00739,Credit Card,Pending,OVO
740,PAY-00740,Debit Card,Paid,OVO
741,PAY-00741,Bank Transfer,Paid,Erajaya POS
742,PAY-00742,E-Wallet,Paid,Erajaya POS
743,PAY-00743,Cash,Paid,GoPay
744,PAY-00744,Credit Card,Paid,BRI
745,PAY-00745,QRIS,Paid,BRI
746,PAY-00746,Debit Card,Paid,BNI
747,PAY-00747,QRIS,Paid,GoPay
748,PAY-00748,Credit Card,Paid,ShopeePay
749,PAY-00749,Credit Card,Paid,OVO
750,PAY-00750,Bank Transfer,Failed,GoPay
751,PAY-00751,QRIS,Paid,BNI
752,PAY-00752,QRIS,Paid,Visa
753,PAY-00753,E-Wallet,Paid,ShopeePay
754,PAY-00754,Bank Transfer,Paid,ShopeePay
755,PAY-00755,Debit Card,Paid,BCA
756,PAY-00756,Cash,Paid,BCA
757,PAY-00757,Debit Card,Paid,BRI
758,PAY-00758,Debit Card,Paid,Mastercard
759,PAY-00759,Debit Card,Paid,GoPay
760,PAY-00760,QRIS,Paid,BNI
761,PAY-00761,Debit Card,Paid,BNI
762,PAY-00762,Cash,Pending,ShopeePay
763,PAY-00763,Bank Transfer,Paid,OVO
764,PAY-00764,QRIS,Pending,BNI
765,PAY-00765,Credit Card,Paid,GoPay
766,PAY-00766,QRIS,Paid,Mandiri
767,PAY-00767,Credit Card,Paid,Mastercard
768,PAY-00768,Bank Transfer,Paid,BRI
769,PAY-00769,QRIS,Paid,Erajaya POS
770,PAY-00770,E-Wallet,Paid,Erajaya POS
771,PAY-00771,Bank Transfer,Paid,Mandiri
772,PAY-00772,E-Wallet,Paid,Visa
773,PAY-00773,Cash,Paid,Mandiri
774,PAY-00774,E-Wallet,Paid,Mastercard
775,PAY-00775,E-Wallet,Paid,GoPay
776,PAY-00776,Cash,Paid,Mandiri
777,PAY-00777,QRIS,Paid,Mastercard
778,PAY-00778,Credit Card,Paid,BNI
779,PAY-00779,Debit Card,Paid,Mandiri
780,PAY-00780,Credit Card,Paid,OVO
781,PAY-00781,Bank Transfer,Pending,Visa
782,PAY-00782,Bank Transfer,Paid,Visa
783,PAY-00783,E-Wallet,Paid,BCA
784,PAY-00784,E-Wallet,Paid,Mastercard
785,PAY-00785,Debit Card,Paid,BRI
786,PAY-00786,QRIS,Paid,Erajaya POS
787,PAY-00787,Credit Card,Paid,OVO
788,PAY-00788,QRIS,Paid,Mastercard
789,PAY-00789,Bank Transfer,Paid,GoPay
790,PAY-00790,Cash,Paid,OVO
791,PAY-00791,Debit Card,Paid,Erajaya POS
792,PAY-00792,Cash,Paid,ShopeePay
793,PAY-00793,Credit Card,Paid,BCA
794,PAY-00794,Debit Card,Paid,Erajaya POS
795,PAY-00795,E-Wallet,Paid,GoPay
796,PAY-00796,E-Wallet,Paid,Visa
797,PAY-00797,Credit Card,Paid,BNI
798,PAY-00798,Debit Card,Paid,Erajaya POS
799,PAY-00799,QRIS,Paid,Mandiri
800,PAY-00800,E-Wallet,Paid,BNI
801,PAY-00801,Cash,Paid,BNI
802,PAY-00802,Credit Card,Paid,BRI
803,PAY-00803,Credit Card,Paid,Erajaya POS
804,PAY-00804,Cash,Paid,GoPay
805,PAY-00805,Credit Card,Paid,ShopeePay
806,PAY-00806,E-Wallet,Paid,Visa
807,PAY-00807,QRIS,Paid,Visa
808,PAY-00808,Debit Card,Paid,ShopeePay
809,PAY-00809,Debit Card,Paid,BNI
810,PAY-00810,QRIS,Paid,Visa
811,PAY-00811,Debit Card,Paid,GoPay
812,PAY-00812,Credit Card,Paid,Visa
813,PAY-00813,Debit Card,Paid,Erajaya POS
814,PAY-00814,Credit Card,Paid,OVO
815,PAY-00815,QRIS,Paid,GoPay
816,PAY-00816,QRIS,Paid,BCA
817,PAY-00817,Credit Card,Paid,Erajaya POS
818,PAY-00818,E-Wallet,Paid,GoPay
819,PAY-00819,Credit Card,Paid,Mandiri
820,PAY-00820,Credit Card,Paid,Erajaya POS
821,PAY-00821,Cash,Refunded,ShopeePay
822,PAY-00822,Cash,Paid,GoPay
823,PAY-00823,Bank Transfer,Paid,GoPay
824,PAY-00824,QRIS,Paid,BNI
825,PAY-00825,QRIS,Paid,Erajaya POS
826,PAY-00826,E-Wallet,Paid,ShopeePay
827,PAY-00827,Credit Card,Failed,BNI
828,PAY-00828,QRIS,Paid,Mastercard
829,PAY-00829,QRIS,Paid,BCA
830,PAY-00830,Credit Card,Paid,BNI
831,PAY-00831,Cash,Paid,BNI
832,PAY-00832,E-Wallet,Failed,Mandiri
833,PAY-00833,Bank Transfer,Paid,BNI
834,PAY-00834,Bank Transfer,Paid,Mandiri
835,PAY-00835,Bank Transfer,Paid,BNI
836,PAY-00836,QRIS,Paid,BNI
837,PAY-00837,Cash,Paid,BCA
838,PAY-00838,QRIS,Paid,BNI
839,PAY-00839,Bank Transfer,Pending,ShopeePay
840,PAY-00840,Credit Card,Paid,Mastercard
841,PAY-00841,Cash,Paid,ShopeePay
842,PAY-00842,Debit Card,Paid,BNI
843,PAY-00843,QRIS,Paid,Erajaya POS
844,PAY-00844,QRIS,Paid,BNI
845,PAY-00845,Bank Transfer,Paid,BRI
846,PAY-00846,Cash,Paid,BNI
847,PAY-00847,QRIS,Paid,GoPay
848,PAY-00848,Credit Card,Paid,BCA
849,PAY-00849,QRIS,Paid,OVO
850,PAY-00850,Cash,Paid,BNI
851,PAY-00851,Credit Card,Paid,BNI
852,PAY-00852,E-Wallet,Pending,OVO
853,PAY-00853,QRIS,Pending,OVO
854,PAY-00854,Debit Card,Paid,BRI
855,PAY-00855,Credit Card,Paid,Visa
856,PAY-00856,E-Wallet,Paid,BCA
857,PAY-00857,Credit Card,Paid,OVO
858,PAY-00858,QRIS,Paid,BNI
859,PAY-00859,Credit Card,Paid,BNI
860,PAY-00860,Credit Card,Paid,OVO
861,PAY-00861,Bank Transfer,Paid,Erajaya POS
862,PAY-00862,QRIS,Paid,ShopeePay
863,PAY-00863,QRIS,Paid,OVO
864,PAY-00864,Bank Transfer,Paid,BCA
865,PAY-00865,Bank Transfer,Paid,BNI
866,PAY-00866,Credit Card,Paid,ShopeePay
867,PAY-00867,Credit Card,Paid,ShopeePay
868,PAY-00868,E-Wallet,Paid,Visa
869,PAY-00869,E-Wallet,Paid,ShopeePay
870,PAY-00870,QRIS,Paid,Erajaya POS
871,PAY-00871,Bank Transfer,Paid,Mastercard
872,PAY-00872,E-Wallet,Paid,BRI
873,PAY-00873,QRIS,Paid,OVO
874,PAY-00874,QRIS,Paid,Mandiri
875,PAY-00875,E-Wallet,Paid,Erajaya POS
876,PAY-00876,E-Wallet,Paid,Visa
877,PAY-00877,Credit Card,Paid,Erajaya POS
878,PAY-00878,Bank Transfer,Paid,Visa
879,PAY-00879,Credit Card,Paid,BCA
880,PAY-00880,QRIS,Paid,BNI
881,PAY-00881,Cash,Paid,Mastercard
882,PAY-00882,QRIS,Paid,BNI
883,PAY-00883,E-Wallet,Paid,ShopeePay
884,PAY-00884,Bank Transfer,Paid,GoPay
885,PAY-00885,Bank Transfer,Paid,Mastercard
886,PAY-00886,Credit Card,Paid,Mastercard
887,PAY-00887,E-Wallet,Paid,Visa
888,PAY-00888,E-Wallet,Paid,BNI
889,PAY-00889,E-Wallet,Paid,Mastercard
890,PAY-00890,E-Wallet,Paid,BRI
891,PAY-00891,Cash,Paid,Visa
892,PAY-00892,Credit Card,Paid,Erajaya POS
893,PAY-00893,E-Wallet,Paid,Mandiri
894,PAY-00894,E-Wallet,Paid,OVO
895,PAY-00895,QRIS,Paid,Erajaya POS
896,PAY-00896,QRIS,Paid,Visa
897,PAY-00897,Cash,Paid,BRI
898,PAY-00898,Debit Card,Paid,BNI
899,PAY-00899,QRIS,Paid,GoPay
900,PAY-00900,Bank Transfer,Paid,OVO
901,PAY-00901,QRIS,Paid,GoPay
902,PAY-00902,QRIS,Paid,BNI
903,PAY-00903,Bank Transfer,Paid,BRI
904,PAY-00904,Credit Card,Paid,Mastercard
905,PAY-00905,Debit Card,Paid,OVO
906,PAY-00906,QRIS,Paid,Mastercard
907,PAY-00907,Credit Card,Paid,Mandiri
908,PAY-00908,Credit Card,Paid,ShopeePay
909,PAY-00909,QRIS,Paid,Erajaya POS
910,PAY-00910,Bank Transfer,Paid,BNI
911,PAY-00911,Credit Card,Paid,GoPay
912,PAY-00912,Cash,Paid,BRI
913,PAY-00913,Credit Card,Paid,Visa
914,PAY-00914,Credit Card,Paid,Visa
915,PAY-00915,Credit Card,Paid,BCA
916,PAY-00916,Bank Transfer,Failed,Visa
917,PAY-00917,Credit Card,Paid,Mandiri
918,PAY-00918,QRIS,Paid,GoPay
919,PAY-00919,Credit Card,Paid,Mastercard
920,PAY-00920,Credit Card,Paid,ShopeePay
921,PAY-00921,Debit Card,Paid,BNI
922,PAY-00922,QRIS,Paid,OVO
923,PAY-00923,QRIS,Paid,BNI
924,PAY-00924,Credit Card,Paid,Mandiri
925,PAY-00925,E-Wallet,Paid,OVO
926,PAY-00926,Credit Card,Paid,BCA
927,PAY-00927,Credit Card,Paid,BNI
928,PAY-00928,QRIS,Paid,BCA
929,PAY-00929,E-Wallet,Paid,BRI
930,PAY-00930,Bank Transfer,Paid,OVO
931,PAY-00931,QRIS,Paid,Visa
932,PAY-00932,QRIS,Paid,Visa
933,PAY-00933,Credit Card,Paid,OVO
934,PAY-00934,E-Wallet,Paid,OVO
935,PAY-00935,QRIS,Paid,GoPay
936,PAY-00936,Cash,Paid,GoPay
937,PAY-00937,E-Wallet,Paid,Visa
938,PAY-00938,Bank Transfer,Paid,Mandiri
939,PAY-00939,Bank Transfer,Paid,Mandiri
940,PAY-00940,QRIS,Paid,Erajaya POS
941,PAY-00941,Credit Card,Paid,BNI
942,PAY-00942,Cash,Paid,OVO
943,PAY-00943,QRIS,Paid,Mandiri
944,PAY-00944,Credit Card,Refunded,GoPay
945,PAY-00945,Bank Transfer,Paid,Mandiri
946,PAY-00946,Bank Transfer,Paid,BRI
947,PAY-00947,E-Wallet,Paid,ShopeePay
948,PAY-00948,Debit Card,Paid,OVO
949,PAY-00949,E-Wallet,Paid,OVO
950,PAY-00950,Cash,Pending,Mastercard
951,PAY-00951,Credit Card,Failed,ShopeePay
952,PAY-00952,QRIS,Paid,BRI
953,PAY-00953,Credit Card,Failed,ShopeePay
954,PAY-00954,QRIS,Paid,BCA
955,PAY-00955,Bank Transfer,Paid,Erajaya POS
956,PAY-00956,E-Wallet,Paid,BNI
957,PAY-00957,QRIS,Paid,Mastercard
958,PAY-00958,QRIS,Paid,ShopeePay
959,PAY-00959,E-Wallet,Paid,BRI
960,PAY-00960,Credit Card,Paid,Mandiri
961,PAY-00961,QRIS,Paid,OVO
962,PAY-00962,E-Wallet,Paid,BNI
963,PAY-00963,QRIS,Paid,GoPay
964,PAY-00964,QRIS,Paid,BCA
965,PAY-00965,Credit Card,Refunded,Visa
966,PAY-00966,QRIS,Paid,BRI
967,PAY-00967,Credit Card,Paid,BRI
968,PAY-00968,QRIS,Paid,BRI
969,PAY-00969,E-Wallet,Paid,Erajaya POS
970,PAY-00970,QRIS,Paid,BNI
971,PAY-00971,Credit Card,Paid,BCA
972,PAY-00972,Bank Transfer,Paid,BRI
973,PAY-00973,Credit Card,Paid,BCA
974,PAY-00974,Credit Card,Paid,ShopeePay
975,PAY-00975,Debit Card,Paid,Mastercard
976,PAY-00976,Credit Card,Paid,Mastercard
977,PAY-00977,E-Wallet,Paid,BCA
978,PAY-00978,Debit Card,Paid,Mastercard
979,PAY-00979,Debit Card,Paid,Mandiri
980,PAY-00980,QRIS,Paid,Erajaya POS
981,PAY-00981,Debit Card,Paid,Erajaya POS
982,PAY-00982,Credit Card,Paid,BNI
983,PAY-00983,Debit Card,Paid,Erajaya POS
984,PAY-00984,QRIS,Pending,BNI
985,PAY-00985,Bank Transfer,Pending,Mandiri
986,PAY-00986,QRIS,Paid,BRI
987,PAY-00987,Debit Card,Paid,Mastercard
988,PAY-00988,QRIS,Paid,BNI
989,PAY-00989,E-Wallet,Paid,Visa
990,PAY-00990,Credit Card,Paid,OVO
991,PAY-00991,QRIS,Paid,Mastercard
992,PAY-00992,Credit Card,Paid,GoPay
993,PAY-00993,Bank Transfer,Paid,BNI
994,PAY-00994,QRIS,Paid,Mastercard
995,PAY-00995,QRIS,Pending,BCA
996,PAY-00996,Debit Card,Paid,Mandiri
997,PAY-00997,Debit Card,Paid,Mandiri
998,PAY-00998,E-Wallet,Paid,Erajaya POS
999,PAY-00999,E-Wallet,Paid,BRI
1000,PAY-01000,Credit Card,Paid,Visa
1001,PAY-01001,QRIS,Paid,BNI
1002,PAY-01002,Debit Card,Paid,Mastercard
1003,PAY-01003,Credit Card,Paid,Erajaya POS
1004,PAY-01004,Credit Card,Paid,OVO
1005,PAY-01005,Cash,Paid,BCA
1006,PAY-01006,QRIS,Pending,ShopeePay
1007,PAY-01007,QRIS,Paid,Visa
1008,PAY-01008,E-Wallet,Pending,GoPay
1009,PAY-01009,Bank Transfer,Paid,ShopeePay
1010,PAY-01010,QRIS,Paid,Mastercard
1011,PAY-01011,Debit Card,Paid,Erajaya POS
1012,PAY-01012,E-Wallet,Failed,Mastercard
1013,PAY-01013,Cash,Paid,Erajaya POS
1014,PAY-01014,Bank Transfer,Paid,BRI
1015,PAY-01015,QRIS,Paid,Visa
1016,PAY-01016,Bank Transfer,Paid,Visa
1017,PAY-01017,Credit Card,Paid,Visa
1018,PAY-01018,Bank Transfer,Paid,Mastercard
1019,PAY-01019,Credit Card,Failed,BRI
1020,PAY-01020,QRIS,Paid,Visa
1021,PAY-01021,Bank Transfer,Paid,BNI
1022,PAY-01022,Credit Card,Paid,ShopeePay
1023,PAY-01023,E-Wallet,Paid,BRI
1024,PAY-01024,Bank Transfer,Paid,Visa
1025,PAY-01025,QRIS,Paid,ShopeePay
1026,PAY-01026,Debit Card,Paid,ShopeePay
1027,PAY-01027,Debit Card,Paid,ShopeePay
1028,PAY-01028,E-Wallet,Paid,BCA
1029,PAY-01029,E-Wallet,Paid,OVO
1030,PAY-01030,QRIS,Paid,OVO
1031,PAY-01031,Credit Card,Paid,ShopeePay
1032,PAY-01032,Credit Card,Paid,GoPay
1033,PAY-01033,Debit Card,Paid,Erajaya POS
1034,PAY-01034,E-Wallet,Paid,Erajaya POS
1035,PAY-01035,Debit Card,Pending,BNI
1036,PAY-01036,Debit Card,Paid,OVO
1037,PAY-01037,Credit Card,Paid,BCA
1038,PAY-01038,E-Wallet,Paid,Mandiri
1039,PAY-01039,E-Wallet,Paid,OVO
1040,PAY-01040,E-Wallet,Paid,Visa
1041,PAY-01041,E-Wallet,Paid,Mastercard
1042,PAY-01042,Debit Card,Paid,Mastercard
1043,PAY-01043,E-Wallet,Paid,Erajaya POS
1044,PAY-01044,Bank Transfer,Paid,Mandiri
1045,PAY-01045,QRIS,Paid,ShopeePay
1046,PAY-01046,Bank Transfer,Paid,BCA
1047,PAY-01047,Credit Card,Paid,BNI
1048,PAY-01048,Credit Card,Paid,Mastercard
1049,PAY-01049,Credit Card,Paid,Erajaya POS
1050,PAY-01050,Debit Card,Paid,OVO
1051,PAY-01051,QRIS,Paid,BRI
1052,PAY-01052,Debit Card,Paid,GoPay
1053,PAY-01053,Debit Card,Paid,ShopeePay
1054,PAY-01054,Bank Transfer,Paid,BNI
1055,PAY-01055,E-Wallet,Paid,Visa
1056,PAY-01056,Debit Card,Paid,Visa
1057,PAY-01057,Bank Transfer,Paid,Mandiri
1058,PAY-01058,E-Wallet,Paid,Mandiri
1059,PAY-01059,QRIS,Paid,BNI
1060,PAY-01060,QRIS,Paid,Mandiri
1061,PAY-01061,Credit Card,Paid,Erajaya POS
1062,PAY-01062,E-Wallet,Paid,Mandiri
1063,PAY-01063,Debit Card,Paid,Mandiri
1064,PAY-01064,QRIS,Paid,Erajaya POS
1065,PAY-01065,Credit Card,Paid,Mastercard
1066,PAY-01066,QRIS,Paid,BCA
1067,PAY-01067,Debit Card,Paid,BNI
1068,PAY-01068,Credit Card,Pending,Mastercard
1069,PAY-01069,Credit Card,Paid,BRI
1070,PAY-01070,Bank Transfer,Paid,Mastercard
1071,PAY-01071,Credit Card,Pending,BNI
1072,PAY-01072,Bank Transfer,Paid,BCA
1073,PAY-01073,Credit Card,Paid,OVO
1074,PAY-01074,QRIS,Paid,ShopeePay
1075,PAY-01075,E-Wallet,Paid,Visa
1076,PAY-01076,Credit Card,Paid,Mandiri
1077,PAY-01077,Debit Card,Paid,Mandiri
1078,PAY-01078,Credit Card,Paid,Mastercard
1079,PAY-01079,Bank Transfer,Refunded,ShopeePay
1080,PAY-01080,Cash,Paid,Mandiri
1081,PAY-01081,Bank Transfer,Failed,Erajaya POS
1082,PAY-01082,QRIS,Paid,Mastercard
1083,PAY-01083,E-Wallet,Paid,ShopeePay
1084,PAY-01084,Debit Card,Paid,ShopeePay
1085,PAY-01085,Debit Card,Paid,Mandiri
1086,PAY-01086,Bank Transfer,Paid,OVO
1087,PAY-01087,Credit Card,Paid,BRI
1088,PAY-01088,E-Wallet,Paid,Mandiri
1089,PAY-01089,Credit Card,Paid,BCA
1090,PAY-01090,Cash,Paid,ShopeePay
1091,PAY-01091,QRIS,Paid,BNI
1092,PAY-01092,Credit Card,Paid,Mandiri
1093,PAY-01093,Credit Card,Paid,BRI
1094,PAY-01094,QRIS,Refunded,Mastercard
1095,PAY-01095,QRIS,Paid,BCA
1096,PAY-01096,Credit Card,Paid,Visa
1097,PAY-01097,Cash,Paid,BCA
1098,PAY-01098,Credit Card,Refunded,BRI
1099,PAY-01099,Bank Transfer,Paid,ShopeePay
1100,PAY-01100,Bank Transfer,Paid,BNI
1101,PAY-01101,Credit Card,Paid,OVO
1102,PAY-01102,QRIS,Paid,GoPay
1103,PAY-01103,Bank Transfer,Paid,BRI
1104,PAY-01104,E-Wallet,Paid,BNI
1105,PAY-01105,Credit Card,Paid,Visa
1106,PAY-01106,Debit Card,Refunded,BNI
1107,PAY-01107,Bank Transfer,Refunded,Mastercard
1108,PAY-01108,QRIS,Pending,BCA
1109,PAY-01109,QRIS,Paid,BCA
1110,PAY-01110,QRIS,Paid,BCA
1111,PAY-01111,Credit Card,Paid,OVO
1112,PAY-01112,E-Wallet,Paid,Erajaya POS
1113,PAY-01113,QRIS,Paid,GoPay
1114,PAY-01114,E-Wallet,Paid,BNI
1115,PAY-01115,E-Wallet,Paid,Erajaya POS
1116,PAY-01116,Credit Card,Paid,Mastercard
1117,PAY-01117,Credit Card,Paid,BNI
1118,PAY-01118,Credit Card,Paid,OVO
1119,PAY-01119,Credit Card,Paid,Visa
1120,PAY-01120,Cash,Paid,Erajaya POS
1121,PAY-01121,Credit Card,Pending,OVO
1122,PAY-01122,Bank Transfer,Paid,ShopeePay
1123,PAY-01123,E-Wallet,Paid,OVO
1124,PAY-01124,Bank Transfer,Paid,BNI
1125,PAY-01125,Debit Card,Paid,BNI
1126,PAY-01126,QRIS,Paid,Visa
1127,PAY-01127,E-Wallet,Pending,ShopeePay
1128,PAY-01128,Bank Transfer,Paid,Mandiri
1129,PAY-01129,QRIS,Paid,Visa
1130,PAY-01130,Cash,Paid,BRI
1131,PAY-01131,Credit Card,Paid,BRI
1132,PAY-01132,Credit Card,Paid,GoPay
1133,PAY-01133,Bank Transfer,Paid,GoPay
1134,PAY-01134,E-Wallet,Paid,GoPay
1135,PAY-01135,Cash,Paid,ShopeePay
1136,PAY-01136,Credit Card,Paid,Erajaya POS
1137,PAY-01137,Cash,Paid,GoPay
1138,PAY-01138,QRIS,Paid,GoPay
1139,PAY-01139,Cash,Pending,Erajaya POS
