inventory_key,time_key,product_key,store_key,stock_quantity,reorder_level,stock_status
796,20250531,96,8,42,7,Available
797,20250531,97,8,93,10,Available
798,20250531,98,8,8,14,Low Stock
799,20250531,99,8,110,21,Available
800,20250531,100,8,76,16,Available
801,20250531,1,9,50,17,Available
802,20250531,2,9,27,17,Available
803,20250531,3,9,24,13,Available
804,20250531,4,9,0,14,Stockout
805,20250531,5,9,64,23,Available
806,20250531,6,9,107,21,Available
807,20250531,7,9,78,24,Available
808,20250531,8,9,50,19,Available
809,20250531,9,9,83,22,Available
810,20250531,10,9,4,15,Low Stock
811,20250531,11,9,7,14,Low Stock
812,20250531,12,9,40,16,Available
813,20250531,13,9,73,5,Available
814,20250531,14,9,114,10,Available
815,20250531,15,9,80,25,Available
816,20250531,16,9,38,10,Available
817,20250531,17,9,63,17,Available
818,20250531,18,9,116,19,Available
819,20250531,19,9,42,13,Available
820,20250531,20,9,88,23,Available
821,20250531,21,9,100,23,Available
822,20250531,22,9,66,24,Available
823,20250531,23,9,35,14,Available
824,20250531,24,9,39,6,Available
825,20250531,25,9,48,15,Available
826,20250531,26,9,81,17,Available
827,20250531,27,9,95,11,Available
828,20250531,28,9,76,5,Available
829,20250531,29,9,117,19,Available
830,20250531,30,9,5,24,Low Stock
831,20250531,31,9,81,12,Available
832,20250531,32,9,8,9,Low Stock
833,20250531,33,9,50,16,Available
834,20250531,34,9,59,25,Available
835,20250531,35,9,100,9,Available
836,20250531,36,9,49,15,Available
837,20250531,37,9,4,10,Low Stock
838,20250531,38,9,8,13,Low Stock
839,20250531,39,9,85,18,Available
840,20250531,40,9,116,25,Available
841,20250531,41,9,30,25,Available
842,20250531,42,9,44,19,Available
843,20250531,43,9,35,13,Available
844,20250531,44,9,117,14,Available
845,20250531,45,9,65,8,Available
846,20250531,46,9,111,11,Available
847,20250531,47,9,120,7,Available
848,20250531,48,9,25,17,Available
849,20250531,49,9,71,11,Available
850,20250531,50,9,79,12,Available
851,20250531,51,9,1,11,Low Stock
852,20250531,52,9,34,25,Available
853,20250531,53,9,62,8,Available
854,20250531,54,9,29,8,Available
855,20250531,55,9,109,17,Available
856,20250531,56,9,15,18,Low Stock
857,20250531,57,9,24,7,Available
858,20250531,58,9,99,19,Available
859,20250531,59,9,72,9,Available
860,20250531,60,9,13,22,Low Stock
861,20250531,61,9,69,19,Available
862,20250531,62,9,41,7,Available
863,20250531,63,9,81,23,Available
864,20250531,64,9,83,15,Available
865,20250531,65,9,50,10,Available
866,20250531,66,9,31,24,Available
867,20250531,67,9,29,5,Available
868,20250531,68,9,106,7,Available
869,20250531,69,9,5,13,Low Stock
870,20250531,70,9,120,14,Available
871,20250531,71,9,52,8,Available
872,20250531,72,9,44,21,Available
873,20250531,73,9,94,22,Available
874,20250531,74,9,119,19,Available
875,20250531,75,9,3,5,Low Stock
876,20250531,76,9,102,19,Available
877,20250531,77,9,38,24,Available
878,20250531,78,9,57,17,Available
879,20250531,79,9,62,11,Available
880,20250531,80,9,51,10,Available
881,20250531,81,9,43,12,Available
882,20250531,82,9,1,10,Low Stock
883,20250531,83,9,104,15,Available
884,20250531,84,9,12,15,Low Stock
885,20250531,85,9,108,23,Available
886,20250531,86,9,14,23,Low Stock
887,20250531,87,9,8,8,Available
888,20250531,88,9,21,22,Low Stock
889,20250531,89,9,6,22,Low Stock
890,20250531,90,9,40,13,Available
891,20250531,91,9,118,16,Available
892,20250531,92,9,71,11,Available
893,20250531,93,9,76,21,Available
894,20250531,94,9,92,12,Available
895,20250531,95,9,53,14,Available
896,20250531,96,9,16,23,Low Stock
897,20250531,97,9,6,17,Low Stock
898,20250531,98,9,115,18,Available
899,20250531,99,9,57,9,Available
900,20250531,100,9,22,5,Available
901,20250531,1,10,41,23,Available
902,20250531,2,10,20,9,Available
903,20250531,3,10,67,10,Available
904,20250531,4,10,108,11,Available
905,20250531,5,10,70,15,Available
906,20250531,6,10,17,20,Low Stock
907,20250531,7,10,87,23,Available
908,20250531,8,10,25,8,Available
909,20250531,9,10,30,11,Available
910,20250531,10,10,48,24,Available
911,20250531,11,10,37,24,Available
912,20250531,12,10,84,5,Available
913,20250531,13,10,7,14,Low Stock
914,20250531,14,10,114,22,Available
915,20250531,15,10,21,17,Available
916,20250531,16,10,99,6,Available
917,20250531,17,10,115,5,Available
918,20250531,18,10,6,13,Low Stock
919,20250531,19,10,115,11,Available
920,20250531,20,10,43,13,Available
921,20250531,21,10,49,16,Available
922,20250531,22,10,23,8,Available
923,20250531,23,10,89,16,Available
924,20250531,24,10,108,25,Available
925,20250531,25,10,106,9,Available
926,20250531,26,10,37,24,Available
927,20250531,27,10,30,24,Available
928,20250531,28,10,55,7,Available
929,20250531,29,10,60,20,Available
930,20250531,30,10,25,23,Available
931,20250531,31,10,85,16,Available
932,20250531,32,10,89,17,Available
933,20250531,33,10,112,7,Available
934,20250531,34,10,51,8,Available
935,20250531,35,10,13,11,Available
936,20250531,36,10,91,14,Available
937,20250531,37,10,108,25,Available
938,20250531,38,10,15,24,Low Stock
939,20250531,39,10,4,5,Low Stock
940,20250531,40,10,33,8,Available
941,20250531,41,10,70,25,Available
942,20250531,42,10,13,16,Low Stock
943,20250531,43,10,85,14,Available
944,20250531,44,10,110,22,Available
945,20250531,45,10,60,22,Available
946,20250531,46,10,53,20,Available
947,20250531,47,10,63,22,Available
948,20250531,48,10,80,8,Available
949,20250531,49,10,14,10,Available
950,20250531,50,10,111,25,Available
951,20250531,51,10,24,14,Available
952,20250531,52,10,70,23,Available
953,20250531,53,10,38,8,Available
954,20250531,54,10,111,23,Available
955,20250531,55,10,73,17,Available
956,20250531,56,10,21,24,Low Stock
957,20250531,57,10,107,21,Available
958,20250531,58,10,16,17,Low Stock
959,20250531,59,10,9,11,Low Stock
960,20250531,60,10,106,5,Available
961,20250531,61,10,39,21,Available
962,20250531,62,10,63,22,Available
963,20250531,63,10,102,11,Available
964,20250531,64,10,46,22,Available
965,20250531,65,10,71,11,Available
966,20250531,66,10,13,7,Available
967,20250531,67,10,74,22,Available
968,20250531,68,10,59,14,Available
969,20250531,69,10,38,6,Available
970,20250531,70,10,46,22,Available
971,20250531,71,10,49,5,Available
972,20250531,72,10,9,8,Available
973,20250531,73,10,19,7,Available
974,20250531,74,10,80,17,Available
975,20250531,75,10,40,5,Available
976,20250531,76,10,109,16,Available
977,20250531,77,10,94,9,Available
978,20250531,78,10,119,8,Available
979,20250531,79,10,10,14,Low Stock
980,20250531,80,10,46,15,Available
981,20250531,81,10,58,17,Available
982,20250531,82,10,52,18,Available
983,20250531,83,10,8,9,Low Stock
984,20250531,84,10,30,6,Available
985,20250531,85,10,26,8,Available
986,20250531,86,10,111,8,Available
987,20250531,87,10,116,8,Available
988,20250531,88,10,44,12,Available
989,20250531,89,10,57,6,Available
990,20250531,90,10,6,9,Low Stock
991,20250531,91,10,112,8,Available
992,20250531,92,10,9,23,Low Stock
993,20250531,93,10,1,25,Low Stock
994,20250531,94,10,38,10,Available
995,20250531,95,10,58,5,Available
996,20250531,96,10,64,17,Available
997,20250531,97,10,48,17,Available
998,20250531,98,10,46,22,Available
999,20250531,99,10,51,14,Available
1000,20250531,100,10,6,14,Low Stock
1001,20250531,1,11,116,21,Available
1002,20250531,2,11,31,24,Available
1003,20250531,3,11,97,11,Available
1004,20250531,4,11,24,23,Available
1005,20250531,5,11,24,24,Available
1006,20250531,6,11,80,13,Available
1007,20250531,7,11,47,18,Available
1008,20250531,8,11,7,15,Low Stock
1009,20250531,9,11,67,5,Available
1010,20250531,10,11,20,14,Available
1011,20250531,11,11,60,16,Available
1012,20250531,12,11,118,23,Available
1013,20250531,13,11,50,7,Available
1014,20250531,14,11,97,22,Available
1015,20250531,15,11,95,16,Available
1016,20250531,16,11,10,12,Low Stock
1017,20250531,17,11,7,8,Low Stock
1018,20250531,18,11,47,14,Available
1019,20250531,19,11,92,20,Available
1020,20250531,20,11,29,10,Available
1021,20250531,21,11,47,25,Available
1022,20250531,22,11,100,8,Available
1023,20250531,23,11,86,6,Available
1024,20250531,24,11,16,20,Low Stock
1025,20250531,25,11,49,12,Available
1026,20250531,26,11,109,17,Available
1027,20250531,27,11,13,6,Available
1028,20250531,28,11,1,13,Low Stock
1029,20250531,29,11,1,8,Low Stock
1030,20250531,30,11,57,18,Available
1031,20250531,31,11,73,14,Available
1032,20250531,32,11,68,21,Available
1033,20250531,33,11,4,24,Low Stock
1034,20250531,34,11,23,20,Available
1035,20250531,35,11,15,9,Available
1036,20250531,36,11,74,23,Available
1037,20250531,37,11,103,25,Available
1038,20250531,38,11,110,21,Available
1039,20250531,39,11,99,17,Available
1040,20250531,40,11,34,7,Available
1041,20250531,41,11,119,19,Available
1042,20250531,42,11,12,24,Low Stock
1043,20250531,43,11,43,19,Available
1044,20250531,44,11,21,18,Available
1045,20250531,45,11,32,19,Available
1046,20250531,46,11,7,14,Low Stock
1047,20250531,47,11,5,16,Low Stock
1048,20250531,48,11,120,7,Available
1049,20250531,49,11,113,20,Available
1050,20250531,50,11,81,9,Available
1051,20250531,51,11,103,12,Available
1052,20250531,52,11,21,11,Available
1053,20250531,53,11,26,12,Available
1054,20250531,54,11,58,7,Available
1055,20250531,55,11,84,24,Available
1056,20250531,56,11,88,14,Available
1057,20250531,57,11,34,20,Available
1058,20250531,58,11,63,21,Available
1059,20250531,59,11,55,8,Available
1060,20250531,60,11,49,19,Available
1061,20250531,61,11,26,11,Available
1062,20250531,62,11,17,16,Available
1063,20250531,63,11,40,14,Available
1064,20250531,64,11,53,10,Available
1065,20250531,65,11,113,22,Available
1066,20250531,66,11,6,23,Low Stock
1067,20250531,67,11,95,13,Available
1068,20250531,68,11,82,16,Available
1069,20250531,69,11,14,16,Low Stock
1070,20250531,70,11,53,20,Available
1071,20250531,71,11,0,13,Stockout
1072,20250531,72,11,119,20,Available
1073,20250531,73,11,48,13,Available
1074,20250531,74,11,89,12,Available
1075,20250531,75,11,71,17,Available
1076,20250531,76,11,82,14,Available
1077,20250531,77,11,34,19,Available
1078,20250531,78,11,15,7,Available
1079,20250531,79,11,102,20,Available
1080,20250531,80,11,55,19,Available
1081,20250531,81,11,113,19,Available
1082,20250531,82,11,39,9,Available
1083,20250531,83,11,93,12,Available
1084,20250531,84,11,16,25,Low Stock
1085,20250531,85,11,59,18,Available
1086,20250531,86,11,109,8,Available
1087,20250531,87,11,106,25,Available
1088,20250531,88,11,100,19,Available
1089,20250531,89,11,79,19,Available
1090,20250531,90,11,64,25,Available
1091,20250531,91,11,10,16,Low Stock
1092,20250531,92,11,67,5,Available
1093,20250531,93,11,32,13,Available
1094,20250531,94,11,29,16,Available
1095,20250531,95,11,93,23,Available
1096,20250531,96,11,4,19,Low Stock
1097,20250531,97,11,116,16,Available
1098,20250531,98,11,66,25,Available
1099,20250531,99,11,68,8,Available
1100,20250531,100,11,77,22,Available
1101,20250531,1,12,64,25,Available
1102,20250531,2,12,69,13,Available
1103,20250531,3,12,4,21,Low Stock
1104,20250531,4,12,0,9,Stockout
1105,20250531,5,12,91,18,Available
1106,20250531,6,12,67,19,Available
1107,20250531,7,12,19,6,Available
1108,20250531,8,12,14,21,Low Stock
1109,20250531,9,12,47,18,Available
1110,20250531,10,12,23,16,Available
1111,20250531,11,12,104,10,Available
1112,20250531,12,12,6,17,Low Stock
1113,20250531,13,12,70,16,Available
1114,20250531,14,12,120,6,Available
1115,20250531,15,12,111,25,Available
1116,20250531,16,12,84,15,Available
1117,20250531,17,12,10,13,Low Stock
1118,20250531,18,12,91,17,Available
1119,20250531,19,12,0,7,Stockout
1120,20250531,20,12,5,6,Low Stock
1121,20250531,21,12,85,23,Available
1122,20250531,22,12,13,6,Available
1123,20250531,23,12,49,18,Available
1124,20250531,24,12,23,8,Available
1125,20250531,25,12,34,19,Available
1126,20250531,26,12,42,20,Available
1127,20250531,27,12,61,18,Available
1128,20250531,28,12,26,16,Available
1129,20250531,29,12,4,11,Low Stock
1130,20250531,30,12,56,20,Available
1131,20250531,31,12,3,6,Low Stock
1132,20250531,32,12,68,9,Available
1133,20250531,33,12,88,24,Available
1134,20250531,34,12,15,17,Low Stock
1135,20250531,35,12,27,17,Available
1136,20250531,36,12,102,17,Available
1137,20250531,37,12,83,19,Available
1138,20250531,38,12,1,21,Low Stock
1139,20250531,39,12,94,11,Available
1140,20250531,40,12,49,23,Available
1141,20250531,41,12,34,16,Available
1142,20250531,42,12,25,20,Available
1143,20250531,43,12,71,21,Available
1144,20250531,44,12,58,25,Available
1145,20250531,45,12,94,24,Available
1146,20250531,46,12,2,6,Low Stock
1147,20250531,47,12,23,10,Available
1148,20250531,48,12,96,16,Available
1149,20250531,49,12,50,19,Available
1150,20250531,50,12,18,23,Low Stock
1151,20250531,51,12,93,8,Available
1152,20250531,52,12,56,17,Available
1153,20250531,53,12,2,17,Low Stock
1154,20250531,54,12,108,24,Available
1155,20250531,55,12,58,25,Available
1156,20250531,56,12,119,23,Available
1157,20250531,57,12,70,11,Available
1158,20250531,58,12,94,10,Available
1159,20250531,59,12,7,6,Available
1160,20250531,60,12,48,18,Available
1161,20250531,61,12,60,10,Available
1162,20250531,62,12,12,15,Low Stock
1163,20250531,63,12,11,22,Low Stock
1164,20250531,64,12,74,23,Available
1165,20250531,65,12,39,17,Available
1166,20250531,66,12,15,17,Low Stock
1167,20250531,67,12,112,8,Available
1168,20250531,68,12,38,15,Available
1169,20250531,69,12,32,10,Available
1170,20250531,70,12,74,23,Available
1171,20250531,71,12,25,9,Available
1172,20250531,72,12,68,24,Available
1173,20250531,73,12,83,13,Available
1174,20250531,74,12,31,20,Available
1175,20250531,75,12,15,16,Low Stock
1176,20250531,76,12,120,13,Available
1177,20250531,77,12,76,21,Available
1178,20250531,78,12,91,20,Available
1179,20250531,79,12,79,14,Available
1180,20250531,80,12,76,11,Available
1181,20250531,81,12,70,25,Available
1182,20250531,82,12,72,23,Available
1183,20250531,83,12,99,17,Available
1184,20250531,84,12,83,22,Available
1185,20250531,85,12,10,18,Low Stock
1186,20250531,86,12,1,6,Low Stock
1187,20250531,87,12,94,16,Available
1188,20250531,88,12,53,18,Available
1189,20250531,89,12,24,5,Available
1190,20250531,90,12,69,12,Available
1191,20250531,91,12,2,13,Low Stock
1192,20250531,92,12,77,20,Available
1193,20250531,93,12,49,20,Available
1194,20250531,94,12,112,25,Available
1195,20250531,95,12,56,21,Available
1196,20250531,96,12,35,15,Available
1197,20250531,97,12,96,18,Available
1198,20250531,98,12,105,12,Available
1199,20250531,99,12,39,21,Available
1200,20250531,100,12,27,5,Available
1201,20250531,1,13,99,21,Available
1202,20250531,2,13,37,24,Available
1203,20250531,3,13,103,18,Available
1204,20250531,4,13,16,23,Low Stock
1205,20250531,5,13,17,22,Low Stock
1206,20250531,6,13,31,5,Available
1207,20250531,7,13,28,10,Available
1208,20250531,8,13,5,14,Low Stock
1209,20250531,9,13,97,20,Available
1210,20250531,10,13,46,17,Available
1211,20250531,11,13,43,20,Available
1212,20250531,12,13,52,8,Available
1213,20250531,13,13,0,15,Stockout
1214,20250531,14,13,48,24,Available
1215,20250531,15,13,66,10,Available
1216,20250531,16,13,98,8,Available
1217,20250531,17,13,104,15,Available
1218,20250531,18,13,7,7,Available
1219,20250531,19,13,116,10,Available
1220,20250531,20,13,28,15,Available
1221,20250531,21,13,77,23,Available
1222,20250531,22,13,110,5,Available
1223,20250531,23,13,59,9,Available
1224,20250531,24,13,2,20,Low Stock
1225,20250531,25,13,24,7,Available
1226,20250531,26,13,43,19,Available
1227,20250531,27,13,76,8,Available
1228,20250531,28,13,63,17,Available
1229,20250531,29,13,73,18,Available
1230,20250531,30,13,29,21,Available
1231,20250531,31,13,102,19,Available
1232,20250531,32,13,92,16,Available
1233,20250531,33,13,14,18,Low Stock
1234,20250531,34,13,35,10,Available
1235,20250531,35,13,104,14,Available
1236,20250531,36,13,53,16,Available
1237,20250531,37,13,30,5,Available
1238,20250531,38,13,50,13,Available
1239,20250531,39,13,73,18,Available
1240,20250531,40,13,80,20,Available
1241,20250531,41,13,2,13,Low Stock
1242,20250531,42,13,26,10,Available
1243,20250531,43,13,32,8,Available
1244,20250531,44,13,100,7,Available
1245,20250531,45,13,52,23,Available
1246,20250531,46,13,69,11,Available
1247,20250531,47,13,28,6,Available
1248,20250531,48,13,109,16,Available
1249,20250531,49,13,99,5,Available
1250,20250531,50,13,7,10,Low Stock
1251,20250531,51,13,109,15,Available
1252,20250531,52,13,47,7,Available
1253,20250531,53,13,101,11,Available
1254,20250531,54,13,101,12,Available
1255,20250531,55,13,93,7,Available
1256,20250531,56,13,36,7,Available
1257,20250531,57,13,44,11,Available
1258,20250531,58,13,52,7,Available
1259,20250531,59,13,92,11,Available
1260,20250531,60,13,5,10,Low Stock
1261,20250531,61,13,91,18,Available
1262,20250531,62,13,59,9,Available
1263,20250531,63,13,52,9,Available
1264,20250531,64,13,71,6,Available
1265,20250531,65,13,31,16,Available
1266,20250531,66,13,114,18,Available
1267,20250531,67,13,35,25,Available
1268,20250531,68,13,47,10,Available
1269,20250531,69,13,49,11,Available
1270,20250531,70,13,30,18,Available
1271,20250531,71,13,35,21,Available
1272,20250531,72,13,106,18,Available
1273,20250531,73,13,2,17,Low Stock
1274,20250531,74,13,39,5,Available
1275,20250531,75,13,80,19,Available
1276,20250531,76,13,6,12,Low Stock
1277,20250531,77,13,8,20,Low Stock
1278,20250531,78,13,54,24,Available
1279,20250531,79,13,68,10,Available
1280,20250531,80,13,24,24,Available
1281,20250531,81,13,34,17,Available
1282,20250531,82,13,36,18,Available
1283,20250531,83,13,83,13,Available
1284,20250531,84,13,32,24,Available
1285,20250531,85,13,64,8,Available
1286,20250531,86,13,65,25,Available
1287,20250531,87,13,110,22,Available
1288,20250531,88,13,112,13,Available
1289,20250531,89,13,105,24,Available
1290,20250531,90,13,69,12,Available
1291,20250531,91,13,15,15,Available
1292,20250531,92,13,22,8,Available
1293,20250531,93,13,120,12,Available
1294,20250531,94,13,42,13,Available
1295,20250531,95,13,67,19,Available
1296,20250531,96,13,70,14,Available
1297,20250531,97,13,30,23,Available
1298,20250531,98,13,23,7,Available
1299,20250531,99,13,51,6,Available
1300,20250531,100,13,45,18,Available
1301,20250531,1,14,45,25,Available
1302,20250531,2,14,5,21,Low Stock
1303,20250531,3,14,90,11,Available
1304,20250531,4,14,83,18,Available
1305,20250531,5,14,59,14,Available
1306,20250531,6,14,93,16,Available
1307,20250531,7,14,50,19,Available
1308,20250531,8,14,111,21,Available
1309,20250531,9,14,41,23,Available
1310,20250531,10,14,59,25,Available
1311,20250531,11,14,71,18,Available
1312,20250531,12,14,15,21,Low Stock
1313,20250531,13,14,55,8,Available
1314,20250531,14,14,101,25,Available
1315,20250531,15,14,93,16,Available
1316,20250531,16,14,70,16,Available
1317,20250531,17,14,64,21,Available
1318,20250531,18,14,77,9,Available
1319,20250531,19,14,79,6,Available
1320,20250531,20,14,51,9,Available
1321,20250531,21,14,40,25,Available
1322,20250531,22,14,49,11,Available
1323,20250531,23,14,79,7,Available
1324,20250531,24,14,22,13,Available
1325,20250531,25,14,18,14,Available
1326,20250531,26,14,37,19,Available
1327,20250531,27,14,55,9,Available
1328,20250531,28,14,8,6,Available
1329,20250531,29,14,111,16,Available
1330,20250531,30,14,22,20,Available
1331,20250531,31,14,68,13,Available
1332,20250531,32,14,69,12,Available
1333,20250531,33,14,96,19,Available
1334,20250531,34,14,5,7,Low Stock
1335,20250531,35,14,95,5,Available
1336,20250531,36,14,10,8,Available
1337,20250531,37,14,115,12,Available
1338,20250531,38,14,1,16,Low Stock
1339,20250531,39,14,13,7,Available
1340,20250531,40,14,4,23,Low Stock
1341,20250531,41,14,20,9,Available
1342,20250531,42,14,9,11,Low Stock
1343,20250531,43,14,22,23,Low Stock
1344,20250531,44,14,63,7,Available
1345,20250531,45,14,97,19,Available
1346,20250531,46,14,11,16,Low Stock
1347,20250531,47,14,44,20,Available
1348,20250531,48,14,83,5,Available
1349,20250531,49,14,81,20,Available
1350,20250531,50,14,62,14,Available
1351,20250531,51,14,31,14,Available
1352,20250531,52,14,38,12,Available
1353,20250531,53,14,83,12,Available
1354,20250531,54,14,67,14,Available
1355,20250531,55,14,49,23,Available
1356,20250531,56,14,28,22,Available
1357,20250531,57,14,1,14,Low Stock
1358,20250531,58,14,69,18,Available
1359,20250531,59,14,107,13,Available
1360,20250531,60,14,48,23,Available
1361,20250531,61,14,60,23,Available
1362,20250531,62,14,95,8,Available
1363,20250531,63,14,51,25,Available
1364,20250531,64,14,115,25,Available
1365,20250531,65,14,89,19,Available
1366,20250531,66,14,89,9,Available
1367,20250531,67,14,112,10,Available
1368,20250531,68,14,90,5,Available
1369,20250531,69,14,18,10,Available
1370,20250531,70,14,98,17,Available
1371,20250531,71,14,92,8,Available
1372,20250531,72,14,107,5,Available
1373,20250531,73,14,117,6,Available
1374,20250531,74,14,52,22,Available
1375,20250531,75,14,84,23,Available
1376,20250531,76,14,66,9,Available
1377,20250531,77,14,115,15,Available
1378,20250531,78,14,4,14,Low Stock
1379,20250531,79,14,90,7,Available
1380,20250531,80,14,115,16,Available
1381,20250531,81,14,60,10,Available
1382,20250531,82,14,22,23,Low Stock
1383,20250531,83,14,34,5,Available
1384,20250531,84,14,9,13,Low Stock
1385,20250531,85,14,88,7,Available
1386,20250531,86,14,2,7,Low Stock
1387,20250531,87,14,4,6,Low Stock
1388,20250531,88,14,97,11,Available
1389,20250531,89,14,86,20,Available
1390,20250531,90,14,102,24,Available
1391,20250531,91,14,20,23,Low Stock
1392,20250531,92,14,48,20,Available
1393,20250531,93,14,77,21,Available
1394,20250531,94,14,42,15,Available
1395,20250531,95,14,8,14,Low Stock
1396,20250531,96,14,83,10,Available
1397,20250531,97,14,94,21,Available
1398,20250531,98,14,58,12,Available
1399,20250531,99,14,11,15,Low Stock
1400,20250531,100,14,86,5,Available
1401,20250531,1,15,54,16,Available
1402,20250531,2,15,84,22,Available
1403,20250531,3,15,3,5,Low Stock
1404,20250531,4,15,9,8,Available
1405,20250531,5,15,22,9,Available
1406,20250531,6,15,61,19,Available
1407,20250531,7,15,50,6,Available
1408,20250531,8,15,92,25,Available
1409,20250531,9,15,0,7,Stockout
1410,20250531,10,15,1,13,Low Stock
1411,20250531,11,15,41,25,Available
1412,20250531,12,15,26,7,Available
1413,20250531,13,15,46,24,Available
1414,20250531,14,15,64,19,Available
1415,20250531,15,15,63,8,Available
1416,20250531,16,15,13,6,Available
1417,20250531,17,15,107,24,Available
1418,20250531,18,15,112,11,Available
1419,20250531,19,15,75,16,Available
1420,20250531,20,15,97,18,Available
1421,20250531,21,15,70,8,Available
1422,20250531,22,15,119,10,Available
1423,20250531,23,15,87,14,Available
1424,20250531,24,15,97,16,Available
1425,20250531,25,15,60,16,Available
1426,20250531,26,15,28,7,Available
1427,20250531,27,15,13,15,Low Stock
1428,20250531,28,15,9,23,Low Stock
1429,20250531,29,15,60,14,Available
1430,20250531,30,15,44,19,Available
1431,20250531,31,15,66,22,Available
1432,20250531,32,15,79,14,Available
1433,20250531,33,15,81,18,Available
1434,20250531,34,15,107,23,Available
1435,20250531,35,15,15,20,Low Stock
1436,20250531,36,15,118,8,Available
1437,20250531,37,15,65,6,Available
1438,20250531,38,15,58,23,Available
1439,20250531,39,15,54,7,Available
1440,20250531,40,15,2,5,Low Stock
1441,20250531,41,15,79,15,Available
1442,20250531,42,15,35,14,Available
1443,20250531,43,15,96,17,Available
1444,20250531,44,15,60,22,Available
1445,20250531,45,15,106,18,Available
1446,20250531,46,15,81,17,Available
1447,20250531,47,15,8,10,Low Stock
1448,20250531,48,15,1,14,Low Stock
1449,20250531,49,15,19,19,Available
1450,20250531,50,15,20,25,Low Stock
1451,20250531,51,15,47,24,Available
1452,20250531,52,15,106,8,Available
1453,20250531,53,15,8,12,Low Stock
1454,20250531,54,15,103,14,Available
1455,20250531,55,15,57,9,Available
1456,20250531,56,15,73,8,Available
1457,20250531,57,15,15,23,Low Stock
1458,20250531,58,15,94,8,Available
1459,20250531,59,15,62,15,Available
1460,20250531,60,15,52,22,Available
1461,20250531,61,15,50,22,Available
1462,20250531,62,15,76,12,Available
1463,20250531,63,15,91,14,Available
1464,20250531,64,15,102,24,Available
1465,20250531,65,15,82,7,Available
1466,20250531,66,15,10,16,Low Stock
1467,20250531,67,15,10,20,Low Stock
1468,20250531,68,15,4,5,Low Stock
1469,20250531,69,15,85,22,Available
1470,20250531,70,15,54,23,Available
1471,20250531,71,15,44,8,Available
1472,20250531,72,15,44,18,Available
1473,20250531,73,15,74,5,Available
1474,20250531,74,15,48,8,Available
1475,20250531,75,15,110,14,Available
1476,20250531,76,15,96,17,Available
1477,20250531,77,15,8,25,Low Stock
1478,20250531,78,15,62,16,Available
1479,20250531,79,15,97,11,Available
1480,20250531,80,15,8,16,Low Stock
1481,20250531,81,15,16,14,Available
1482,20250531,82,15,25,14,Available
1483,20250531,83,15,90,10,Available
1484,20250531,84,15,52,18,Available
1485,20250531,85,15,17,19,Low Stock
1486,20250531,86,15,105,15,Available
1487,20250531,87,15,23,8,Available
1488,20250531,88,15,81,23,Available
1489,20250531,89,15,19,19,Available
1490,20250531,90,15,67,19,Available
1491,20250531,91,15,16,5,Available
1492,20250531,92,15,32,18,Available
1493,20250531,93,15,37,16,Available
1494,20250531,94,15,84,13,Available
1495,20250531,95,15,70,24,Available
1496,20250531,96,15,78,16,Available
1497,20250531,97,15,58,6,Available
1498,20250531,98,15,62,9,Available
1499,20250531,99,15,57,8,Available
1500,20250531,100,15,16,13,Available
1501,20250531,1,16,4,5,Low Stock
1502,20250531,2,16,3,18,Low Stock
1503,20250531,3,16,5,12,Low Stock
1504,20250531,4,16,88,9,Available
1505,20250531,5,16,88,13,Available
1506,20250531,6,16,59,17,Available
1507,20250531,7,16,110,20,Available
1508,20250531,8,16,84,13,Available
1509,20250531,9,16,79,25,Available
1510,20250531,10,16,92,20,Available
1511,20250531,11,16,9,13,Low Stock
1512,20250531,12,16,112,22,Available
1513,20250531,13,16,76,5,Available
1514,20250531,14,16,113,25,Available
1515,20250531,15,16,99,7,Available
1516,20250531,16,16,61,20,Available
1517,20250531,17,16,3,10,Low Stock
1518,20250531,18,16,2,12,Low Stock
1519,20250531,19,16,104,19,Available
1520,20250531,20,16,70,8,Available
1521,20250531,21,16,54,24,Available
1522,20250531,22,16,118,21,Available
1523,20250531,23,16,90,25,Available
1524,20250531,24,16,10,11,Low Stock
1525,20250531,25,16,24,6,Available
1526,20250531,26,16,42,6,Available
1527,20250531,27,16,26,12,Available
1528,20250531,28,16,33,21,Available
1529,20250531,29,16,58,13,Available
1530,20250531,30,16,24,6,Available
1531,20250531,31,16,9,15,Low Stock
1532,20250531,32,16,90,25,Available
1533,20250531,33,16,4,9,Low Stock
1534,20250531,34,16,21,6,Available
1535,20250531,35,16,105,25,Available
1536,20250531,36,16,75,12,Available
1537,20250531,37,16,15,11,Available
1538,20250531,38,16,100,6,Available
1539,20250531,39,16,65,23,Available
1540,20250531,40,16,88,25,Available
1541,20250531,41,16,5,12,Low Stock
1542,20250531,42,16,38,18,Available
1543,20250531,43,16,86,6,Available
1544,20250531,44,16,87,9,Available
1545,20250531,45,16,9,16,Low Stock
1546,20250531,46,16,3,7,Low Stock
1547,20250531,47,16,3,6,Low Stock
1548,20250531,48,16,1,9,Low Stock
1549,20250531,49,16,112,5,Available
1550,20250531,50,16,53,17,Available
1551,20250531,51,16,110,25,Available
1552,20250531,52,16,4,17,Low Stock
1553,20250531,53,16,11,12,Low Stock
1554,20250531,54,16,38,8,Available
1555,20250531,55,16,93,24,Available
1556,20250531,56,16,26,23,Available
1557,20250531,57,16,90,23,Available
1558,20250531,58,16,55,23,Available
1559,20250531,59,16,117,23,Available
