sales_key,transaction_id,detail_id,time_key,customer_key,product_key,store_key,channel_key,payment_key,promotion_key,quantity_sold,unit_price,gross_sales,discount_amount,net_sales,cost_amount,net_profit
909,TRX-00389,DTL-000909,20250402,629,77,19,2,389,21,1,1999000,1999000.0,0.0,1999000.0,1439000.0,560000.0
910,TRX-00389,DTL-000910,20250402,629,73,19,2,389,21,1,4299000,4299000.0,0.0,4299000.0,3095000.0,1204000.0
911,TRX-00390,DTL-000911,20250218,804,64,1,2,390,21,1,7499000,7499000.0,0.0,7499000.0,5399000.0,2100000.0
912,TRX-00390,DTL-000912,20250218,804,43,1,2,390,16,1,8999000,8999000.0,449950.0,8549050.0,6479000.0,2070050.0
913,TRX-00391,DTL-000913,20240315,606,29,14,3,391,21,2,17499000,34998000.0,0.0,34998000.0,25198000.0,9800000.0
914,TRX-00392,DTL-000914,20240123,719,54,25,2,392,21,1,4499000,4499000.0,0.0,4499000.0,3239000.0,1260000.0
915,TRX-00392,DTL-000915,20240123,719,84,25,2,392,21,2,1399000,2798000.0,0.0,2798000.0,2014000.0,784000.0
916,TRX-00393,DTL-000916,20250112,370,89,11,3,393,21,1,779000,779000.0,0.0,779000.0,561000.0,218000.0
917,TRX-00393,DTL-000917,20250112,370,55,11,3,393,21,1,3299000,3299000.0,0.0,3299000.0,2375000.0,924000.0
918,TRX-00394,DTL-000918,20240317,855,83,21,2,394,21,1,7499000,7499000.0,0.0,7499000.0,5399000.0,2100000.0
919,TRX-00395,DTL-000919,20250503,461,22,2,2,395,17,1,499000,499000.0,59880.0,439120.0,359000.0,80120.0
920,TRX-00395,DTL-000920,20250503,461,62,2,2,395,15,1,5999000,5999000.0,479920.0,5519080.0,4319000.0,1200080.0
921,TRX-00395,DTL-000921,20250503,461,1,2,2,395,13,2,20499000,40998000.0,4099800.0,36898200.0,29518000.0,7380200.0
922,TRX-00396,DTL-000922,20250110,1000,21,19,2,396,21,1,2499000,2499000.0,0.0,2499000.0,1799000.0,700000.0
923,TRX-00396,DTL-000923,20250110,1000,11,19,2,396,21,2,15999000,31998000.0,0.0,31998000.0,23038000.0,8960000.0
924,TRX-00396,DTL-000924,20250110,1000,41,19,2,396,21,1,6499000,6499000.0,0.0,6499000.0,4679000.0,1820000.0
925,TRX-00396,DTL-000925,20250110,1000,82,19,2,396,4,1,7499000,7499000.0,899880.0,6599120.0,5399000.0,1200120.0
926,TRX-00397,DTL-000926,20241201,6,92,2,2,397,21,2,649000,1298000.0,0.0,1298000.0,934000.0,364000.0
927,TRX-00397,DTL-000927,20241201,6,54,2,2,397,21,1,4499000,4499000.0,0.0,4499000.0,3239000.0,1260000.0
928,TRX-00398,DTL-000928,20240315,954,68,25,1,398,21,1,3499000,3499000.0,0.0,3499000.0,2519000.0,980000.0
929,TRX-00398,DTL-000929,20240315,954,97,25,1,398,21,2,1565000,3130000.0,0.0,3130000.0,2254000.0,876000.0
930,TRX-00399,DTL-000930,20240102,908,43,4,2,399,21,1,8999000,8999000.0,0.0,8999000.0,6479000.0,2520000.0
931,TRX-00399,DTL-000931,20240102,908,87,4,2,399,14,1,1199000,1199000.0,35970.0,1163030.0,863000.0,300030.0
932,TRX-00400,DTL-000932,20250418,322,33,22,2,400,21,1,15999000,15999000.0,0.0,15999000.0,11519000.0,4480000.0
933,TRX-00401,DTL-000933,20241115,301,7,8,2,401,21,1,9999000,9999000.0,0.0,9999000.0,7199000.0,2800000.0
934,TRX-00401,DTL-000934,20241115,301,89,8,2,401,21,1,779000,779000.0,0.0,779000.0,561000.0,218000.0
935,TRX-00401,DTL-000935,20241115,301,37,8,2,401,8,1,2999000,2999000.0,149950.0,2849050.0,2159000.0,690050.0
936,TRX-00402,DTL-000936,20240331,948,28,5,2,402,2,2,20999000,41998000.0,3359840.0,38638160.0,30238000.0,8400160.0
937,TRX-00402,DTL-000937,20240331,948,20,5,2,402,4,1,3999000,3999000.0,479880.0,3519120.0,2879000.0,640120.0
938,TRX-00403,DTL-000938,20240706,219,67,24,2,403,21,1,3999000,3999000.0,0.0,3999000.0,2879000.0,1120000.0
939,TRX-00403,DTL-000939,20240706,219,4,24,2,403,21,1,16999000,16999000.0,0.0,16999000.0,12239000.0,4760000.0
940,TRX-00404,DTL-000940,20250321,199,22,19,1,404,21,3,499000,1497000.0,0.0,1497000.0,1077000.0,420000.0
941,TRX-00404,DTL-000941,20250321,199,12,19,1,404,21,2,11499000,22998000.0,0.0,22998000.0,16558000.0,6440000.0
942,TRX-00405,DTL-000942,20250126,871,19,10,3,405,1,1,14999000,14999000.0,449970.0,14549030.0,10799000.0,3750030.0
943,TRX-00405,DTL-000943,20250126,871,57,10,3,405,21,1,5999000,5999000.0,0.0,5999000.0,4319000.0,1680000.0
944,TRX-00406,DTL-000944,20241209,407,90,6,2,406,21,2,699000,1398000.0,0.0,1398000.0,1006000.0,392000.0
945,TRX-00406,DTL-000945,20241209,407,70,6,2,406,10,1,6499000,6499000.0,324950.0,6174050.0,4679000.0,1495050.0
946,TRX-00407,DTL-000946,20240414,103,58,15,3,407,21,1,4999000,4999000.0,0.0,4999000.0,3599000.0,1400000.0
947,TRX-00407,DTL-000947,20240414,103,78,15,3,407,9,1,21999000,21999000.0,659970.0,21339030.0,15839000.0,5500030.0
948,TRX-00407,DTL-000948,20240414,103,93,15,3,407,21,1,699000,699000.0,0.0,699000.0,503000.0,196000.0
949,TRX-00408,DTL-000949,20240125,942,59,8,2,408,21,1,2299000,2299000.0,0.0,2299000.0,1655000.0,644000.0
950,TRX-00408,DTL-000950,20240125,942,15,8,2,408,21,1,13599000,13599000.0,0.0,13599000.0,9791000.0,3808000.0
951,TRX-00408,DTL-000951,20240125,942,25,8,2,408,21,2,24499000,48998000.0,0.0,48998000.0,35278000.0,13720000.0
952,TRX-00409,DTL-000952,20240301,778,93,23,2,409,21,1,699000,699000.0,0.0,699000.0,503000.0,196000.0
953,TRX-00410,DTL-000953,20240922,348,23,2,1,410,21,3,499000,1497000.0,0.0,1497000.0,1077000.0,420000.0
954,TRX-00410,DTL-000954,20240922,348,14,2,1,410,21,1,9499000,9499000.0,0.0,9499000.0,6839000.0,2660000.0
955,TRX-00411,DTL-000955,20241228,375,65,21,2,411,21,1,6299000,6299000.0,0.0,6299000.0,4535000.0,1764000.0
956,TRX-00411,DTL-000956,20241228,375,6,21,2,411,19,3,12499000,37497000.0,1874850.0,35622150.0,26997000.0,8625150.0
957,TRX-00411,DTL-000957,20241228,375,51,21,2,411,21,1,6499000,6499000.0,0.0,6499000.0,4679000.0,1820000.0
958,TRX-00411,DTL-000958,20241228,375,50,21,2,411,21,1,8499000,8499000.0,0.0,8499000.0,6119000.0,2380000.0
959,TRX-00412,DTL-000959,20240807,716,74,25,1,412,21,1,5999000,5999000.0,0.0,5999000.0,4319000.0,1680000.0
960,TRX-00412,DTL-000960,20240807,716,60,25,1,412,21,2,4999000,9998000.0,0.0,9998000.0,7198000.0,2800000.0
961,TRX-00413,DTL-000961,20240627,769,16,8,2,413,21,1,14999000,14999000.0,0.0,14999000.0,10799000.0,4200000.0
962,TRX-00413,DTL-000962,20240627,769,7,8,2,413,15,1,9999000,9999000.0,799920.0,9199080.0,7199000.0,2000080.0
963,TRX-00413,DTL-000963,20240627,769,98,8,2,413,21,1,1695000,1695000.0,0.0,1695000.0,1220000.0,475000.0
964,TRX-00414,DTL-000964,20240301,450,78,16,1,414,15,1,21999000,21999000.0,1759920.0,20239080.0,15839000.0,4400080.0
965,TRX-00414,DTL-000965,20240301,450,1,16,1,414,21,1,20499000,20499000.0,0.0,20499000.0,14759000.0,5740000.0
966,TRX-00415,DTL-000966,20241022,384,90,8,3,415,21,1,699000,699000.0,0.0,699000.0,503000.0,196000.0
967,TRX-00416,DTL-000967,20240613,75,1,16,2,416,21,1,20499000,20499000.0,0.0,20499000.0,14759000.0,5740000.0
968,TRX-00416,DTL-000968,20240613,75,14,16,2,416,17,1,9499000,9499000.0,1139880.0,8359120.0,6839000.0,1520120.0
969,TRX-00416,DTL-000969,20240613,75,38,16,2,416,21,1,1599000,1599000.0,0.0,1599000.0,1151000.0,448000.0
970,TRX-00416,DTL-000970,20240613,75,13,16,2,416,21,1,6499000,6499000.0,0.0,6499000.0,4679000.0,1820000.0
971,TRX-00417,DTL-000971,20241111,16,63,24,3,417,21,1,6999000,6999000.0,0.0,6999000.0,5039000.0,1960000.0
972,TRX-00417,DTL-000972,20241111,16,66,24,3,417,21,1,5499000,5499000.0,0.0,5499000.0,3959000.0,1540000.0
973,TRX-00417,DTL-000973,20241111,16,5,24,3,417,17,1,13999000,13999000.0,1679880.0,12319120.0,10079000.0,2240120.0
974,TRX-00418,DTL-000974,20240604,455,66,8,2,418,21,1,5499000,5499000.0,0.0,5499000.0,3959000.0,1540000.0
975,TRX-00418,DTL-000975,20240604,455,82,8,2,418,21,3,7499000,22497000.0,0.0,22497000.0,16197000.0,6300000.0
976,TRX-00418,DTL-000976,20240604,455,100,8,2,418,21,1,1799000,1799000.0,0.0,1799000.0,1295000.0,504000.0
977,TRX-00419,DTL-000977,20240709,608,70,25,2,419,21,1,6499000,6499000.0,0.0,6499000.0,4679000.0,1820000.0
978,TRX-00419,DTL-000978,20240709,608,83,25,2,419,21,1,7499000,7499000.0,0.0,7499000.0,5399000.0,2100000.0
979,TRX-00420,DTL-000979,20241228,1000,60,15,2,420,14,1,4999000,4999000.0,149970.0,4849030.0,3599000.0,1250030.0
980,TRX-00420,DTL-000980,20241228,1000,16,15,2,420,21,1,14999000,14999000.0,0.0,14999000.0,10799000.0,4200000.0
981,TRX-00420,DTL-000981,20241228,1000,6,15,2,420,17,2,12499000,24998000.0,2999760.0,21998240.0,17998000.0,4000240.0
982,TRX-00420,DTL-000982,20241228,1000,8,15,2,420,5,1,10999000,10999000.0,879920.0,10119080.0,7919000.0,2200080.0
983,TRX-00421,DTL-000983,20240507,741,45,1,2,421,13,1,3999000,3999000.0,399900.0,3599100.0,2879000.0,720100.0
984,TRX-00421,DTL-000984,20240507,741,43,1,2,421,21,1,8999000,8999000.0,0.0,8999000.0,6479000.0,2520000.0
985,TRX-00422,DTL-000985,20250419,708,18,4,1,422,10,1,7999000,7999000.0,399950.0,7599050.0,5759000.0,1840050.0
986,TRX-00422,DTL-000986,20250419,708,77,4,1,422,21,2,1999000,3998000.0,0.0,3998000.0,2878000.0,1120000.0
987,TRX-00423,DTL-000987,20250119,596,77,16,2,423,21,1,1999000,1999000.0,0.0,1999000.0,1439000.0,560000.0
988,TRX-00423,DTL-000988,20250119,596,36,16,2,423,21,2,3999000,7998000.0,0.0,7998000.0,5758000.0,2240000.0
989,TRX-00423,DTL-000989,20250119,596,13,16,2,423,15,3,6499000,19497000.0,1559760.0,17937240.0,14037000.0,3900240.0
990,TRX-00424,DTL-000990,20241028,859,43,8,2,424,8,1,8999000,8999000.0,449950.0,8549050.0,6479000.0,2070050.0
991,TRX-00424,DTL-000991,20241028,859,50,8,2,424,6,1,8499000,8499000.0,254970.0,8244030.0,6119000.0,2125030.0
992,TRX-00424,DTL-000992,20241028,859,67,8,2,424,21,1,3999000,3999000.0,0.0,3999000.0,2879000.0,1120000.0
993,TRX-00425,DTL-000993,20250103,718,59,1,2,425,6,1,2299000,2299000.0,68970.0,2230030.0,1655000.0,575030.0
994,TRX-00425,DTL-000994,20250103,718,49,1,2,425,4,3,6999000,20997000.0,2519640.0,18477360.0,15117000.0,3360360.0
995,TRX-00425,DTL-000995,20250103,718,43,1,2,425,14,1,8999000,8999000.0,269970.0,8729030.0,6479000.0,2250030.0
996,TRX-00426,DTL-000996,20240415,43,49,25,3,426,1,1,6999000,6999000.0,209970.0,6789030.0,5039000.0,1750030.0
997,TRX-00426,DTL-000997,20240415,43,28,25,3,426,21,1,20999000,20999000.0,0.0,20999000.0,15119000.0,5880000.0
998,TRX-00426,DTL-000998,20240415,43,76,25,3,426,21,1,2999000,2999000.0,0.0,2999000.0,2159000.0,840000.0
999,TRX-00427,DTL-000999,20250326,925,30,19,2,427,21,1,13499000,13499000.0,0.0,13499000.0,9719000.0,3780000.0
1000,TRX-00427,DTL-001000,20250326,925,80,19,2,427,21,1,10999000,10999000.0,0.0,10999000.0,7919000.0,3080000.0
1001,TRX-00427,DTL-001001,20250326,925,70,19,2,427,21,1,6499000,6499000.0,0.0,6499000.0,4679000.0,1820000.0
1002,TRX-00428,DTL-001002,20250122,163,96,19,2,428,17,2,1599000,3198000.0,383760.0,2814240.0,2302000.0,512240.0
1003,TRX-00428,DTL-001003,20250122,163,69,19,2,428,12,2,1599000,3198000.0,319800.0,2878200.0,2302000.0,576200.0
1004,TRX-00429,DTL-001004,20240726,514,12,2,3,429,21,2,11499000,22998000.0,0.0,22998000.0,16558000.0,6440000.0
1005,TRX-00429,DTL-001005,20240726,514,7,2,3,429,21,1,9999000,9999000.0,0.0,9999000.0,7199000.0,2800000.0
1006,TRX-00430,DTL-001006,20250207,824,58,13,2,430,21,1,4999000,4999000.0,0.0,4999000.0,3599000.0,1400000.0
1007,TRX-00430,DTL-001007,20250207,824,66,13,2,430,1,2,5499000,10998000.0,329940.0,10668060.0,7918000.0,2750060.0
1008,TRX-00431,DTL-001008,20240712,353,32,1,3,431,21,1,28499000,28499000.0,0.0,28499000.0,20519000.0,7980000.0
1009,TRX-00431,DTL-001009,20240712,353,92,1,3,431,4,1,649000,649000.0,77880.0,571120.0,467000.0,104120.0
1010,TRX-00432,DTL-001010,20240530,682,16,5,2,432,4,1,14999000,14999000.0,1799880.0,13199120.0,10799000.0,2400120.0
1011,TRX-00432,DTL-001011,20240530,682,69,5,2,432,21,1,1599000,1599000.0,0.0,1599000.0,1151000.0,448000.0
1012,TRX-00432,DTL-001012,20240530,682,72,5,2,432,21,1,6999000,6999000.0,0.0,6999000.0,5039000.0,1960000.0
1013,TRX-00432,DTL-001013,20240530,682,5,5,2,432,21,1,13999000,13999000.0,0.0,13999000.0,10079000.0,3920000.0
1014,TRX-00433,DTL-001014,20250221,319,84,23,2,433,6,1,1399000,1399000.0,41970.0,1357030.0,1007000.0,350030.0
1015,TRX-00433,DTL-001015,20250221,319,73,23,2,433,21,1,4299000,4299000.0,0.0,4299000.0,3095000.0,1204000.0
1016,TRX-00433,DTL-001016,20250221,319,66,23,2,433,21,2,5499000,10998000.0,0.0,10998000.0,7918000.0,3080000.0
1017,TRX-00434,DTL-001017,20240710,1000,13,18,1,434,1,1,6499000,6499000.0,194970.0,6304030.0,4679000.0,1625030.0
1018,TRX-00434,DTL-001018,20240710,1000,89,18,1,434,2,2,779000,1558000.0,124640.0,1433360.0,1122000.0,311360.0
1019,TRX-00435,DTL-001019,20240129,885,49,15,2,435,21,1,6999000,6999000.0,0.0,6999000.0,5039000.0,1960000.0
1020,TRX-00435,DTL-001020,20240129,885,58,15,2,435,21,2,4999000,9998000.0,0.0,9998000.0,7198000.0,2800000.0
1021,TRX-00435,DTL-001021,20240129,885,75,15,2,435,21,1,4699000,4699000.0,0.0,4699000.0,3383000.0,1316000.0
1022,TRX-00435,DTL-001022,20240129,885,35,15,2,435,21,3,4999000,14997000.0,0.0,14997000.0,10797000.0,4200000.0
1023,TRX-00436,DTL-001023,20250104,484,69,9,1,436,21,1,1599000,1599000.0,0.0,1599000.0,1151000.0,448000.0
1024,TRX-00436,DTL-001024,20250104,484,32,9,1,436,21,1,28499000,28499000.0,0.0,28499000.0,20519000.0,7980000.0
1025,TRX-00437,DTL-001025,20241217,1000,86,23,2,437,21,2,1199000,2398000.0,0.0,2398000.0,1726000.0,672000.0
1026,TRX-00437,DTL-001026,20241217,1000,56,23,2,437,21,2,5799000,11598000.0,0.0,11598000.0,8350000.0,3248000.0
1027,TRX-00438,DTL-001027,20241126,407,24,10,2,438,8,2,399000,798000.0,39900.0,758100.0,574000.0,184100.0
1028,TRX-00439,DTL-001028,20240929,834,83,10,1,439,21,3,7499000,22497000.0,0.0,22497000.0,16197000.0,6300000.0
1029,TRX-00440,DTL-001029,20240429,317,37,7,1,440,21,1,2999000,2999000.0,0.0,2999000.0,2159000.0,840000.0
1030,TRX-00440,DTL-001030,20240429,317,86,7,1,440,21,1,1199000,1199000.0,0.0,1199000.0,863000.0,336000.0
1031,TRX-00440,DTL-001031,20240429,317,75,7,1,440,21,1,4699000,4699000.0,0.0,4699000.0,3383000.0,1316000.0
1032,TRX-00441,DTL-001032,20241230,82,26,12,2,441,5,2,19499000,38998000.0,3119840.0,35878160.0,28078000.0,7800160.0
1033,TRX-00441,DTL-001033,20241230,82,58,12,2,441,21,1,4999000,4999000.0,0.0,4999000.0,3599000.0,1400000.0
1034,TRX-00442,DTL-001034,20250416,667,71,22,2,442,21,1,4999000,4999000.0,0.0,4999000.0,3599000.0,1400000.0
1035,TRX-00443,DTL-001035,20250224,841,25,5,3,443,13,1,24499000,24499000.0,2449900.0,22049100.0,17639000.0,4410100.0
1036,TRX-00443,DTL-001036,20250224,841,87,5,3,443,6,1,1199000,1199000.0,35970.0,1163030.0,863000.0,300030.0
1037,TRX-00444,DTL-001037,20240217,835,70,5,1,444,11,1,6499000,6499000.0,519920.0,5979080.0,4679000.0,1300080.0
1038,TRX-00444,DTL-001038,20240217,835,65,5,1,444,21,1,6299000,6299000.0,0.0,6299000.0,4535000.0,1764000.0
1039,TRX-00444,DTL-001039,20240217,835,20,5,1,444,4,3,3999000,11997000.0,1439640.0,10557360.0,8637000.0,1920360.0
1040,TRX-00445,DTL-001040,20240709,969,44,7,2,445,21,1,4499000,4499000.0,0.0,4499000.0,3239000.0,1260000.0
1041,TRX-00445,DTL-001041,20240709,969,65,7,2,445,6,1,6299000,6299000.0,188970.0,6110030.0,4535000.0,1575030.0
1042,TRX-00446,DTL-001042,20240617,388,45,20,2,446,21,1,3999000,3999000.0,0.0,3999000.0,2879000.0,1120000.0
1043,TRX-00446,DTL-001043,20240617,388,88,20,2,446,20,2,2799000,5598000.0,279900.0,5318100.0,4030000.0,1288100.0
1044,TRX-00447,DTL-001044,20241218,631,13,12,3,447,7,1,6499000,6499000.0,649900.0,5849100.0,4679000.0,1170100.0
1045,TRX-00447,DTL-001045,20241218,631,4,12,3,447,14,1,16999000,16999000.0,509970.0,16489030.0,12239000.0,4250030.0
1046,TRX-00447,DTL-001046,20241218,631,82,12,3,447,21,1,7499000,7499000.0,0.0,7499000.0,5399000.0,2100000.0
1047,TRX-00448,DTL-001047,20250107,916,66,8,2,448,11,1,5499000,5499000.0,439920.0,5059080.0,3959000.0,1100080.0
1048,TRX-00448,DTL-001048,20250107,916,23,8,2,448,21,3,499000,1497000.0,0.0,1497000.0,1077000.0,420000.0
1049,TRX-00449,DTL-001049,20240710,983,94,4,2,449,21,2,2999000,5998000.0,0.0,5998000.0,4318000.0,1680000.0
1050,TRX-00449,DTL-001050,20240710,983,64,4,2,449,21,1,7499000,7499000.0,0.0,7499000.0,5399000.0,2100000.0
1051,TRX-00449,DTL-001051,20240710,983,52,4,2,449,20,1,2099000,2099000.0,104950.0,1994050.0,1511000.0,483050.0
1052,TRX-00450,DTL-001052,20240706,505,90,22,2,450,21,1,699000,699000.0,0.0,699000.0,503000.0,196000.0
1053,TRX-00450,DTL-001053,20240706,505,27,22,2,450,21,1,16499000,16499000.0,0.0,16499000.0,11879000.0,4620000.0
1054,TRX-00450,DTL-001054,20240706,505,82,22,2,450,21,1,7499000,7499000.0,0.0,7499000.0,5399000.0,2100000.0
1055,TRX-00450,DTL-001055,20240706,505,68,22,2,450,6,1,3499000,3499000.0,104970.0,3394030.0,2519000.0,875030.0
1056,TRX-00451,DTL-001056,20240118,300,81,9,1,451,21,1,7999000,7999000.0,0.0,7999000.0,5759000.0,2240000.0
1057,TRX-00451,DTL-001057,20240118,300,2,9,1,451,20,1,23499000,23499000.0,1174950.0,22324050.0,16919000.0,5405050.0
1058,TRX-00451,DTL-001058,20240118,300,28,9,1,451,11,2,20999000,41998000.0,3359840.0,38638160.0,30238000.0,8400160.0
1059,TRX-00451,DTL-001059,20240118,300,41,9,1,451,21,1,6499000,6499000.0,0.0,6499000.0,4679000.0,1820000.0
1060,TRX-00452,DTL-001060,20240220,651,71,24,2,452,21,1,4999000,4999000.0,0.0,4999000.0,3599000.0,1400000.0
1061,TRX-00452,DTL-001061,20240220,651,60,24,2,452,15,1,4999000,4999000.0,399920.0,4599080.0,3599000.0,1000080.0
1062,TRX-00452,DTL-001062,20240220,651,58,24,2,452,21,1,4999000,4999000.0,0.0,4999000.0,3599000.0,1400000.0
1063,TRX-00452,DTL-001063,20240220,651,29,24,2,452,21,1,17499000,17499000.0,0.0,17499000.0,12599000.0,4900000.0
1064,TRX-00453,DTL-001064,20241127,74,70,8,3,453,9,1,6499000,6499000.0,194970.0,6304030.0,4679000.0,1625030.0
1065,TRX-00453,DTL-001065,20241127,74,69,8,3,453,15,1,1599000,1599000.0,127920.0,1471080.0,1151000.0,320080.0
1066,TRX-00453,DTL-001066,20241127,74,67,8,3,453,21,1,3999000,3999000.0,0.0,3999000.0,2879000.0,1120000.0
1067,TRX-00454,DTL-001067,20241122,1000,33,6,2,454,2,3,15999000,47997000.0,3839760.0,44157240.0,34557000.0,9600240.0
1068,TRX-00454,DTL-001068,20241122,1000,14,6,2,454,21,1,9499000,9499000.0,0.0,9499000.0,6839000.0,2660000.0
1069,TRX-00455,DTL-001069,20240403,217,44,19,2,455,15,1,4499000,4499000.0,359920.0,4139080.0,3239000.0,900080.0
1070,TRX-00455,DTL-001070,20240403,217,1,19,2,455,21,2,20499000,40998000.0,0.0,40998000.0,29518000.0,11480000.0
1071,TRX-00456,DTL-001071,20240313,99,37,5,3,456,6,1,2999000,2999000.0,89970.0,2909030.0,2159000.0,750030.0
1072,TRX-00456,DTL-001072,20240313,99,45,5,3,456,21,1,3999000,3999000.0,0.0,3999000.0,2879000.0,1120000.0
1073,TRX-00456,DTL-001073,20240313,99,17,5,3,456,21,1,22999000,22999000.0,0.0,22999000.0,16559000.0,6440000.0
1074,TRX-00457,DTL-001074,20250430,503,75,16,2,457,14,3,4699000,14097000.0,422910.0,13674090.0,10149000.0,3525090.0
1075,TRX-00458,DTL-001075,20241213,548,19,20,2,458,21,1,14999000,14999000.0,0.0,14999000.0,10799000.0,4200000.0
1076,TRX-00458,DTL-001076,20241213,548,74,20,2,458,21,2,5999000,11998000.0,0.0,11998000.0,8638000.0,3360000.0
1077,TRX-00458,DTL-001077,20241213,548,64,20,2,458,21,1,7499000,7499000.0,0.0,7499000.0,5399000.0,2100000.0
1078,TRX-00459,DTL-001078,20250126,977,63,17,2,459,5,1,6999000,6999000.0,559920.0,6439080.0,5039000.0,1400080.0
1079,TRX-00459,DTL-001079,20250126,977,12,17,2,459,21,1,11499000,11499000.0,0.0,11499000.0,8279000.0,3220000.0
1080,TRX-00459,DTL-001080,20250126,977,84,17,2,459,21,1,1399000,1399000.0,0.0,1399000.0,1007000.0,392000.0
1081,TRX-00460,DTL-001081,20241017,2,67,5,3,460,17,1,3999000,3999000.0,479880.0,3519120.0,2879000.0,640120.0
1082,TRX-00460,DTL-001082,20241017,2,40,5,3,460,21,1,15999000,15999000.0,0.0,15999000.0,11519000.0,4480000.0
1083,TRX-00461,DTL-001083,20241112,395,74,12,2,461,21,1,5999000,5999000.0,0.0,5999000.0,4319000.0,1680000.0
1084,TRX-00461,DTL-001084,20241112,395,97,12,2,461,21,1,1565000,1565000.0,0.0,1565000.0,1127000.0,438000.0
1085,TRX-00461,DTL-001085,20241112,395,65,12,2,461,21,1,6299000,6299000.0,0.0,6299000.0,4535000.0,1764000.0
1086,TRX-00462,DTL-001086,20240709,1000,7,21,2,462,21,1,9999000,9999000.0,0.0,9999000.0,7199000.0,2800000.0
1087,TRX-00462,DTL-001087,20240709,1000,18,21,2,462,11,1,7999000,7999000.0,639920.0,7359080.0,5759000.0,1600080.0
1088,TRX-00462,DTL-001088,20240709,1000,15,21,2,462,21,1,13599000,13599000.0,0.0,13599000.0,9791000.0,3808000.0
1089,TRX-00463,DTL-001089,20250418,307,54,8,2,463,21,1,4499000,4499000.0,0.0,4499000.0,3239000.0,1260000.0
1090,TRX-00463,DTL-001090,20250418,307,63,8,2,463,21,2,6999000,13998000.0,0.0,13998000.0,10078000.0,3920000.0
1091,TRX-00463,DTL-001091,20250418,307,96,8,2,463,21,1,1599000,1599000.0,0.0,1599000.0,1151000.0,448000.0
1092,TRX-00463,DTL-001092,20250418,307,95,8,2,463,13,1,399000,399000.0,39900.0,359100.0,287000.0,72100.0
1093,TRX-00464,DTL-001093,20241026,264,4,3,1,464,21,1,16999000,16999000.0,0.0,16999000.0,12239000.0,4760000.0
1094,TRX-00464,DTL-001094,20241026,264,41,3,1,464,21,2,6499000,12998000.0,0.0,12998000.0,9358000.0,3640000.0
1095,TRX-00464,DTL-001095,20241026,264,52,3,1,464,8,1,2099000,2099000.0,104950.0,1994050.0,1511000.0,483050.0
1096,TRX-00465,DTL-001096,20241003,1000,4,25,2,465,13,1,16999000,16999000.0,1699900.0,15299100.0,12239000.0,3060100.0
1097,TRX-00466,DTL-001097,20241003,991,4,1,1,466,5,1,16999000,16999000.0,1359920.0,15639080.0,12239000.0,3400080.0
1098,TRX-00466,DTL-001098,20241003,991,13,1,1,466,21,1,6499000,6499000.0,0.0,6499000.0,4679000.0,1820000.0
1099,TRX-00466,DTL-001099,20241003,991,48,1,1,466,16,1,16999000,16999000.0,849950.0,16149050.0,12239000.0,3910050.0
1100,TRX-00466,DTL-001100,20241003,991,87,1,1,466,13,1,1199000,1199000.0,119900.0,1079100.0,863000.0,216100.0
1101,TRX-00467,DTL-001101,20240508,1000,80,10,2,467,21,1,10999000,10999000.0,0.0,10999000.0,7919000.0,3080000.0
1102,TRX-00467,DTL-001102,20240508,1000,54,10,2,467,21,1,4499000,4499000.0,0.0,4499000.0,3239000.0,1260000.0
1103,TRX-00468,DTL-001103,20241230,209,77,24,1,468,21,2,1999000,3998000.0,0.0,3998000.0,2878000.0,1120000.0
1104,TRX-00468,DTL-001104,20241230,209,27,24,1,468,21,1,16499000,16499000.0,0.0,16499000.0,11879000.0,4620000.0
1105,TRX-00468,DTL-001105,20241230,209,60,24,1,468,21,1,4999000,4999000.0,0.0,4999000.0,3599000.0,1400000.0
1106,TRX-00468,DTL-001106,20241230,209,72,24,1,468,21,1,6999000,6999000.0,0.0,6999000.0,5039000.0,1960000.0
1107,TRX-00469,DTL-001107,20240321,71,41,9,1,469,10,1,6499000,6499000.0,324950.0,6174050.0,4679000.0,1495050.0
1108,TRX-00469,DTL-001108,20240321,71,23,9,1,469,2,1,499000,499000.0,39920.0,459080.0,359000.0,100080.0
1109,TRX-00469,DTL-001109,20240321,71,10,9,1,469,21,1,12599000,12599000.0,0.0,12599000.0,9071000.0,3528000.0
1110,TRX-00470,DTL-001110,20240714,759,30,5,1,470,21,1,13499000,13499000.0,0.0,13499000.0,9719000.0,3780000.0
1111,TRX-00471,DTL-001111,20240825,426,66,17,2,471,20,2,5499000,10998000.0,549900.0,10448100.0,7918000.0,2530100.0
1112,TRX-00471,DTL-001112,20240825,426,23,17,2,471,21,1,499000,499000.0,0.0,499000.0,359000.0,140000.0
1113,TRX-00471,DTL-001113,20240825,426,85,17,2,471,21,1,399000,399000.0,0.0,399000.0,287000.0,112000.0
1114,TRX-00472,DTL-001114,20240401,449,86,10,2,472,10,3,1199000,3597000.0,179850.0,3417150.0,2589000.0,828150.0
1115,TRX-00472,DTL-001115,20240401,449,9,10,2,472,11,1,12999000,12999000.0,1039920.0,11959080.0,9359000.0,2600080.0
1116,TRX-00473,DTL-001116,20241014,460,41,25,2,473,6,2,6499000,12998000.0,389940.0,12608060.0,9358000.0,3250060.0
1117,TRX-00473,DTL-001117,20241014,460,71,25,2,473,21,1,4999000,4999000.0,0.0,4999000.0,3599000.0,1400000.0
