detail_id,transaction_id,product_id,promotion_id,quantity,unit_price,discount_amount
DTL-000900,TRX-00386,PROD-0003,PROMO-017,2,18499000,4439760.0
DTL-000901,TRX-00386,PROD-0087,PROMO-009,1,1199000,35970.0
DTL-000902,TRX-00387,PROD-0097,PROMO-011,1,1565000,125200.0
DTL-000903,TRX-00387,PROD-0010,PROMO-010,2,12599000,1259900.0
DTL-000904,TRX-00388,PROD-0021,PROMO-002,1,2499000,199920.0
DTL-000905,TRX-00388,PROD-0035,PROMO-NONE,1,4999000,0.0
DTL-000906,TRX-00388,PROD-0049,PROMO-002,2,6999000,1119840.0
DTL-000907,TRX-00388,PROD-0093,PROMO-NONE,1,699000,0.0
DTL-000908,TRX-00389,PROD-0042,PROMO-NONE,1,3499000,0.0
DTL-000909,TRX-00389,PROD-0077,PROMO-NONE,1,1999000,0.0
DTL-000910,TRX-00389,PROD-0073,PROMO-NONE,1,4299000,0.0
DTL-000911,TRX-00390,PROD-0064,PROMO-NONE,1,7499000,0.0
DTL-000912,TRX-00390,PROD-0043,PROMO-016,1,8999000,449950.0
DTL-000913,TRX-00391,PROD-0029,PROMO-NONE,2,17499000,0.0
DTL-000914,TRX-00392,PROD-0054,PROMO-NONE,1,4499000,0.0
DTL-000915,TRX-00392,PROD-0084,PROMO-NONE,2,1399000,0.0
DTL-000916,TRX-00393,PROD-0089,PROMO-NONE,1,779000,0.0
DTL-000917,TRX-00393,PROD-0055,PROMO-NONE,1,3299000,0.0
DTL-000918,TRX-00394,PROD-0083,PROMO-NONE,1,7499000,0.0
DTL-000919,TRX-00395,PROD-0022,PROMO-017,1,499000,59880.0
DTL-000920,TRX-00395,PROD-0062,PROMO-015,1,5999000,479920.0
DTL-000921,TRX-00395,PROD-0001,PROMO-013,2,20499000,4099800.0
DTL-000922,TRX-00396,PROD-0021,PROMO-NONE,1,2499000,0.0
DTL-000923,TRX-00396,PROD-0011,PROMO-NONE,2,15999000,0.0
DTL-000924,TRX-00396,PROD-0041,PROMO-NONE,1,6499000,0.0
DTL-000925,TRX-00396,PROD-0082,PROMO-004,1,7499000,899880.0
DTL-000926,TRX-00397,PROD-0092,PROMO-NONE,2,649000,0.0
DTL-000927,TRX-00397,PROD-0054,PROMO-NONE,1,4499000,0.0
DTL-000928,TRX-00398,PROD-0068,PROMO-NONE,1,3499000,0.0
DTL-000929,TRX-00398,PROD-0097,PROMO-NONE,2,1565000,0.0
DTL-000930,TRX-00399,PROD-0043,PROMO-NONE,1,8999000,0.0
DTL-000931,TRX-00399,PROD-0087,PROMO-014,1,1199000,35970.0
DTL-000932,TRX-00400,PROD-0033,PROMO-NONE,1,15999000,0.0
DTL-000933,TRX-00401,PROD-0007,PROMO-NONE,1,9999000,0.0
DTL-000934,TRX-00401,PROD-0089,PROMO-NONE,1,779000,0.0
DTL-000935,TRX-00401,PROD-0037,PROMO-008,1,2999000,149950.0
DTL-000936,TRX-00402,PROD-0028,PROMO-002,2,20999000,3359840.0
DTL-000937,TRX-00402,PROD-0020,PROMO-004,1,3999000,479880.0
DTL-000938,TRX-00403,PROD-0067,PROMO-NONE,1,3999000,0.0
DTL-000939,TRX-00403,PROD-0004,PROMO-NONE,1,16999000,0.0
DTL-000940,TRX-00404,PROD-0022,PROMO-NONE,3,499000,0.0
DTL-000941,TRX-00404,PROD-0012,PROMO-NONE,2,11499000,0.0
DTL-000942,TRX-00405,PROD-0019,PROMO-001,1,14999000,449970.0
DTL-000943,TRX-00405,PROD-0057,PROMO-NONE,1,5999000,0.0
DTL-000944,TRX-00406,PROD-0090,PROMO-NONE,2,699000,0.0
DTL-000945,TRX-00406,PROD-0070,PROMO-010,1,6499000,324950.0
DTL-000946,TRX-00407,PROD-0058,PROMO-NONE,1,4999000,0.0
DTL-000947,TRX-00407,PROD-0078,PROMO-009,1,21999000,659970.0
DTL-000948,TRX-00407,PROD-0093,PROMO-NONE,1,699000,0.0
DTL-000949,TRX-00408,PROD-0059,PROMO-NONE,1,2299000,0.0
DTL-000950,TRX-00408,PROD-0015,PROMO-NONE,1,13599000,0.0
DTL-000951,TRX-00408,PROD-0025,PROMO-NONE,2,24499000,0.0
DTL-000952,TRX-00409,PROD-0093,PROMO-NONE,1,699000,0.0
DTL-000953,TRX-00410,PROD-0023,PROMO-NONE,3,499000,0.0
DTL-000954,TRX-00410,PROD-0014,PROMO-NONE,1,9499000,0.0
DTL-000955,TRX-00411,PROD-0065,PROMO-NONE,1,6299000,0.0
DTL-000956,TRX-00411,PROD-0006,PROMO-019,3,12499000,1874850.0
DTL-000957,TRX-00411,PROD-0051,PROMO-NONE,1,6499000,0.0
DTL-000958,TRX-00411,PROD-0050,PROMO-NONE,1,8499000,0.0
DTL-000959,TRX-00412,PROD-0074,PROMO-NONE,1,5999000,0.0
DTL-000960,TRX-00412,PROD-0060,PROMO-NONE,2,4999000,0.0
DTL-000961,TRX-00413,PROD-0016,PROMO-NONE,1,14999000,0.0
DTL-000962,TRX-00413,PROD-0007,PROMO-015,1,9999000,799920.0
DTL-000963,TRX-00413,PROD-0098,PROMO-NONE,1,1695000,0.0
DTL-000964,TRX-00414,PROD-0078,PROMO-015,1,21999000,1759920.0
DTL-000965,TRX-00414,PROD-0001,PROMO-NONE,1,20499000,0.0
DTL-000966,TRX-00415,PROD-0090,PROMO-NONE,1,699000,0.0
DTL-000967,TRX-00416,PROD-0001,PROMO-NONE,1,20499000,0.0
DTL-000968,TRX-00416,PROD-0014,PROMO-017,1,9499000,1139880.0
DTL-000969,TRX-00416,PROD-0038,PROMO-NONE,1,1599000,0.0
DTL-000970,TRX-00416,PROD-0013,PROMO-NONE,1,6499000,0.0
DTL-000971,TRX-00417,PROD-0063,PROMO-NONE,1,6999000,0.0
DTL-000972,TRX-00417,PROD-0066,PROMO-NONE,1,5499000,0.0
DTL-000973,TRX-00417,PROD-0005,PROMO-017,1,13999000,1679880.0
DTL-000974,TRX-00418,PROD-0066,PROMO-NONE,1,5499000,0.0
DTL-000975,TRX-00418,PROD-0082,PROMO-NONE,3,7499000,0.0
DTL-000976,TRX-00418,PROD-0100,PROMO-NONE,1,1799000,0.0
DTL-000977,TRX-00419,PROD-0070,PROMO-NONE,1,6499000,0.0
DTL-000978,TRX-00419,PROD-0083,PROMO-NONE,1,7499000,0.0
DTL-000979,TRX-00420,PROD-0060,PROMO-014,1,4999000,149970.0
DTL-000980,TRX-00420,PROD-0016,PROMO-NONE,1,14999000,0.0
DTL-000981,TRX-00420,PROD-0006,PROMO-017,2,12499000,2999760.0
DTL-000982,TRX-00420,PROD-0008,PROMO-005,1,10999000,879920.0
DTL-000983,TRX-00421,PROD-0045,PROMO-013,1,3999000,399900.0
DTL-000984,TRX-00421,PROD-0043,PROMO-NONE,1,8999000,0.0
DTL-000985,TRX-00422,PROD-0018,PROMO-010,1,7999000,399950.0
DTL-000986,TRX-00422,PROD-0077,PROMO-NONE,2,1999000,0.0
DTL-000987,TRX-00423,PROD-0077,PROMO-NONE,1,1999000,0.0
DTL-000988,TRX-00423,PROD-0036,PROMO-NONE,2,3999000,0.0
DTL-000989,TRX-00423,PROD-0013,PROMO-015,3,6499000,1559760.0
DTL-000990,TRX-00424,PROD-0043,PROMO-008,1,8999000,449950.0
DTL-000991,TRX-00424,PROD-0050,PROMO-006,1,8499000,254970.0
DTL-000992,TRX-00424,PROD-0067,PROMO-NONE,1,3999000,0.0
DTL-000993,TRX-00425,PROD-0059,PROMO-006,1,2299000,68970.0
DTL-000994,TRX-00425,PROD-0049,PROMO-004,3,6999000,2519640.0
DTL-000995,TRX-00425,PROD-0043,PROMO-014,1,8999000,269970.0
DTL-000996,TRX-00426,PROD-0049,PROMO-001,1,6999000,209970.0
DTL-000997,TRX-00426,PROD-0028,PROMO-NONE,1,20999000,0.0
DTL-000998,TRX-00426,PROD-0076,PROMO-NONE,1,2999000,0.0
DTL-000999,TRX-00427,PROD-0030,PROMO-NONE,1,13499000,0.0
DTL-001000,TRX-00427,PROD-0080,PROMO-NONE,1,10999000,0.0
DTL-001001,TRX-00427,PROD-0070,PROMO-NONE,1,6499000,0.0
DTL-001002,TRX-00428,PROD-0096,PROMO-017,2,1599000,383760.0
DTL-001003,TRX-00428,PROD-0069,PROMO-012,2,1599000,319800.0
DTL-001004,TRX-00429,PROD-0012,PROMO-NONE,2,11499000,0.0
DTL-001005,TRX-00429,PROD-0007,PROMO-NONE,1,9999000,0.0
DTL-001006,TRX-00430,PROD-0058,PROMO-NONE,1,4999000,0.0
DTL-001007,TRX-00430,PROD-0066,PROMO-001,2,5499000,329940.0
DTL-001008,TRX-00431,PROD-0032,PROMO-NONE,1,28499000,0.0
DTL-001009,TRX-00431,PROD-0092,PROMO-004,1,649000,77880.0
DTL-001010,TRX-00432,PROD-0016,PROMO-004,1,14999000,1799880.0
DTL-001011,TRX-00432,PROD-0069,PROMO-NONE,1,1599000,0.0
DTL-001012,TRX-00432,PROD-0072,PROMO-NONE,1,6999000,0.0
DTL-001013,TRX-00432,PROD-0005,PROMO-NONE,1,13999000,0.0
DTL-001014,TRX-00433,PROD-0084,PROMO-006,1,1399000,41970.0
DTL-001015,TRX-00433,PROD-0073,PROMO-NONE,1,4299000,0.0
DTL-001016,TRX-00433,PROD-0066,PROMO-NONE,2,5499000,0.0
DTL-001017,TRX-00434,PROD-0013,PROMO-001,1,6499000,194970.0
DTL-001018,TRX-00434,PROD-0089,PROMO-002,2,779000,124640.0
DTL-001019,TRX-00435,PROD-0049,PROMO-NONE,1,6999000,0.0
DTL-001020,TRX-00435,PROD-0058,PROMO-NONE,2,4999000,0.0
DTL-001021,TRX-00435,PROD-0075,PROMO-NONE,1,4699000,0.0
DTL-001022,TRX-00435,PROD-0035,PROMO-NONE,3,4999000,0.0
DTL-001023,TRX-00436,PROD-0069,PROMO-NONE,1,1599000,0.0
DTL-001024,TRX-00436,PROD-0032,PROMO-NONE,1,28499000,0.0
DTL-001025,TRX-00437,PROD-0086,PROMO-NONE,2,1199000,0.0
DTL-001026,TRX-00437,PROD-0056,PROMO-NONE,2,5799000,0.0
DTL-001027,TRX-00438,PROD-0024,PROMO-008,2,399000,39900.0
DTL-001028,TRX-00439,PROD-0083,PROMO-NONE,3,7499000,0.0
DTL-001029,TRX-00440,PROD-0037,PROMO-NONE,1,2999000,0.0
DTL-001030,TRX-00440,PROD-0086,PROMO-NONE,1,1199000,0.0
DTL-001031,TRX-00440,PROD-0075,PROMO-NONE,1,4699000,0.0
DTL-001032,TRX-00441,PROD-0026,PROMO-005,2,19499000,3119840.0
DTL-001033,TRX-00441,PROD-0058,PROMO-NONE,1,4999000,0.0
DTL-001034,TRX-00442,PROD-0071,PROMO-NONE,1,4999000,0.0
DTL-001035,TRX-00443,PROD-0025,PROMO-013,1,24499000,2449900.0
DTL-001036,TRX-00443,PROD-0087,PROMO-006,1,1199000,35970.0
DTL-001037,TRX-00444,PROD-0070,PROMO-011,1,6499000,519920.0
DTL-001038,TRX-00444,PROD-0065,PROMO-NONE,1,6299000,0.0
DTL-001039,TRX-00444,PROD-0020,PROMO-004,3,3999000,1439640.0
DTL-001040,TRX-00445,PROD-0044,PROMO-NONE,1,4499000,0.0
DTL-001041,TRX-00445,PROD-0065,PROMO-006,1,6299000,188970.0
DTL-001042,TRX-00446,PROD-0045,PROMO-NONE,1,3999000,0.0
DTL-001043,TRX-00446,PROD-0088,PROMO-020,2,2799000,279900.0
DTL-001044,TRX-00447,PROD-0013,PROMO-007,1,6499000,649900.0
DTL-001045,TRX-00447,PROD-0004,PROMO-014,1,16999000,509970.0
DTL-001046,TRX-00447,PROD-0082,PROMO-NONE,1,7499000,0.0
DTL-001047,TRX-00448,PROD-0066,PROMO-011,1,5499000,439920.0
DTL-001048,TRX-00448,PROD-0023,PROMO-NONE,3,499000,0.0
DTL-001049,TRX-00449,PROD-0094,PROMO-NONE,2,2999000,0.0
DTL-001050,TRX-00449,PROD-0064,PROMO-NONE,1,7499000,0.0
DTL-001051,TRX-00449,PROD-0052,PROMO-020,1,2099000,104950.0
DTL-001052,TRX-00450,PROD-0090,PROMO-NONE,1,699000,0.0
DTL-001053,TRX-00450,PROD-0027,PROMO-NONE,1,16499000,0.0
DTL-001054,TRX-00450,PROD-0082,PROMO-NONE,1,7499000,0.0
DTL-001055,TRX-00450,PROD-0068,PROMO-006,1,3499000,104970.0
DTL-001056,TRX-00451,PROD-0081,PROMO-NONE,1,7999000,0.0
DTL-001057,TRX-00451,PROD-0002,PROMO-020,1,23499000,1174950.0
DTL-001058,TRX-00451,PROD-0028,PROMO-011,2,20999000,3359840.0
DTL-001059,TRX-00451,PROD-0041,PROMO-NONE,1,6499000,0.0
DTL-001060,TRX-00452,PROD-0071,PROMO-NONE,1,4999000,0.0
DTL-001061,TRX-00452,PROD-0060,PROMO-015,1,4999000,399920.0
DTL-001062,TRX-00452,PROD-0058,PROMO-NONE,1,4999000,0.0
DTL-001063,TRX-00452,PROD-0029,PROMO-NONE,1,17499000,0.0
DTL-001064,TRX-00453,PROD-0070,PROMO-009,1,6499000,194970.0
DTL-001065,TRX-00453,PROD-0069,PROMO-015,1,1599000,127920.0
DTL-001066,TRX-00453,PROD-0067,PROMO-NONE,1,3999000,0.0
DTL-001067,TRX-00454,PROD-0033,PROMO-002,3,15999000,3839760.0
DTL-001068,TRX-00454,PROD-0014,PROMO-NONE,1,9499000,0.0
DTL-001069,TRX-00455,PROD-0044,PROMO-015,1,4499000,359920.0
DTL-001070,TRX-00455,PROD-0001,PROMO-NONE,2,20499000,0.0
DTL-001071,TRX-00456,PROD-0037,PROMO-006,1,2999000,89970.0
DTL-001072,TRX-00456,PROD-0045,PROMO-NONE,1,3999000,0.0
DTL-001073,TRX-00456,PROD-0017,PROMO-NONE,1,22999000,0.0
DTL-001074,TRX-00457,PROD-0075,PROMO-014,3,4699000,422910.0
DTL-001075,TRX-00458,PROD-0019,PROMO-NONE,1,14999000,0.0
DTL-001076,TRX-00458,PROD-0074,PROMO-NONE,2,5999000,0.0
DTL-001077,TRX-00458,PROD-0064,PROMO-NONE,1,7499000,0.0
DTL-001078,TRX-00459,PROD-0063,PROMO-005,1,6999000,559920.0
DTL-001079,TRX-00459,PROD-0012,PROMO-NONE,1,11499000,0.0
DTL-001080,TRX-00459,PROD-0084,PROMO-NONE,1,1399000,0.0
DTL-001081,TRX-00460,PROD-0067,PROMO-017,1,3999000,479880.0
DTL-001082,TRX-00460,PROD-0040,PROMO-NONE,1,15999000,0.0
DTL-001083,TRX-00461,PROD-0074,PROMO-NONE,1,5999000,0.0
DTL-001084,TRX-00461,PROD-0097,PROMO-NONE,1,1565000,0.0
DTL-001085,TRX-00461,PROD-0065,PROMO-NONE,1,6299000,0.0
DTL-001086,TRX-00462,PROD-0007,PROMO-NONE,1,9999000,0.0
DTL-001087,TRX-00462,PROD-0018,PROMO-011,1,7999000,639920.0
DTL-001088,TRX-00462,PROD-0015,PROMO-NONE,1,13599000,0.0
DTL-001089,TRX-00463,PROD-0054,PROMO-NONE,1,4499000,0.0
DTL-001090,TRX-00463,PROD-0063,PROMO-NONE,2,6999000,0.0
DTL-001091,TRX-00463,PROD-0096,PROMO-NONE,1,1599000,0.0
DTL-001092,TRX-00463,PROD-0095,PROMO-013,1,399000,39900.0
DTL-001093,TRX-00464,PROD-0004,PROMO-NONE,1,16999000,0.0
DTL-001094,TRX-00464,PROD-0041,PROMO-NONE,2,6499000,0.0
DTL-001095,TRX-00464,PROD-0052,PROMO-008,1,2099000,104950.0
DTL-001096,TRX-00465,PROD-0004,PROMO-013,1,16999000,1699900.0
DTL-001097,TRX-00466,PROD-0004,PROMO-005,1,16999000,1359920.0
DTL-001098,TRX-00466,PROD-0013,PROMO-NONE,1,6499000,0.0
DTL-001099,TRX-00466,PROD-0048,PROMO-016,1,16999000,849950.0
DTL-001100,TRX-00466,PROD-0087,PROMO-013,1,1199000,119900.0
DTL-001101,TRX-00467,PROD-0080,PROMO-NONE,1,10999000,0.0
DTL-001102,TRX-00467,PROD-0054,PROMO-NONE,1,4499000,0.0
DTL-001103,TRX-00468,PROD-0077,PROMO-NONE,2,1999000,0.0
DTL-001104,TRX-00468,PROD-0027,PROMO-NONE,1,16499000,0.0
DTL-001105,TRX-00468,PROD-0060,PROMO-NONE,1,4999000,0.0
DTL-001106,TRX-00468,PROD-0072,PROMO-NONE,1,6999000,0.0
DTL-001107,TRX-00469,PROD-0041,PROMO-010,1,6499000,324950.0
DTL-001108,TRX-00469,PROD-0023,PROMO-002,1,499000,39920.0
DTL-001109,TRX-00469,PROD-0010,PROMO-NONE,1,12599000,0.0
DTL-001110,TRX-00470,PROD-0030,PROMO-NONE,1,13499000,0.0
DTL-001111,TRX-00471,PROD-0066,PROMO-020,2,5499000,549900.0
DTL-001112,TRX-00471,PROD-0023,PROMO-NONE,1,499000,0.0
DTL-001113,TRX-00471,PROD-0085,PROMO-NONE,1,399000,0.0
DTL-001114,TRX-00472,PROD-0086,PROMO-010,3,1199000,179850.0
DTL-001115,TRX-00472,PROD-0009,PROMO-011,1,12999000,1039920.0
DTL-001116,TRX-00473,PROD-0041,PROMO-006,2,6499000,389940.0
DTL-001117,TRX-00473,PROD-0071,PROMO-NONE,1,4999000,0.0
DTL-001118,TRX-00473,PROD-0004,PROMO-004,1,16999000,2039880.0
DTL-001119,TRX-00474,PROD-0045,PROMO-NONE,1,3999000,0.0
DTL-001120,TRX-00474,PROD-0087,PROMO-013,1,1199000,119900.0
DTL-001121,TRX-00475,PROD-0061,PROMO-011,1,5599000,447920.0
DTL-001122,TRX-00475,PROD-0078,PROMO-005,1,21999000,1759920.0
DTL-001123,TRX-00476,PROD-0079,PROMO-017,2,18999000,4559760.0
DTL-001124,TRX-00476,PROD-0012,PROMO-018,1,11499000,1724850.0
DTL-001125,TRX-00476,PROD-0077,PROMO-NONE,2,1999000,0.0
DTL-001126,TRX-00477,PROD-0094,PROMO-NONE,2,2999000,0.0
DTL-001127,TRX-00478,PROD-0084,PROMO-NONE,2,1399000,0.0
DTL-001128,TRX-00478,PROD-0008,PROMO-NONE,2,10999000,0.0
DTL-001129,TRX-00479,PROD-0028,PROMO-019,1,20999000,1049950.0
DTL-001130,TRX-00479,PROD-0092,PROMO-NONE,1,649000,0.0
DTL-001131,TRX-00480,PROD-0022,PROMO-NONE,1,499000,0.0
DTL-001132,TRX-00481,PROD-0010,PROMO-NONE,1,12599000,0.0
DTL-001133,TRX-00481,PROD-0090,PROMO-NONE,3,699000,0.0
DTL-001134,TRX-00482,PROD-0081,PROMO-NONE,2,7999000,0.0
DTL-001135,TRX-00482,PROD-0019,PROMO-NONE,1,14999000,0.0
DTL-001136,TRX-00483,PROD-0090,PROMO-015,1,699000,55920.0
DTL-001137,TRX-00484,PROD-0040,PROMO-NONE,1,15999000,0.0
DTL-001138,TRX-00485,PROD-0053,PROMO-014,3,5099000,458910.0
DTL-001139,TRX-00485,PROD-0086,PROMO-NONE,2,1199000,0.0
DTL-001140,TRX-00485,PROD-0058,PROMO-NONE,1,4999000,0.0
DTL-001141,TRX-00486,PROD-0058,PROMO-NONE,1,4999000,0.0
DTL-001142,TRX-00486,PROD-0059,PROMO-NONE,1,2299000,0.0
DTL-001143,TRX-00486,PROD-0005,PROMO-NONE,1,13999000,0.0
DTL-001144,TRX-00487,PROD-0028,PROMO-NONE,2,20999000,0.0
DTL-001145,TRX-00487,PROD-0023,PROMO-011,2,499000,79840.0
DTL-001146,TRX-00488,PROD-0095,PROMO-NONE,1,399000,0.0
DTL-001147,TRX-00489,PROD-0050,PROMO-NONE,1,8499000,0.0
DTL-001148,TRX-00489,PROD-0018,PROMO-NONE,2,7999000,0.0
DTL-001149,TRX-00490,PROD-0062,PROMO-NONE,1,5999000,0.0
DTL-001150,TRX-00490,PROD-0067,PROMO-003,1,3999000,319920.0
DTL-001151,TRX-00491,PROD-0080,PROMO-NONE,1,10999000,0.0
DTL-001152,TRX-00492,PROD-0075,PROMO-NONE,3,4699000,0.0
DTL-001153,TRX-00492,PROD-0028,PROMO-NONE,1,20999000,0.0
DTL-001154,TRX-00493,PROD-0092,PROMO-NONE,1,649000,0.0
DTL-001155,TRX-00494,PROD-0021,PROMO-003,1,2499000,199920.0
DTL-001156,TRX-00494,PROD-0091,PROMO-NONE,1,699000,0.0
DTL-001157,TRX-00495,PROD-0080,PROMO-008,1,10999000,549950.0
DTL-001158,TRX-00495,PROD-0035,PROMO-NONE,1,4999000,0.0
DTL-001159,TRX-00496,PROD-0011,PROMO-NONE,1,15999000,0.0
DTL-001160,TRX-00496,PROD-0083,PROMO-NONE,1,7499000,0.0
DTL-001161,TRX-00496,PROD-0030,PROMO-NONE,1,13499000,0.0
DTL-001162,TRX-00497,PROD-0065,PROMO-NONE,1,6299000,0.0
DTL-001163,TRX-00497,PROD-0092,PROMO-NONE,1,649000,0.0
DTL-001164,TRX-00497,PROD-0100,PROMO-NONE,1,1799000,0.0
DTL-001165,TRX-00498,PROD-0027,PROMO-NONE,1,16499000,0.0
DTL-001166,TRX-00498,PROD-0092,PROMO-NONE,2,649000,0.0
DTL-001167,TRX-00498,PROD-0020,PROMO-NONE,1,3999000,0.0
DTL-001168,TRX-00499,PROD-0074,PROMO-016,3,5999000,899850.0
DTL-001169,TRX-00500,PROD-0019,PROMO-NONE,2,14999000,0.0
DTL-001170,TRX-00500,PROD-0034,PROMO-014,1,5999000,179970.0
DTL-001171,TRX-00500,PROD-0035,PROMO-NONE,1,4999000,0.0
DTL-001172,TRX-00500,PROD-0011,PROMO-NONE,1,15999000,0.0
DTL-001173,TRX-00501,PROD-0045,PROMO-NONE,2,3999000,0.0
DTL-001174,TRX-00502,PROD-0009,PROMO-NONE,1,12999000,0.0
DTL-001175,TRX-00502,PROD-0018,PROMO-NONE,1,7999000,0.0
DTL-001176,TRX-00502,PROD-0035,PROMO-NONE,1,4999000,0.0
DTL-001177,TRX-00503,PROD-0053,PROMO-NONE,1,5099000,0.0
DTL-001178,TRX-00504,PROD-0027,PROMO-NONE,1,16499000,0.0
DTL-001179,TRX-00504,PROD-0055,PROMO-NONE,3,3299000,0.0
DTL-001180,TRX-00505,PROD-0100,PROMO-NONE,1,1799000,0.0
DTL-001181,TRX-00505,PROD-0084,PROMO-NONE,1,1399000,0.0
DTL-001182,TRX-00506,PROD-0038,PROMO-NONE,1,1599000,0.0
DTL-001183,TRX-00506,PROD-0005,PROMO-015,1,13999000,1119920.0
DTL-001184,TRX-00506,PROD-0063,PROMO-NONE,1,6999000,0.0
DTL-001185,TRX-00507,PROD-0028,PROMO-NONE,1,20999000,0.0
DTL-001186,TRX-00507,PROD-0096,PROMO-NONE,1,1599000,0.0
DTL-001187,TRX-00508,PROD-0065,PROMO-NONE,1,6299000,0.0
DTL-001188,TRX-00509,PROD-0051,PROMO-020,2,6499000,649900.0
DTL-001189,TRX-00509,PROD-0005,PROMO-NONE,1,13999000,0.0
DTL-001190,TRX-00510,PROD-0023,PROMO-NONE,1,499000,0.0
DTL-001191,TRX-00510,PROD-0003,PROMO-NONE,1,18499000,0.0
DTL-001192,TRX-00511,PROD-0062,PROMO-NONE,1,5999000,0.0
DTL-001193,TRX-00511,PROD-0071,PROMO-NONE,1,4999000,0.0
DTL-001194,TRX-00511,PROD-0013,PROMO-NONE,1,6499000,0.0
DTL-001195,TRX-00511,PROD-0089,PROMO-NONE,1,779000,0.0
DTL-001196,TRX-00512,PROD-0054,PROMO-NONE,1,4499000,0.0
DTL-001197,TRX-00513,PROD-0053,PROMO-NONE,1,5099000,0.0
DTL-001198,TRX-00513,PROD-0097,PROMO-NONE,2,1565000,0.0
DTL-001199,TRX-00514,PROD-0022,PROMO-NONE,1,499000,0.0
DTL-001200,TRX-00514,PROD-0081,PROMO-006,1,7999000,239970.0
DTL-001201,TRX-00515,PROD-0020,PROMO-010,1,3999000,199950.0
DTL-001202,TRX-00515,PROD-0089,PROMO-NONE,3,779000,0.0
DTL-001203,TRX-00516,PROD-0056,PROMO-NONE,1,5799000,0.0
DTL-001204,TRX-00516,PROD-0050,PROMO-NONE,1,8499000,0.0
DTL-001205,TRX-00516,PROD-0032,PROMO-005,1,28499000,2279920.0
DTL-001206,TRX-00516,PROD-0030,PROMO-007,1,13499000,1349900.0
DTL-001207,TRX-00517,PROD-0083,PROMO-NONE,2,7499000,0.0
DTL-001208,TRX-00517,PROD-0084,PROMO-NONE,1,1399000,0.0
DTL-001209,TRX-00518,PROD-0090,PROMO-019,1,699000,34950.0
DTL-001210,TRX-00518,PROD-0036,PROMO-NONE,1,3999000,0.0
DTL-001211,TRX-00519,PROD-0023,PROMO-NONE,3,499000,0.0
DTL-001212,TRX-00519,PROD-0046,PROMO-020,1,2999000,149950.0
DTL-001213,TRX-00519,PROD-0024,PROMO-011,1,399000,31920.0
DTL-001214,TRX-00520,PROD-0049,PROMO-NONE,1,6999000,0.0
DTL-001215,TRX-00521,PROD-0077,PROMO-NONE,1,1999000,0.0
DTL-001216,TRX-00521,PROD-0092,PROMO-NONE,1,649000,0.0
DTL-001217,TRX-00522,PROD-0093,PROMO-NONE,2,699000,0.0
DTL-001218,TRX-00522,PROD-0036,PROMO-018,1,3999000,599850.0
DTL-001219,TRX-00523,PROD-0067,PROMO-NONE,1,3999000,0.0
DTL-001220,TRX-00524,PROD-0010,PROMO-NONE,1,12599000,0.0
DTL-001221,TRX-00524,PROD-0086,PROMO-NONE,1,1199000,0.0
DTL-001222,TRX-00525,PROD-0088,PROMO-NONE,1,2799000,0.0
DTL-001223,TRX-00525,PROD-0063,PROMO-007,1,6999000,699900.0
DTL-001224,TRX-00526,PROD-0036,PROMO-NONE,1,3999000,0.0
DTL-001225,TRX-00526,PROD-0044,PROMO-NONE,1,4499000,0.0
DTL-001226,TRX-00526,PROD-0042,PROMO-NONE,1,3499000,0.0
DTL-001227,TRX-00526,PROD-0080,PROMO-NONE,2,10999000,0.0
DTL-001228,TRX-00527,PROD-0042,PROMO-001,1,3499000,104970.0
DTL-001229,TRX-00527,PROD-0005,PROMO-NONE,1,13999000,0.0
DTL-001230,TRX-00527,PROD-0048,PROMO-NONE,1,16999000,0.0
DTL-001231,TRX-00528,PROD-0049,PROMO-020,1,6999000,349950.0
DTL-001232,TRX-00528,PROD-0032,PROMO-016,1,28499000,1424950.0
DTL-001233,TRX-00529,PROD-0037,PROMO-NONE,1,2999000,0.0
DTL-001234,TRX-00529,PROD-0100,PROMO-NONE,1,1799000,0.0
DTL-001235,TRX-00529,PROD-0060,PROMO-NONE,1,4999000,0.0
DTL-001236,TRX-00530,PROD-0082,PROMO-019,1,7499000,374950.0
DTL-001237,TRX-00530,PROD-0070,PROMO-NONE,2,6499000,0.0
DTL-001238,TRX-00530,PROD-0005,PROMO-010,1,13999000,699950.0
DTL-001239,TRX-00531,PROD-0051,PROMO-NONE,1,6499000,0.0
DTL-001240,TRX-00531,PROD-0062,PROMO-005,3,5999000,1439760.0
DTL-001241,TRX-00532,PROD-0095,PROMO-NONE,3,399000,0.0
DTL-001242,TRX-00532,PROD-0014,PROMO-010,1,9499000,474950.0
DTL-001243,TRX-00533,PROD-0075,PROMO-NONE,2,4699000,0.0
DTL-001244,TRX-00533,PROD-0032,PROMO-011,1,28499000,2279920.0
DTL-001245,TRX-00534,PROD-0062,PROMO-012,1,5999000,599900.0
DTL-001246,TRX-00534,PROD-0063,PROMO-NONE,1,6999000,0.0
DTL-001247,TRX-00534,PROD-0056,PROMO-018,1,5799000,869850.0
DTL-001248,TRX-00535,PROD-0084,PROMO-016,1,1399000,69950.0
DTL-001249,TRX-00535,PROD-0088,PROMO-NONE,1,2799000,0.0
DTL-001250,TRX-00536,PROD-0083,PROMO-NONE,2,7499000,0.0
DTL-001251,TRX-00536,PROD-0070,PROMO-NONE,2,6499000,0.0
