payment_id,payment_method,payment_status,payment_provider,paid_amount
PAY-00490,Debit Card,Paid,BCA,9678080.0
PAY-00491,Bank Transfer,Paid,GoPay,10999000.0
PAY-00492,QRIS,Paid,Mastercard,35096000.0
PAY-00493,E-Wallet,Paid,Mastercard,649000.0
PAY-00494,Debit Card,Paid,Mandiri,2998080.0
PAY-00495,Debit Card,Paid,Mastercard,15448050.0
PAY-00496,QRIS,Paid,Mastercard,36997000.0
PAY-00497,E-Wallet,Paid,BCA,8747000.0
PAY-00498,QRIS,Paid,BCA,21796000.0
PAY-00499,QRIS,Paid,BNI,17097150.0
PAY-00500,Cash,Paid,BRI,56815030.0
PAY-00501,Debit Card,Paid,Visa,7998000.0
PAY-00502,QRIS,Paid,Erajaya POS,25997000.0
PAY-00503,Credit Card,Paid,Mandiri,5099000.0
PAY-00504,Debit Card,Paid,OVO,26396000.0
PAY-00505,QRIS,Failed,OVO,3198000.0
PAY-00506,Credit Card,Refunded,GoPay,21477080.0
PAY-00507,Bank Transfer,Paid,GoPay,22598000.0
PAY-00508,QRIS,Paid,BNI,6299000.0
PAY-00509,Cash,Failed,Mandiri,26347100.0
PAY-00510,Credit Card,Paid,OVO,18998000.0
PAY-00511,Bank Transfer,Paid,OVO,18276000.0
PAY-00512,Credit Card,Paid,Mandiri,4499000.0
PAY-00513,QRIS,Paid,GoPay,8229000.0
PAY-00514,Credit Card,Paid,Mandiri,8258030.0
PAY-00515,E-Wallet,Paid,OVO,6136050.0
PAY-00516,Debit Card,Paid,GoPay,52666180.0
PAY-00517,Debit Card,Paid,BNI,16397000.0
PAY-00518,Credit Card,Paid,Mandiri,4663050.0
PAY-00519,QRIS,Paid,OVO,4713130.0
PAY-00520,E-Wallet,Paid,OVO,6999000.0
PAY-00521,Bank Transfer,Paid,OVO,2648000.0
PAY-00522,Credit Card,Paid,Erajaya POS,4797150.0
PAY-00523,Cash,Paid,Mastercard,3999000.0
PAY-00524,QRIS,Paid,BCA,13798000.0
PAY-00525,QRIS,Paid,Mastercard,9098100.0
PAY-00526,Debit Card,Paid,BRI,33995000.0
PAY-00527,QRIS,Paid,BNI,34392030.0
PAY-00528,Bank Transfer,Paid,Erajaya POS,33723100.0
PAY-00529,Debit Card,Paid,BRI,9797000.0
PAY-00530,Bank Transfer,Paid,GoPay,33421100.0
PAY-00531,Bank Transfer,Paid,BNI,23056240.0
PAY-00532,QRIS,Paid,BCA,10221050.0
PAY-00533,Cash,Paid,OVO,35617080.0
PAY-00534,Cash,Paid,Mastercard,17327250.0
PAY-00535,Debit Card,Paid,Mandiri,4128050.0
PAY-00536,Debit Card,Paid,BRI,27996000.0
PAY-00537,QRIS,Failed,ShopeePay,8548100.0
PAY-00538,Debit Card,Failed,Erajaya POS,10297000.0
PAY-00539,Bank Transfer,Paid,BCA,3299000.0
PAY-00540,QRIS,Paid,OVO,4599080.0
PAY-00541,QRIS,Paid,BNI,6118120.0
PAY-00542,QRIS,Paid,BCA,8398000.0
PAY-00543,QRIS,Paid,OVO,34387000.0
PAY-00544,Cash,Failed,Mastercard,22709190.0
PAY-00545,Debit Card,Paid,OVO,26737060.0
PAY-00546,Debit Card,Failed,BNI,17797000.0
PAY-00547,E-Wallet,Paid,Mandiri,7096000.0
PAY-00548,QRIS,Paid,Mandiri,4699000.0
PAY-00549,E-Wallet,Paid,GoPay,15199050.0
PAY-00550,Bank Transfer,Paid,BCA,38254080.0
PAY-00551,Bank Transfer,Paid,Visa,2499000.0
PAY-00552,Bank Transfer,Paid,OVO,3599100.0
PAY-00553,E-Wallet,Paid,Visa,2549150.0
PAY-00554,Credit Card,Paid,Mastercard,24499000.0
PAY-00555,Debit Card,Paid,Mandiri,36976000.0
PAY-00556,Cash,Paid,BNI,9377600.0
PAY-00557,Cash,Paid,ShopeePay,7576000.0
PAY-00558,Credit Card,Paid,OVO,11926120.0
PAY-00559,Debit Card,Paid,ShopeePay,18498000.0
PAY-00560,Debit Card,Paid,BCA,70996000.0
PAY-00561,Debit Card,Paid,GoPay,19296000.0
PAY-00562,QRIS,Paid,OVO,53396000.0
PAY-00563,Debit Card,Paid,BRI,94219150.0
PAY-00564,Debit Card,Paid,ShopeePay,8999000.0
PAY-00565,Credit Card,Paid,BRI,130888390.0
PAY-00566,QRIS,Paid,GoPay,35397000.0
PAY-00567,E-Wallet,Paid,BNI,5998000.0
PAY-00568,Credit Card,Failed,BNI,52395100.0
PAY-00569,E-Wallet,Paid,ShopeePay,6628300.0
PAY-00570,Bank Transfer,Failed,BRI,28525620.0
PAY-00571,E-Wallet,Paid,BRI,36406500.0
PAY-00572,E-Wallet,Paid,OVO,21999000.0
PAY-00573,Cash,Paid,BNI,4798000.0
PAY-00574,QRIS,Refunded,ShopeePay,15998080.0
PAY-00575,Debit Card,Paid,GoPay,13999000.0
PAY-00576,E-Wallet,Failed,GoPay,12870320.0
PAY-00577,Debit Card,Paid,BRI,4414050.0
PAY-00578,QRIS,Paid,Erajaya POS,47235170.0
PAY-00579,QRIS,Paid,BRI,10347300.0
PAY-00580,Cash,Paid,GoPay,18486290.0
PAY-00581,Debit Card,Paid,Erajaya POS,8558220.0
PAY-00582,E-Wallet,Paid,Mandiri,19555000.0
PAY-00583,Cash,Paid,Mastercard,5996180.0
PAY-00584,E-Wallet,Paid,BCA,19003030.0
PAY-00585,QRIS,Paid,Mandiri,16398000.0
PAY-00586,Credit Card,Paid,OVO,12531000.0
PAY-00587,E-Wallet,Paid,BCA,7102080.0
PAY-00588,Debit Card,Paid,BRI,6174050.0
PAY-00589,Cash,Paid,Mastercard,23798000.0
PAY-00590,QRIS,Paid,BRI,20596000.0
PAY-00591,QRIS,Paid,GoPay,17499000.0
PAY-00592,Bank Transfer,Pending,BRI,3679080.0
PAY-00593,E-Wallet,Paid,GoPay,5369030.0
PAY-00594,Credit Card,Paid,Mastercard,24998000.0
PAY-00595,Bank Transfer,Paid,ShopeePay,12916280.0
PAY-00596,Debit Card,Paid,Erajaya POS,24115160.0
PAY-00597,QRIS,Paid,Visa,27235260.0
PAY-00598,E-Wallet,Paid,ShopeePay,4315130.0
PAY-00599,Debit Card,Paid,GoPay,6299000.0
PAY-00600,E-Wallet,Paid,OVO,23908260.0
PAY-00601,Debit Card,Paid,GoPay,25796000.0
PAY-00602,E-Wallet,Paid,ShopeePay,25175320.0
PAY-00603,QRIS,Paid,BCA,24755000.0
PAY-00604,Credit Card,Paid,ShopeePay,10796000.0
PAY-00605,Credit Card,Paid,ShopeePay,5397000.0
PAY-00606,Debit Card,Paid,Visa,25596080.0
PAY-00607,Credit Card,Paid,BCA,16567150.0
PAY-00608,E-Wallet,Paid,Mastercard,4999000.0
PAY-00609,E-Wallet,Paid,Mandiri,16296000.0
PAY-00610,QRIS,Paid,ShopeePay,71386280.0
PAY-00611,E-Wallet,Paid,Erajaya POS,5758080.0
PAY-00612,Cash,Failed,Erajaya POS,18997100.0
PAY-00613,Credit Card,Paid,Visa,15997000.0
PAY-00614,E-Wallet,Paid,Mastercard,21998000.0
PAY-00615,E-Wallet,Paid,BNI,33998000.0
PAY-00616,Debit Card,Failed,BNI,4849030.0
PAY-00617,QRIS,Paid,Mastercard,29575050.0
PAY-00618,Cash,Paid,Mastercard,21798100.0
PAY-00619,QRIS,Paid,BCA,26647050.0
PAY-00620,E-Wallet,Paid,Erajaya POS,17498000.0
PAY-00621,Credit Card,Paid,BRI,11499080.0
PAY-00622,Bank Transfer,Paid,Erajaya POS,28777120.0
PAY-00623,Debit Card,Paid,GoPay,32407100.0
PAY-00624,QRIS,Paid,GoPay,18276160.0
PAY-00625,QRIS,Paid,Visa,3693360.0
PAY-00626,Bank Transfer,Paid,ShopeePay,11992110.0
PAY-00627,QRIS,Paid,BRI,6973050.0
PAY-00628,Cash,Paid,BRI,11997000.0
PAY-00629,Credit Card,Paid,GoPay,14998000.0
PAY-00630,Cash,Paid,BRI,1994050.0
PAY-00631,E-Wallet,Paid,Erajaya POS,6649050.0
PAY-00632,QRIS,Paid,BNI,6899080.0
PAY-00633,Credit Card,Pending,ShopeePay,21180080.0
PAY-00634,Debit Card,Paid,Mandiri,21123030.0
PAY-00635,Bank Transfer,Paid,GoPay,55464170.0
PAY-00636,E-Wallet,Paid,BNI,16397000.0
PAY-00637,Debit Card,Paid,BCA,29396130.0
PAY-00638,QRIS,Paid,GoPay,7156110.0
PAY-00639,Bank Transfer,Paid,BCA,68356270.0
PAY-00640,QRIS,Paid,BCA,33522150.0
PAY-00641,Bank Transfer,Paid,Visa,10998000.0
PAY-00642,E-Wallet,Paid,GoPay,399000.0
PAY-00643,E-Wallet,Paid,OVO,14997000.0
PAY-00644,Credit Card,Paid,Visa,9999000.0
PAY-00645,Debit Card,Paid,Visa,14926050.0
PAY-00646,QRIS,Paid,Mandiri,1499100.0
PAY-00647,Bank Transfer,Paid,Mastercard,31917080.0
PAY-00648,Bank Transfer,Paid,Mastercard,15277080.0
PAY-00649,QRIS,Pending,Erajaya POS,3734080.0
PAY-00650,Bank Transfer,Paid,Mandiri,16974030.0
PAY-00651,QRIS,Failed,BNI,4249150.0
PAY-00652,E-Wallet,Paid,Mandiri,36305030.0
PAY-00653,E-Wallet,Paid,Mastercard,49003500.0
PAY-00654,QRIS,Paid,Erajaya POS,38675200.0
PAY-00655,QRIS,Paid,Mandiri,69119130.0
PAY-00656,E-Wallet,Paid,BCA,2299000.0
PAY-00657,E-Wallet,Paid,Mandiri,9926230.0
PAY-00658,QRIS,Paid,ShopeePay,387030.0
PAY-00659,Bank Transfer,Paid,BRI,35921050.0
PAY-00660,QRIS,Paid,BRI,32879220.0
PAY-00661,Bank Transfer,Paid,BCA,30775120.0
PAY-00662,QRIS,Paid,ShopeePay,21098000.0
PAY-00663,E-Wallet,Paid,BRI,90395150.0
PAY-00664,Credit Card,Refunded,Erajaya POS,59635180.0
PAY-00665,QRIS,Paid,Visa,10194000.0
PAY-00666,Bank Transfer,Paid,BNI,7847100.0
PAY-00667,E-Wallet,Paid,ShopeePay,10924050.0
PAY-00668,Cash,Paid,ShopeePay,12259260.0
PAY-00669,Bank Transfer,Paid,Mastercard,18999000.0
PAY-00670,E-Wallet,Paid,Mastercard,40997000.0
PAY-00671,Debit Card,Paid,GoPay,34571180.0
PAY-00672,QRIS,Paid,Mandiri,9958080.0
PAY-00673,QRIS,Paid,Erajaya POS,16095050.0
PAY-00674,Cash,Paid,Mastercard,59555090.0
PAY-00675,E-Wallet,Paid,OVO,54997000.0
PAY-00676,Credit Card,Paid,OVO,8872050.0
PAY-00677,E-Wallet,Paid,Visa,19998000.0
PAY-00678,Cash,Paid,ShopeePay,37170510.0
PAY-00679,Credit Card,Paid,OVO,33496100.0
PAY-00680,QRIS,Paid,BCA,11613030.0
PAY-00681,QRIS,Paid,GoPay,2242080.0
PAY-00682,Debit Card,Paid,Mandiri,14862050.0
PAY-00683,Bank Transfer,Paid,GoPay,1599000.0
PAY-00684,E-Wallet,Paid,BNI,19868160.0
PAY-00685,E-Wallet,Paid,BCA,1695000.0
PAY-00686,Credit Card,Paid,ShopeePay,19129230.0
PAY-00687,E-Wallet,Paid,BNI,19525150.0
PAY-00688,Bank Transfer,Paid,Mandiri,8698000.0
PAY-00689,E-Wallet,Paid,GoPay,27796000.0
PAY-00690,Debit Card,Paid,ShopeePay,50277280.0
PAY-00691,QRIS,Paid,ShopeePay,14898080.0
PAY-00692,E-Wallet,Paid,BNI,9663050.0
PAY-00693,Credit Card,Paid,BCA,19822140.0
PAY-00694,Credit Card,Paid,OVO,60896100.0
PAY-00695,Credit Card,Failed,GoPay,4698000.0
PAY-00696,QRIS,Paid,BCA,70497000.0
PAY-00697,QRIS,Paid,BNI,23322050.0
PAY-00698,Credit Card,Paid,ShopeePay,46757080.0
PAY-00699,Credit Card,Paid,BRI,4102080.0
PAY-00700,E-Wallet,Paid,Mandiri,14150030.0
PAY-00701,QRIS,Paid,BNI,39394000.0
PAY-00702,Credit Card,Paid,Mandiri,41796000.0
PAY-00703,Credit Card,Paid,Mandiri,34796000.0
PAY-00704,E-Wallet,Paid,OVO,8074050.0
PAY-00705,Bank Transfer,Pending,GoPay,44994200.0
PAY-00706,Bank Transfer,Paid,Erajaya POS,23498000.0
PAY-00707,E-Wallet,Paid,BRI,14577680.0
PAY-00708,QRIS,Paid,Mandiri,2999000.0
PAY-00709,Bank Transfer,Failed,GoPay,14797000.0
PAY-00710,Bank Transfer,Paid,BRI,19098000.0
PAY-00711,Credit Card,Paid,Erajaya POS,20998080.0
PAY-00712,E-Wallet,Paid,Visa,18797000.0
PAY-00713,Credit Card,Paid,Visa,33148050.0
PAY-00714,Credit Card,Paid,Mastercard,45040270.0
PAY-00715,Credit Card,Paid,GoPay,12599000.0
PAY-00716,E-Wallet,Paid,BCA,29895000.0
PAY-00717,Debit Card,Paid,OVO,3298000.0
PAY-00718,QRIS,Paid,Visa,1259100.0
PAY-00719,Credit Card,Pending,Visa,5999000.0
PAY-00720,QRIS,Paid,Mastercard,11973050.0
PAY-00721,Debit Card,Paid,Erajaya POS,65494000.0
PAY-00722,Credit Card,Paid,Mandiri,16998000.0
PAY-00723,Credit Card,Paid,ShopeePay,14598050.0
PAY-00724,Bank Transfer,Paid,ShopeePay,30695000.0
PAY-00725,E-Wallet,Paid,Mandiri,42876160.0
PAY-00726,Bank Transfer,Paid,Visa,41946160.0
PAY-00727,QRIS,Paid,Mastercard,15738220.0
PAY-00728,E-Wallet,Paid,BCA,18998000.0
PAY-00729,Credit Card,Paid,Erajaya POS,399000.0
PAY-00730,Bank Transfer,Paid,BRI,18497000.0
PAY-00731,Cash,Pending,Mastercard,5719120.0
PAY-00732,Cash,Paid,Visa,33596000.0
PAY-00733,QRIS,Paid,Visa,20273050.0
PAY-00734,E-Wallet,Paid,OVO,42597000.0
PAY-00735,Bank Transfer,Paid,BCA,5856050.0
PAY-00736,Debit Card,Failed,GoPay,10327060.0
PAY-00737,QRIS,Paid,Erajaya POS,25394100.0
PAY-00738,Credit Card,Failed,Erajaya POS,21197000.0
PAY-00739,Credit Card,Pending,OVO,46124140.0
PAY-00740,Debit Card,Paid,OVO,7698000.0
PAY-00741,Bank Transfer,Paid,Erajaya POS,30997000.0
PAY-00742,E-Wallet,Paid,Erajaya POS,21989160.0
PAY-00743,Cash,Paid,GoPay,4999000.0
PAY-00744,Credit Card,Paid,BRI,25007150.0
PAY-00745,QRIS,Paid,BRI,22764100.0
PAY-00746,Debit Card,Paid,BNI,86693180.0
PAY-00747,QRIS,Paid,GoPay,19548030.0
PAY-00748,Credit Card,Paid,ShopeePay,33697000.0
PAY-00749,Credit Card,Paid,OVO,30498000.0
PAY-00750,Bank Transfer,Failed,GoPay,42497200.0
PAY-00751,QRIS,Paid,BNI,35514340.0
PAY-00752,QRIS,Paid,Visa,69156240.0
PAY-00753,E-Wallet,Paid,ShopeePay,19334230.0
PAY-00754,Bank Transfer,Paid,ShopeePay,53397100.0
PAY-00755,Debit Card,Paid,BCA,9498100.0
PAY-00756,Cash,Paid,BCA,13579680.0
PAY-00757,Debit Card,Paid,BRI,2999000.0
PAY-00758,Debit Card,Paid,Mastercard,17626050.0
PAY-00759,Debit Card,Paid,GoPay,50922090.0
PAY-00760,QRIS,Paid,BNI,13928580.0
PAY-00761,Debit Card,Paid,BNI,55646300.0
PAY-00762,Cash,Pending,ShopeePay,23274200.0
PAY-00763,Bank Transfer,Paid,OVO,39591030.0
PAY-00764,QRIS,Pending,BNI,26564180.0
PAY-00765,Credit Card,Paid,GoPay,5258080.0
PAY-00766,QRIS,Paid,Mandiri,42317050.0
PAY-00767,Credit Card,Paid,Mastercard,17247100.0
PAY-00768,Bank Transfer,Paid,BRI,9698060.0
PAY-00769,QRIS,Paid,Erajaya POS,15678000.0
PAY-00770,E-Wallet,Paid,Erajaya POS,3694000.0
PAY-00771,Bank Transfer,Paid,Mandiri,14440320.0
PAY-00772,E-Wallet,Paid,Visa,14719080.0
PAY-00773,Cash,Paid,Mandiri,3499000.0
PAY-00774,E-Wallet,Paid,Mastercard,20324110.0
PAY-00775,E-Wallet,Paid,GoPay,23246030.0
PAY-00776,Cash,Paid,Mandiri,33495530.0
PAY-00777,QRIS,Paid,Mastercard,11069090.0
PAY-00778,Credit Card,Paid,BNI,65744100.0
PAY-00779,Debit Card,Paid,Mandiri,16597000.0
PAY-00780,Credit Card,Paid,OVO,14498000.0
PAY-00781,Bank Transfer,Pending,Visa,6999000.0
PAY-00782,Bank Transfer,Paid,Visa,13257080.0
PAY-00783,E-Wallet,Paid,BCA,22756100.0
PAY-00784,E-Wallet,Paid,Mastercard,57845200.0
PAY-00785,Debit Card,Paid,BRI,7999000.0
PAY-00786,QRIS,Paid,Erajaya POS,12499000.0
PAY-00787,Credit Card,Paid,OVO,25069160.0
PAY-00788,QRIS,Paid,Mastercard,28880030.0
PAY-00789,Bank Transfer,Paid,GoPay,6148000.0
PAY-00790,Cash,Paid,OVO,10498000.0
PAY-00791,Debit Card,Paid,Erajaya POS,22577000.0
PAY-00792,Cash,Paid,ShopeePay,10398050.0
PAY-00793,Credit Card,Paid,BCA,15408030.0
PAY-00794,Debit Card,Paid,Erajaya POS,15297000.0
PAY-00795,E-Wallet,Paid,GoPay,14683520.0
PAY-00796,E-Wallet,Paid,Visa,23222200.0
PAY-00797,Credit Card,Paid,BNI,4285750.0
PAY-00798,Debit Card,Paid,Erajaya POS,20498000.0
PAY-00799,QRIS,Paid,Mandiri,7759030.0
PAY-00800,E-Wallet,Paid,BNI,32901120.0
PAY-00801,Cash,Paid,BNI,2499000.0
PAY-00802,Credit Card,Paid,BRI,8999000.0
PAY-00803,Credit Card,Paid,Erajaya POS,399000.0
PAY-00804,Cash,Paid,GoPay,22496100.0
PAY-00805,Credit Card,Paid,ShopeePay,19364830.0
PAY-00806,E-Wallet,Paid,Visa,8646160.0
PAY-00807,QRIS,Paid,Visa,3299000.0
PAY-00808,Debit Card,Paid,ShopeePay,2299000.0
PAY-00809,Debit Card,Paid,BNI,11998000.0
PAY-00810,QRIS,Paid,Visa,44435100.0
PAY-00811,Debit Card,Paid,GoPay,2704050.0
PAY-00812,Credit Card,Paid,Visa,61497000.0
PAY-00813,Debit Card,Paid,Erajaya POS,31096100.0
PAY-00814,Credit Card,Paid,OVO,4999000.0
PAY-00815,QRIS,Paid,GoPay,26472050.0
PAY-00816,QRIS,Paid,BCA,6298000.0
PAY-00817,Credit Card,Paid,Erajaya POS,9499000.0
PAY-00818,E-Wallet,Paid,GoPay,1551030.0
PAY-00819,Credit Card,Paid,Mandiri,6174050.0
PAY-00820,Credit Card,Paid,Erajaya POS,37265160.0
PAY-00821,Cash,Refunded,ShopeePay,15531150.0
PAY-00822,Cash,Paid,GoPay,21594000.0
PAY-00823,Bank Transfer,Paid,GoPay,8598000.0
PAY-00824,QRIS,Paid,BNI,32627130.0
PAY-00825,QRIS,Paid,Erajaya POS,20856080.0
PAY-00826,E-Wallet,Paid,ShopeePay,11165080.0
PAY-00827,Credit Card,Failed,BNI,9913030.0
PAY-00828,QRIS,Paid,Mastercard,12858100.0
PAY-00829,QRIS,Paid,BCA,47172050.0
PAY-00830,Credit Card,Paid,BNI,9999000.0
PAY-00831,Cash,Paid,BNI,5148000.0
PAY-00832,E-Wallet,Failed,Mandiri,47454080.0
PAY-00833,Bank Transfer,Paid,BNI,7100870.0
PAY-00834,Bank Transfer,Paid,Mandiri,35596000.0
PAY-00835,Bank Transfer,Paid,BNI,17398000.0
PAY-00836,QRIS,Paid,BNI,71351340.0
PAY-00837,Cash,Paid,BCA,55236080.0
PAY-00838,QRIS,Paid,BNI,19842050.0
PAY-00839,Bank Transfer,Pending,ShopeePay,32997000.0
PAY-00840,Credit Card,Paid,Mastercard,5669100.0
PAY-00841,Cash,Paid,ShopeePay,54120030.0
PAY-00842,Debit Card,Paid,BNI,15397000.0
PAY-00843,QRIS,Paid,Erajaya POS,17847030.0
PAY-00844,QRIS,Paid,BNI,57226300.0
PAY-00845,Bank Transfer,Paid,BRI,6798000.0
PAY-00846,Cash,Paid,BNI,15498000.0
PAY-00847,QRIS,Paid,GoPay,699000.0
PAY-00848,Credit Card,Paid,BCA,20999000.0
PAY-00849,QRIS,Paid,OVO,45415120.0
PAY-00850,Cash,Paid,BNI,30498000.0
PAY-00851,Credit Card,Paid,BNI,1098000.0
PAY-00852,E-Wallet,Pending,OVO,22578120.0
PAY-00853,QRIS,Pending,OVO,81675120.0
PAY-00854,Debit Card,Paid,BRI,49720050.0
PAY-00855,Credit Card,Paid,Visa,56982250.0
PAY-00856,E-Wallet,Paid,BCA,4499000.0
PAY-00857,Credit Card,Paid,OVO,42471150.0
PAY-00858,QRIS,Paid,BNI,9498000.0
PAY-00859,Credit Card,Paid,BNI,39498000.0
PAY-00860,Credit Card,Paid,OVO,48495000.0
PAY-00861,Bank Transfer,Paid,Erajaya POS,8278160.0
PAY-00862,QRIS,Paid,ShopeePay,21347030.0
PAY-00863,QRIS,Paid,OVO,44396000.0
PAY-00864,Bank Transfer,Paid,BCA,48012090.0
PAY-00865,Bank Transfer,Paid,BNI,11258060.0
PAY-00866,Credit Card,Paid,ShopeePay,3999000.0
PAY-00867,Credit Card,Paid,ShopeePay,36384030.0
PAY-00868,E-Wallet,Paid,Visa,27297000.0
PAY-00869,E-Wallet,Paid,ShopeePay,9499050.0
PAY-00870,QRIS,Paid,Erajaya POS,21187150.0
PAY-00871,Bank Transfer,Paid,Mastercard,22198050.0
PAY-00872,E-Wallet,Paid,BRI,20595100.0
PAY-00873,QRIS,Paid,OVO,19306520.0
PAY-00874,QRIS,Paid,Mandiri,54645100.0
PAY-00875,E-Wallet,Paid,Erajaya POS,75735080.0
PAY-00876,E-Wallet,Paid,Visa,12499000.0
PAY-00877,Credit Card,Paid,Erajaya POS,14999000.0
PAY-00878,Bank Transfer,Paid,Visa,39997240.0
PAY-00879,Credit Card,Paid,BCA,1599000.0
PAY-00880,QRIS,Paid,BNI,1098000.0
PAY-00881,Cash,Paid,Mastercard,14418120.0
PAY-00882,QRIS,Paid,BNI,6576050.0
PAY-00883,E-Wallet,Paid,ShopeePay,20976080.0
PAY-00884,Bank Transfer,Paid,GoPay,4629230.0
PAY-00885,Bank Transfer,Paid,Mastercard,5498130.0
PAY-00886,Credit Card,Paid,Mastercard,29296000.0
PAY-00887,E-Wallet,Paid,Visa,39976230.0
PAY-00888,E-Wallet,Paid,BNI,1599000.0
PAY-00889,E-Wallet,Paid,Mastercard,12498000.0
PAY-00890,E-Wallet,Paid,BRI,35916080.0
PAY-00891,Cash,Paid,Visa,42221230.0
PAY-00892,Credit Card,Paid,Erajaya POS,35496000.0
PAY-00893,E-Wallet,Paid,Mandiri,31998000.0
PAY-00894,E-Wallet,Paid,OVO,6629060.0
PAY-00895,QRIS,Paid,Erajaya POS,11378030.0
PAY-00896,QRIS,Paid,Visa,12999000.0
PAY-00897,Cash,Paid,BRI,21884400.0
PAY-00898,Debit Card,Paid,BNI,22995000.0
PAY-00899,QRIS,Paid,GoPay,19818080.0
PAY-00900,Bank Transfer,Paid,OVO,22916030.0
PAY-00901,QRIS,Paid,GoPay,34316200.0
PAY-00902,QRIS,Paid,BNI,15297100.0
PAY-00903,Bank Transfer,Paid,BRI,6999000.0
PAY-00904,Credit Card,Paid,Mastercard,43795250.0
PAY-00905,Debit Card,Paid,OVO,1199000.0
PAY-00906,QRIS,Paid,Mastercard,24789160.0
PAY-00907,Credit Card,Paid,Mandiri,14789080.0
PAY-00908,Credit Card,Paid,ShopeePay,32998000.0
PAY-00909,QRIS,Paid,Erajaya POS,20997000.0
PAY-00910,Bank Transfer,Paid,BNI,18525060.0
PAY-00911,Credit Card,Paid,GoPay,23219060.0
PAY-00912,Cash,Paid,BRI,4999000.0
PAY-00913,Credit Card,Paid,Visa,30827090.0
PAY-00914,Credit Card,Paid,Visa,5999000.0
PAY-00915,Credit Card,Paid,BCA,27798000.0
PAY-00916,Bank Transfer,Failed,Visa,28998000.0
PAY-00917,Credit Card,Paid,Mandiri,12499000.0
PAY-00918,QRIS,Paid,GoPay,31995000.0
PAY-00919,Credit Card,Paid,Mastercard,41692240.0
PAY-00920,Credit Card,Paid,ShopeePay,13647050.0
PAY-00921,Debit Card,Paid,BNI,24647200.0
PAY-00922,QRIS,Paid,OVO,12328080.0
PAY-00923,QRIS,Paid,BNI,25752110.0
PAY-00924,Credit Card,Paid,Mandiri,25998000.0
PAY-00925,E-Wallet,Paid,OVO,41998000.0
PAY-00926,Credit Card,Paid,BCA,48406180.0
PAY-00927,Credit Card,Paid,BNI,56937160.0
PAY-00928,QRIS,Paid,BCA,484030.0
PAY-00929,E-Wallet,Paid,BRI,27923050.0
PAY-00930,Bank Transfer,Paid,OVO,58494100.0
PAY-00931,QRIS,Paid,Visa,28333130.0
PAY-00932,QRIS,Paid,Visa,23298050.0
PAY-00933,Credit Card,Paid,OVO,27678080.0
PAY-00934,E-Wallet,Paid,OVO,13499100.0
PAY-00935,QRIS,Paid,GoPay,1439800.0
PAY-00936,Cash,Paid,GoPay,10128150.0
PAY-00937,E-Wallet,Paid,Visa,18795000.0
PAY-00938,Bank Transfer,Paid,Mandiri,4298100.0
PAY-00939,Bank Transfer,Paid,Mandiri,15997000.0
PAY-00940,QRIS,Paid,Erajaya POS,10278120.0
PAY-00941,Credit Card,Paid,BNI,47810290.0
PAY-00942,Cash,Paid,OVO,5679580.0
PAY-00943,QRIS,Paid,Mandiri,9998000.0
PAY-00944,Credit Card,Refunded,GoPay,9498000.0
PAY-00945,Bank Transfer,Paid,Mandiri,6057080.0
PAY-00946,Bank Transfer,Paid,BRI,45998000.0
PAY-00947,E-Wallet,Paid,ShopeePay,31777160.0
PAY-00948,Debit Card,Paid,OVO,7797000.0
PAY-00949,E-Wallet,Paid,OVO,11997000.0
PAY-00950,Cash,Pending,Mastercard,63346030.0
PAY-00951,Credit Card,Failed,ShopeePay,8279080.0
PAY-00952,QRIS,Paid,BRI,54701190.0
PAY-00953,Credit Card,Failed,ShopeePay,19722030.0
PAY-00954,QRIS,Paid,BCA,44695000.0
PAY-00955,Bank Transfer,Paid,Erajaya POS,85967080.0
PAY-00956,E-Wallet,Paid,BNI,26098000.0
PAY-00957,QRIS,Paid,Mastercard,13797240.0
PAY-00958,QRIS,Paid,ShopeePay,21493080.0
PAY-00959,E-Wallet,Paid,BRI,11998000.0
PAY-00960,Credit Card,Paid,Mandiri,32496000.0
PAY-00961,QRIS,Paid,OVO,17998000.0
PAY-00962,E-Wallet,Paid,BNI,13498000.0
PAY-00963,QRIS,Paid,GoPay,10999000.0
PAY-00964,QRIS,Paid,BCA,1486750.0
PAY-00965,Credit Card,Refunded,Visa,17247250.0
PAY-00966,QRIS,Paid,BRI,11247300.0
PAY-00967,Credit Card,Paid,BRI,19662050.0
PAY-00968,QRIS,Paid,BRI,53293200.0
PAY-00969,E-Wallet,Paid,Erajaya POS,10496000.0
PAY-00970,QRIS,Paid,BNI,8348030.0
PAY-00971,Credit Card,Paid,BCA,14697000.0
PAY-00972,Bank Transfer,Paid,BRI,35997000.0
PAY-00973,Credit Card,Paid,BCA,12898080.0
PAY-00974,Credit Card,Paid,ShopeePay,27316050.0
PAY-00975,Debit Card,Paid,Mastercard,19148050.0
PAY-00976,Credit Card,Paid,Mastercard,66596200.0
PAY-00977,E-Wallet,Paid,BCA,6499000.0
PAY-00978,Debit Card,Paid,Mastercard,22497000.0
PAY-00979,Debit Card,Paid,Mandiri,19098000.0
PAY-00980,QRIS,Paid,Erajaya POS,77036060.0
PAY-00981,Debit Card,Paid,Erajaya POS,2999000.0
PAY-00982,Credit Card,Paid,BNI,39055120.0
PAY-00983,Debit Card,Paid,Erajaya POS,12499000.0
PAY-00984,QRIS,Pending,BNI,42977100.0
