inventory_id,snapshot_date,store_id,product_id,stock_quantity,reorder_level,stock_status
INV-STORE-004-PROD-0021,2025-05-31,STORE-004,PROD-0021,12,12,Available
INV-STORE-004-PROD-0022,2025-05-31,STORE-004,PROD-0022,7,11,Low Stock
INV-STORE-004-PROD-0023,2025-05-31,STORE-004,PROD-0023,111,17,Available
INV-STORE-004-PROD-0024,2025-05-31,STORE-004,PROD-0024,16,10,Available
INV-STORE-004-PROD-0025,2025-05-31,STORE-004,PROD-0025,0,11,Stockout
INV-STORE-004-PROD-0026,2025-05-31,STORE-004,PROD-0026,119,22,Available
INV-STORE-004-PROD-0027,2025-05-31,STORE-004,PROD-0027,36,10,Available
INV-STORE-004-PROD-0028,2025-05-31,STORE-004,PROD-0028,71,23,Available
INV-STORE-004-PROD-0029,2025-05-31,STORE-004,PROD-0029,31,17,Available
INV-STORE-004-PROD-0030,2025-05-31,STORE-004,PROD-0030,115,7,Available
INV-STORE-004-PROD-0031,2025-05-31,STORE-004,PROD-0031,4,7,Low Stock
INV-STORE-004-PROD-0032,2025-05-31,STORE-004,PROD-0032,63,5,Available
INV-STORE-004-PROD-0033,2025-05-31,STORE-004,PROD-0033,45,24,Available
INV-STORE-004-PROD-0034,2025-05-31,STORE-004,PROD-0034,43,24,Available
INV-STORE-004-PROD-0035,2025-05-31,STORE-004,PROD-0035,60,18,Available
INV-STORE-004-PROD-0036,2025-05-31,STORE-004,PROD-0036,4,12,Low Stock
INV-STORE-004-PROD-0037,2025-05-31,STORE-004,PROD-0037,88,17,Available
INV-STORE-004-PROD-0038,2025-05-31,STORE-004,PROD-0038,87,25,Available
INV-STORE-004-PROD-0039,2025-05-31,STORE-004,PROD-0039,54,13,Available
INV-STORE-004-PROD-0040,2025-05-31,STORE-004,PROD-0040,0,7,Stockout
INV-STORE-004-PROD-0041,2025-05-31,STORE-004,PROD-0041,58,12,Available
INV-STORE-004-PROD-0042,2025-05-31,STORE-004,PROD-0042,65,21,Available
INV-STORE-004-PROD-0043,2025-05-31,STORE-004,PROD-0043,92,9,Available
INV-STORE-004-PROD-0044,2025-05-31,STORE-004,PROD-0044,99,17,Available
INV-STORE-004-PROD-0045,2025-05-31,STORE-004,PROD-0045,3,24,Low Stock
INV-STORE-004-PROD-0046,2025-05-31,STORE-004,PROD-0046,68,24,Available
INV-STORE-004-PROD-0047,2025-05-31,STORE-004,PROD-0047,68,22,Available
INV-STORE-004-PROD-0048,2025-05-31,STORE-004,PROD-0048,100,25,Available
INV-STORE-004-PROD-0049,2025-05-31,STORE-004,PROD-0049,87,13,Available
INV-STORE-004-PROD-0050,2025-05-31,STORE-004,PROD-0050,115,6,Available
INV-STORE-004-PROD-0051,2025-05-31,STORE-004,PROD-0051,32,24,Available
INV-STORE-004-PROD-0052,2025-05-31,STORE-004,PROD-0052,103,23,Available
INV-STORE-004-PROD-0053,2025-05-31,STORE-004,PROD-0053,48,25,Available
INV-STORE-004-PROD-0054,2025-05-31,STORE-004,PROD-0054,108,21,Available
INV-STORE-004-PROD-0055,2025-05-31,STORE-004,PROD-0055,50,8,Available
INV-STORE-004-PROD-0056,2025-05-31,STORE-004,PROD-0056,31,22,Available
INV-STORE-004-PROD-0057,2025-05-31,STORE-004,PROD-0057,84,24,Available
INV-STORE-004-PROD-0058,2025-05-31,STORE-004,PROD-0058,64,21,Available
INV-STORE-004-PROD-0059,2025-05-31,STORE-004,PROD-0059,108,14,Available
INV-STORE-004-PROD-0060,2025-05-31,STORE-004,PROD-0060,28,23,Available
INV-STORE-004-PROD-0061,2025-05-31,STORE-004,PROD-0061,76,23,Available
INV-STORE-004-PROD-0062,2025-05-31,STORE-004,PROD-0062,65,21,Available
INV-STORE-004-PROD-0063,2025-05-31,STORE-004,PROD-0063,89,5,Available
INV-STORE-004-PROD-0064,2025-05-31,STORE-004,PROD-0064,76,5,Available
INV-STORE-004-PROD-0065,2025-05-31,STORE-004,PROD-0065,63,5,Available
INV-STORE-004-PROD-0066,2025-05-31,STORE-004,PROD-0066,70,7,Available
INV-STORE-004-PROD-0067,2025-05-31,STORE-004,PROD-0067,96,11,Available
INV-STORE-004-PROD-0068,2025-05-31,STORE-004,PROD-0068,10,19,Low Stock
INV-STORE-004-PROD-0069,2025-05-31,STORE-004,PROD-0069,66,24,Available
INV-STORE-004-PROD-0070,2025-05-31,STORE-004,PROD-0070,13,16,Low Stock
INV-STORE-004-PROD-0071,2025-05-31,STORE-004,PROD-0071,76,22,Available
INV-STORE-004-PROD-0072,2025-05-31,STORE-004,PROD-0072,18,5,Available
INV-STORE-004-PROD-0073,2025-05-31,STORE-004,PROD-0073,17,25,Low Stock
INV-STORE-004-PROD-0074,2025-05-31,STORE-004,PROD-0074,6,11,Low Stock
INV-STORE-004-PROD-0075,2025-05-31,STORE-004,PROD-0075,89,10,Available
INV-STORE-004-PROD-0076,2025-05-31,STORE-004,PROD-0076,75,14,Available
INV-STORE-004-PROD-0077,2025-05-31,STORE-004,PROD-0077,1,5,Low Stock
INV-STORE-004-PROD-0078,2025-05-31,STORE-004,PROD-0078,120,6,Available
INV-STORE-004-PROD-0079,2025-05-31,STORE-004,PROD-0079,97,9,Available
INV-STORE-004-PROD-0080,2025-05-31,STORE-004,PROD-0080,97,18,Available
INV-STORE-004-PROD-0081,2025-05-31,STORE-004,PROD-0081,40,20,Available
INV-STORE-004-PROD-0082,2025-05-31,STORE-004,PROD-0082,84,22,Available
INV-STORE-004-PROD-0083,2025-05-31,STORE-004,PROD-0083,23,17,Available
INV-STORE-004-PROD-0084,2025-05-31,STORE-004,PROD-0084,64,22,Available
INV-STORE-004-PROD-0085,2025-05-31,STORE-004,PROD-0085,25,22,Available
INV-STORE-004-PROD-0086,2025-05-31,STORE-004,PROD-0086,12,8,Available
INV-STORE-004-PROD-0087,2025-05-31,STORE-004,PROD-0087,52,18,Available
INV-STORE-004-PROD-0088,2025-05-31,STORE-004,PROD-0088,112,14,Available
INV-STORE-004-PROD-0089,2025-05-31,STORE-004,PROD-0089,54,21,Available
INV-STORE-004-PROD-0090,2025-05-31,STORE-004,PROD-0090,0,9,Stockout
INV-STORE-004-PROD-0091,2025-05-31,STORE-004,PROD-0091,51,11,Available
INV-STORE-004-PROD-0092,2025-05-31,STORE-004,PROD-0092,67,23,Available
INV-STORE-004-PROD-0093,2025-05-31,STORE-004,PROD-0093,82,11,Available
INV-STORE-004-PROD-0094,2025-05-31,STORE-004,PROD-0094,118,10,Available
INV-STORE-004-PROD-0095,2025-05-31,STORE-004,PROD-0095,62,16,Available
INV-STORE-004-PROD-0096,2025-05-31,STORE-004,PROD-0096,58,16,Available
INV-STORE-004-PROD-0097,2025-05-31,STORE-004,PROD-0097,71,22,Available
INV-STORE-004-PROD-0098,2025-05-31,STORE-004,PROD-0098,108,16,Available
INV-STORE-004-PROD-0099,2025-05-31,STORE-004,PROD-0099,81,17,Available
INV-STORE-004-PROD-0100,2025-05-31,STORE-004,PROD-0100,49,10,Available
INV-STORE-005-PROD-0001,2025-05-31,STORE-005,PROD-0001,35,21,Available
INV-STORE-005-PROD-0002,2025-05-31,STORE-005,PROD-0002,28,6,Available
INV-STORE-005-PROD-0003,2025-05-31,STORE-005,PROD-0003,95,13,Available
INV-STORE-005-PROD-0004,2025-05-31,STORE-005,PROD-0004,48,12,Available
INV-STORE-005-PROD-0005,2025-05-31,STORE-005,PROD-0005,38,21,Available
INV-STORE-005-PROD-0006,2025-05-31,STORE-005,PROD-0006,90,25,Available
INV-STORE-005-PROD-0007,2025-05-31,STORE-005,PROD-0007,55,19,Available
INV-STORE-005-PROD-0008,2025-05-31,STORE-005,PROD-0008,18,14,Available
INV-STORE-005-PROD-0009,2025-05-31,STORE-005,PROD-0009,114,17,Available
INV-STORE-005-PROD-0010,2025-05-31,STORE-005,PROD-0010,83,6,Available
INV-STORE-005-PROD-0011,2025-05-31,STORE-005,PROD-0011,33,25,Available
INV-STORE-005-PROD-0012,2025-05-31,STORE-005,PROD-0012,12,23,Low Stock
INV-STORE-005-PROD-0013,2025-05-31,STORE-005,PROD-0013,78,22,Available
INV-STORE-005-PROD-0014,2025-05-31,STORE-005,PROD-0014,57,16,Available
INV-STORE-005-PROD-0015,2025-05-31,STORE-005,PROD-0015,83,10,Available
INV-STORE-005-PROD-0016,2025-05-31,STORE-005,PROD-0016,39,8,Available
INV-STORE-005-PROD-0017,2025-05-31,STORE-005,PROD-0017,4,25,Low Stock
INV-STORE-005-PROD-0018,2025-05-31,STORE-005,PROD-0018,83,24,Available
INV-STORE-005-PROD-0019,2025-05-31,STORE-005,PROD-0019,7,7,Available
INV-STORE-005-PROD-0020,2025-05-31,STORE-005,PROD-0020,106,17,Available
INV-STORE-005-PROD-0021,2025-05-31,STORE-005,PROD-0021,38,14,Available
INV-STORE-005-PROD-0022,2025-05-31,STORE-005,PROD-0022,92,13,Available
INV-STORE-005-PROD-0023,2025-05-31,STORE-005,PROD-0023,65,23,Available
INV-STORE-005-PROD-0024,2025-05-31,STORE-005,PROD-0024,52,19,Available
INV-STORE-005-PROD-0025,2025-05-31,STORE-005,PROD-0025,78,18,Available
INV-STORE-005-PROD-0026,2025-05-31,STORE-005,PROD-0026,105,24,Available
INV-STORE-005-PROD-0027,2025-05-31,STORE-005,PROD-0027,109,20,Available
INV-STORE-005-PROD-0028,2025-05-31,STORE-005,PROD-0028,49,22,Available
INV-STORE-005-PROD-0029,2025-05-31,STORE-005,PROD-0029,68,18,Available
INV-STORE-005-PROD-0030,2025-05-31,STORE-005,PROD-0030,74,7,Available
INV-STORE-005-PROD-0031,2025-05-31,STORE-005,PROD-0031,58,19,Available
INV-STORE-005-PROD-0032,2025-05-31,STORE-005,PROD-0032,8,15,Low Stock
INV-STORE-005-PROD-0033,2025-05-31,STORE-005,PROD-0033,24,14,Available
INV-STORE-005-PROD-0034,2025-05-31,STORE-005,PROD-0034,38,18,Available
INV-STORE-005-PROD-0035,2025-05-31,STORE-005,PROD-0035,18,19,Low Stock
INV-STORE-005-PROD-0036,2025-05-31,STORE-005,PROD-0036,29,5,Available
INV-STORE-005-PROD-0037,2025-05-31,STORE-005,PROD-0037,11,9,Available
INV-STORE-005-PROD-0038,2025-05-31,STORE-005,PROD-0038,9,20,Low Stock
INV-STORE-005-PROD-0039,2025-05-31,STORE-005,PROD-0039,63,25,Available
INV-STORE-005-PROD-0040,2025-05-31,STORE-005,PROD-0040,92,24,Available
INV-STORE-005-PROD-0041,2025-05-31,STORE-005,PROD-0041,92,19,Available
INV-STORE-005-PROD-0042,2025-05-31,STORE-005,PROD-0042,3,23,Low Stock
INV-STORE-005-PROD-0043,2025-05-31,STORE-005,PROD-0043,2,21,Low Stock
INV-STORE-005-PROD-0044,2025-05-31,STORE-005,PROD-0044,78,21,Available
INV-STORE-005-PROD-0045,2025-05-31,STORE-005,PROD-0045,52,8,Available
INV-STORE-005-PROD-0046,2025-05-31,STORE-005,PROD-0046,35,14,Available
INV-STORE-005-PROD-0047,2025-05-31,STORE-005,PROD-0047,87,13,Available
INV-STORE-005-PROD-0048,2025-05-31,STORE-005,PROD-0048,114,11,Available
INV-STORE-005-PROD-0049,2025-05-31,STORE-005,PROD-0049,116,21,Available
INV-STORE-005-PROD-0050,2025-05-31,STORE-005,PROD-0050,10,16,Low Stock
INV-STORE-005-PROD-0051,2025-05-31,STORE-005,PROD-0051,30,8,Available
INV-STORE-005-PROD-0052,2025-05-31,STORE-005,PROD-0052,117,19,Available
INV-STORE-005-PROD-0053,2025-05-31,STORE-005,PROD-0053,4,8,Low Stock
INV-STORE-005-PROD-0054,2025-05-31,STORE-005,PROD-0054,35,18,Available
INV-STORE-005-PROD-0055,2025-05-31,STORE-005,PROD-0055,1,6,Low Stock
INV-STORE-005-PROD-0056,2025-05-31,STORE-005,PROD-0056,10,13,Low Stock
INV-STORE-005-PROD-0057,2025-05-31,STORE-005,PROD-0057,0,7,Stockout
INV-STORE-005-PROD-0058,2025-05-31,STORE-005,PROD-0058,74,25,Available
INV-STORE-005-PROD-0059,2025-05-31,STORE-005,PROD-0059,40,14,Available
INV-STORE-005-PROD-0060,2025-05-31,STORE-005,PROD-0060,41,18,Available
INV-STORE-005-PROD-0061,2025-05-31,STORE-005,PROD-0061,48,17,Available
INV-STORE-005-PROD-0062,2025-05-31,STORE-005,PROD-0062,26,17,Available
INV-STORE-005-PROD-0063,2025-05-31,STORE-005,PROD-0063,100,25,Available
INV-STORE-005-PROD-0064,2025-05-31,STORE-005,PROD-0064,41,20,Available
INV-STORE-005-PROD-0065,2025-05-31,STORE-005,PROD-0065,100,8,Available
INV-STORE-005-PROD-0066,2025-05-31,STORE-005,PROD-0066,93,7,Available
INV-STORE-005-PROD-0067,2025-05-31,STORE-005,PROD-0067,24,12,Available
INV-STORE-005-PROD-0068,2025-05-31,STORE-005,PROD-0068,110,25,Available
INV-STORE-005-PROD-0069,2025-05-31,STORE-005,PROD-0069,26,21,Available
INV-STORE-005-PROD-0070,2025-05-31,STORE-005,PROD-0070,8,14,Low Stock
INV-STORE-005-PROD-0071,2025-05-31,STORE-005,PROD-0071,119,6,Available
INV-STORE-005-PROD-0072,2025-05-31,STORE-005,PROD-0072,48,12,Available
INV-STORE-005-PROD-0073,2025-05-31,STORE-005,PROD-0073,2,9,Low Stock
INV-STORE-005-PROD-0074,2025-05-31,STORE-005,PROD-0074,107,15,Available
INV-STORE-005-PROD-0075,2025-05-31,STORE-005,PROD-0075,109,12,Available
INV-STORE-005-PROD-0076,2025-05-31,STORE-005,PROD-0076,35,7,Available
INV-STORE-005-PROD-0077,2025-05-31,STORE-005,PROD-0077,51,5,Available
INV-STORE-005-PROD-0078,2025-05-31,STORE-005,PROD-0078,84,24,Available
INV-STORE-005-PROD-0079,2025-05-31,STORE-005,PROD-0079,50,25,Available
INV-STORE-005-PROD-0080,2025-05-31,STORE-005,PROD-0080,25,21,Available
INV-STORE-005-PROD-0081,2025-05-31,STORE-005,PROD-0081,119,18,Available
INV-STORE-005-PROD-0082,2025-05-31,STORE-005,PROD-0082,54,12,Available
INV-STORE-005-PROD-0083,2025-05-31,STORE-005,PROD-0083,46,16,Available
INV-STORE-005-PROD-0084,2025-05-31,STORE-005,PROD-0084,31,23,Available
INV-STORE-005-PROD-0085,2025-05-31,STORE-005,PROD-0085,42,9,Available
INV-STORE-005-PROD-0086,2025-05-31,STORE-005,PROD-0086,80,24,Available
INV-STORE-005-PROD-0087,2025-05-31,STORE-005,PROD-0087,22,17,Available
INV-STORE-005-PROD-0088,2025-05-31,STORE-005,PROD-0088,107,16,Available
INV-STORE-005-PROD-0089,2025-05-31,STORE-005,PROD-0089,11,11,Available
INV-STORE-005-PROD-0090,2025-05-31,STORE-005,PROD-0090,89,9,Available
INV-STORE-005-PROD-0091,2025-05-31,STORE-005,PROD-0091,21,23,Low Stock
INV-STORE-005-PROD-0092,2025-05-31,STORE-005,PROD-0092,7,13,Low Stock
INV-STORE-005-PROD-0093,2025-05-31,STORE-005,PROD-0093,20,19,Available
INV-STORE-005-PROD-0094,2025-05-31,STORE-005,PROD-0094,117,17,Available
INV-STORE-005-PROD-0095,2025-05-31,STORE-005,PROD-0095,105,24,Available
INV-STORE-005-PROD-0096,2025-05-31,STORE-005,PROD-0096,56,6,Available
INV-STORE-005-PROD-0097,2025-05-31,STORE-005,PROD-0097,118,17,Available
INV-STORE-005-PROD-0098,2025-05-31,STORE-005,PROD-0098,2,9,Low Stock
INV-STORE-005-PROD-0099,2025-05-31,STORE-005,PROD-0099,42,10,Available
INV-STORE-005-PROD-0100,2025-05-31,STORE-005,PROD-0100,36,6,Available
INV-STORE-006-PROD-0001,2025-05-31,STORE-006,PROD-0001,27,23,Available
INV-STORE-006-PROD-0002,2025-05-31,STORE-006,PROD-0002,35,23,Available
INV-STORE-006-PROD-0003,2025-05-31,STORE-006,PROD-0003,109,12,Available
INV-STORE-006-PROD-0004,2025-05-31,STORE-006,PROD-0004,120,23,Available
INV-STORE-006-PROD-0005,2025-05-31,STORE-006,PROD-0005,45,7,Available
INV-STORE-006-PROD-0006,2025-05-31,STORE-006,PROD-0006,0,9,Stockout
INV-STORE-006-PROD-0007,2025-05-31,STORE-006,PROD-0007,34,17,Available
INV-STORE-006-PROD-0008,2025-05-31,STORE-006,PROD-0008,81,11,Available
INV-STORE-006-PROD-0009,2025-05-31,STORE-006,PROD-0009,8,8,Available
INV-STORE-006-PROD-0010,2025-05-31,STORE-006,PROD-0010,51,9,Available
INV-STORE-006-PROD-0011,2025-05-31,STORE-006,PROD-0011,103,9,Available
INV-STORE-006-PROD-0012,2025-05-31,STORE-006,PROD-0012,4,10,Low Stock
INV-STORE-006-PROD-0013,2025-05-31,STORE-006,PROD-0013,28,12,Available
INV-STORE-006-PROD-0014,2025-05-31,STORE-006,PROD-0014,0,6,Stockout
INV-STORE-006-PROD-0015,2025-05-31,STORE-006,PROD-0015,76,9,Available
INV-STORE-006-PROD-0016,2025-05-31,STORE-006,PROD-0016,94,10,Available
INV-STORE-006-PROD-0017,2025-05-31,STORE-006,PROD-0017,43,13,Available
INV-STORE-006-PROD-0018,2025-05-31,STORE-006,PROD-0018,87,25,Available
INV-STORE-006-PROD-0019,2025-05-31,STORE-006,PROD-0019,41,12,Available
INV-STORE-006-PROD-0020,2025-05-31,STORE-006,PROD-0020,10,24,Low Stock
INV-STORE-006-PROD-0021,2025-05-31,STORE-006,PROD-0021,43,20,Available
INV-STORE-006-PROD-0022,2025-05-31,STORE-006,PROD-0022,73,21,Available
INV-STORE-006-PROD-0023,2025-05-31,STORE-006,PROD-0023,24,17,Available
INV-STORE-006-PROD-0024,2025-05-31,STORE-006,PROD-0024,80,22,Available
INV-STORE-006-PROD-0025,2025-05-31,STORE-006,PROD-0025,6,16,Low Stock
INV-STORE-006-PROD-0026,2025-05-31,STORE-006,PROD-0026,83,13,Available
INV-STORE-006-PROD-0027,2025-05-31,STORE-006,PROD-0027,30,25,Available
INV-STORE-006-PROD-0028,2025-05-31,STORE-006,PROD-0028,47,17,Available
INV-STORE-006-PROD-0029,2025-05-31,STORE-006,PROD-0029,33,9,Available
INV-STORE-006-PROD-0030,2025-05-31,STORE-006,PROD-0030,75,15,Available
INV-STORE-006-PROD-0031,2025-05-31,STORE-006,PROD-0031,18,10,Available
INV-STORE-006-PROD-0032,2025-05-31,STORE-006,PROD-0032,34,11,Available
INV-STORE-006-PROD-0033,2025-05-31,STORE-006,PROD-0033,117,14,Available
INV-STORE-006-PROD-0034,2025-05-31,STORE-006,PROD-0034,82,22,Available
INV-STORE-006-PROD-0035,2025-05-31,STORE-006,PROD-0035,88,19,Available
INV-STORE-006-PROD-0036,2025-05-31,STORE-006,PROD-0036,34,10,Available
INV-STORE-006-PROD-0037,2025-05-31,STORE-006,PROD-0037,44,9,Available
INV-STORE-006-PROD-0038,2025-05-31,STORE-006,PROD-0038,45,24,Available
INV-STORE-006-PROD-0039,2025-05-31,STORE-006,PROD-0039,119,10,Available
INV-STORE-006-PROD-0040,2025-05-31,STORE-006,PROD-0040,46,21,Available
INV-STORE-006-PROD-0041,2025-05-31,STORE-006,PROD-0041,2,15,Low Stock
INV-STORE-006-PROD-0042,2025-05-31,STORE-006,PROD-0042,18,15,Available
INV-STORE-006-PROD-0043,2025-05-31,STORE-006,PROD-0043,118,20,Available
INV-STORE-006-PROD-0044,2025-05-31,STORE-006,PROD-0044,19,14,Available
INV-STORE-006-PROD-0045,2025-05-31,STORE-006,PROD-0045,4,8,Low Stock
INV-STORE-006-PROD-0046,2025-05-31,STORE-006,PROD-0046,34,14,Available
INV-STORE-006-PROD-0047,2025-05-31,STORE-006,PROD-0047,112,9,Available
INV-STORE-006-PROD-0048,2025-05-31,STORE-006,PROD-0048,85,19,Available
INV-STORE-006-PROD-0049,2025-05-31,STORE-006,PROD-0049,53,25,Available
INV-STORE-006-PROD-0050,2025-05-31,STORE-006,PROD-0050,94,12,Available
INV-STORE-006-PROD-0051,2025-05-31,STORE-006,PROD-0051,33,13,Available
INV-STORE-006-PROD-0052,2025-05-31,STORE-006,PROD-0052,48,24,Available
INV-STORE-006-PROD-0053,2025-05-31,STORE-006,PROD-0053,33,19,Available
INV-STORE-006-PROD-0054,2025-05-31,STORE-006,PROD-0054,81,11,Available
INV-STORE-006-PROD-0055,2025-05-31,STORE-006,PROD-0055,103,12,Available
INV-STORE-006-PROD-0056,2025-05-31,STORE-006,PROD-0056,95,21,Available
INV-STORE-006-PROD-0057,2025-05-31,STORE-006,PROD-0057,117,24,Available
INV-STORE-006-PROD-0058,2025-05-31,STORE-006,PROD-0058,67,24,Available
INV-STORE-006-PROD-0059,2025-05-31,STORE-006,PROD-0059,87,6,Available
INV-STORE-006-PROD-0060,2025-05-31,STORE-006,PROD-0060,76,15,Available
INV-STORE-006-PROD-0061,2025-05-31,STORE-006,PROD-0061,81,16,Available
INV-STORE-006-PROD-0062,2025-05-31,STORE-006,PROD-0062,113,10,Available
INV-STORE-006-PROD-0063,2025-05-31,STORE-006,PROD-0063,32,9,Available
INV-STORE-006-PROD-0064,2025-05-31,STORE-006,PROD-0064,11,11,Available
INV-STORE-006-PROD-0065,2025-05-31,STORE-006,PROD-0065,30,22,Available
INV-STORE-006-PROD-0066,2025-05-31,STORE-006,PROD-0066,88,24,Available
INV-STORE-006-PROD-0067,2025-05-31,STORE-006,PROD-0067,53,17,Available
INV-STORE-006-PROD-0068,2025-05-31,STORE-006,PROD-0068,24,25,Low Stock
INV-STORE-006-PROD-0069,2025-05-31,STORE-006,PROD-0069,58,24,Available
INV-STORE-006-PROD-0070,2025-05-31,STORE-006,PROD-0070,12,16,Low Stock
INV-STORE-006-PROD-0071,2025-05-31,STORE-006,PROD-0071,73,25,Available
INV-STORE-006-PROD-0072,2025-05-31,STORE-006,PROD-0072,117,9,Available
INV-STORE-006-PROD-0073,2025-05-31,STORE-006,PROD-0073,47,5,Available
INV-STORE-006-PROD-0074,2025-05-31,STORE-006,PROD-0074,8,16,Low Stock
INV-STORE-006-PROD-0075,2025-05-31,STORE-006,PROD-0075,104,8,Available
INV-STORE-006-PROD-0076,2025-05-31,STORE-006,PROD-0076,38,16,Available
INV-STORE-006-PROD-0077,2025-05-31,STORE-006,PROD-0077,61,7,Available
INV-STORE-006-PROD-0078,2025-05-31,STORE-006,PROD-0078,101,19,Available
INV-STORE-006-PROD-0079,2025-05-31,STORE-006,PROD-0079,58,25,Available
INV-STORE-006-PROD-0080,2025-05-31,STORE-006,PROD-0080,66,15,Available
INV-STORE-006-PROD-0081,2025-05-31,STORE-006,PROD-0081,31,6,Available
INV-STORE-006-PROD-0082,2025-05-31,STORE-006,PROD-0082,120,13,Available
INV-STORE-006-PROD-0083,2025-05-31,STORE-006,PROD-0083,40,15,Available
INV-STORE-006-PROD-0084,2025-05-31,STORE-006,PROD-0084,64,9,Available
INV-STORE-006-PROD-0085,2025-05-31,STORE-006,PROD-0085,64,12,Available
INV-STORE-006-PROD-0086,2025-05-31,STORE-006,PROD-0086,52,14,Available
INV-STORE-006-PROD-0087,2025-05-31,STORE-006,PROD-0087,20,11,Available
INV-STORE-006-PROD-0088,2025-05-31,STORE-006,PROD-0088,3,13,Low Stock
INV-STORE-006-PROD-0089,2025-05-31,STORE-006,PROD-0089,66,24,Available
INV-STORE-006-PROD-0090,2025-05-31,STORE-006,PROD-0090,49,18,Available
INV-STORE-006-PROD-0091,2025-05-31,STORE-006,PROD-0091,119,5,Available
INV-STORE-006-PROD-0092,2025-05-31,STORE-006,PROD-0092,21,12,Available
INV-STORE-006-PROD-0093,2025-05-31,STORE-006,PROD-0093,2,10,Low Stock
INV-STORE-006-PROD-0094,2025-05-31,STORE-006,PROD-0094,92,17,Available
INV-STORE-006-PROD-0095,2025-05-31,STORE-006,PROD-0095,17,19,Low Stock
INV-STORE-006-PROD-0096,2025-05-31,STORE-006,PROD-0096,56,19,Available
INV-STORE-006-PROD-0097,2025-05-31,STORE-006,PROD-0097,101,21,Available
INV-STORE-006-PROD-0098,2025-05-31,STORE-006,PROD-0098,71,12,Available
INV-STORE-006-PROD-0099,2025-05-31,STORE-006,PROD-0099,3,5,Low Stock
INV-STORE-006-PROD-0100,2025-05-31,STORE-006,PROD-0100,14,6,Available
INV-STORE-007-PROD-0001,2025-05-31,STORE-007,PROD-0001,45,8,Available
INV-STORE-007-PROD-0002,2025-05-31,STORE-007,PROD-0002,8,14,Low Stock
INV-STORE-007-PROD-0003,2025-05-31,STORE-007,PROD-0003,9,17,Low Stock
INV-STORE-007-PROD-0004,2025-05-31,STORE-007,PROD-0004,60,21,Available
INV-STORE-007-PROD-0005,2025-05-31,STORE-007,PROD-0005,28,25,Available
INV-STORE-007-PROD-0006,2025-05-31,STORE-007,PROD-0006,29,23,Available
INV-STORE-007-PROD-0007,2025-05-31,STORE-007,PROD-0007,27,6,Available
INV-STORE-007-PROD-0008,2025-05-31,STORE-007,PROD-0008,114,7,Available
INV-STORE-007-PROD-0009,2025-05-31,STORE-007,PROD-0009,26,23,Available
INV-STORE-007-PROD-0010,2025-05-31,STORE-007,PROD-0010,26,24,Available
INV-STORE-007-PROD-0011,2025-05-31,STORE-007,PROD-0011,25,18,Available
INV-STORE-007-PROD-0012,2025-05-31,STORE-007,PROD-0012,1,7,Low Stock
INV-STORE-007-PROD-0013,2025-05-31,STORE-007,PROD-0013,114,6,Available
INV-STORE-007-PROD-0014,2025-05-31,STORE-007,PROD-0014,14,11,Available
INV-STORE-007-PROD-0015,2025-05-31,STORE-007,PROD-0015,0,16,Stockout
INV-STORE-007-PROD-0016,2025-05-31,STORE-007,PROD-0016,79,21,Available
INV-STORE-007-PROD-0017,2025-05-31,STORE-007,PROD-0017,3,6,Low Stock
INV-STORE-007-PROD-0018,2025-05-31,STORE-007,PROD-0018,63,18,Available
INV-STORE-007-PROD-0019,2025-05-31,STORE-007,PROD-0019,46,13,Available
INV-STORE-007-PROD-0020,2025-05-31,STORE-007,PROD-0020,58,16,Available
INV-STORE-007-PROD-0021,2025-05-31,STORE-007,PROD-0021,38,23,Available
INV-STORE-007-PROD-0022,2025-05-31,STORE-007,PROD-0022,7,9,Low Stock
INV-STORE-007-PROD-0023,2025-05-31,STORE-007,PROD-0023,52,9,Available
INV-STORE-007-PROD-0024,2025-05-31,STORE-007,PROD-0024,12,22,Low Stock
INV-STORE-007-PROD-0025,2025-05-31,STORE-007,PROD-0025,1,15,Low Stock
INV-STORE-007-PROD-0026,2025-05-31,STORE-007,PROD-0026,110,18,Available
INV-STORE-007-PROD-0027,2025-05-31,STORE-007,PROD-0027,34,8,Available
INV-STORE-007-PROD-0028,2025-05-31,STORE-007,PROD-0028,6,24,Low Stock
INV-STORE-007-PROD-0029,2025-05-31,STORE-007,PROD-0029,99,17,Available
INV-STORE-007-PROD-0030,2025-05-31,STORE-007,PROD-0030,95,15,Available
INV-STORE-007-PROD-0031,2025-05-31,STORE-007,PROD-0031,60,20,Available
INV-STORE-007-PROD-0032,2025-05-31,STORE-007,PROD-0032,71,8,Available
INV-STORE-007-PROD-0033,2025-05-31,STORE-007,PROD-0033,1,7,Low Stock
INV-STORE-007-PROD-0034,2025-05-31,STORE-007,PROD-0034,5,9,Low Stock
INV-STORE-007-PROD-0035,2025-05-31,STORE-007,PROD-0035,66,25,Available
INV-STORE-007-PROD-0036,2025-05-31,STORE-007,PROD-0036,12,10,Available
INV-STORE-007-PROD-0037,2025-05-31,STORE-007,PROD-0037,112,18,Available
INV-STORE-007-PROD-0038,2025-05-31,STORE-007,PROD-0038,63,23,Available
INV-STORE-007-PROD-0039,2025-05-31,STORE-007,PROD-0039,3,12,Low Stock
INV-STORE-007-PROD-0040,2025-05-31,STORE-007,PROD-0040,99,5,Available
INV-STORE-007-PROD-0041,2025-05-31,STORE-007,PROD-0041,32,23,Available
