transaction_id,transaction_date,customer_id,store_id,channel_id,channel_name,channel_type,payment_id,salesperson_id
TRX-00505,2025-02-12 17:24:00,CUST-0627,STORE-012,CH_WEB,Online Web,Online,PAY-00505,
TRX-00506,2024-10-06 19:27:00,CUST-0010,STORE-025,CH_OFF,Offline Store,Offline,PAY-00506,EMP-057
TRX-00507,2025-03-24 18:39:00,CUST-0023,STORE-018,CH_OFF,Offline Store,Offline,PAY-00507,EMP-001
TRX-00508,2024-03-18 17:12:00,CUST-0822,STORE-017,CH_OFF,Offline Store,Offline,PAY-00508,EMP-039
TRX-00509,2024-04-19 15:18:00,CUST-0547,STORE-001,CH_OFF,Offline Store,Offline,PAY-00509,EMP-034
TRX-00510,2024-02-02 11:25:00,CUST-0470,STORE-002,CH_WEB,Online Web,Online,PAY-00510,
TRX-00511,2024-08-14 09:35:00,CUST-0587,STORE-018,CH_OFF,Offline Store,Offline,PAY-00511,EMP-025
TRX-00512,2024-08-30 09:09:00,CUST-0458,STORE-012,CH_OFF,Offline Store,Offline,PAY-00512,EMP-002
TRX-00513,2024-12-30 19:13:00,,STORE-012,CH_OFF,Offline Store,Offline,PAY-00513,EMP-050
TRX-00514,2024-02-23 17:48:00,CUST-0739,STORE-001,CH_OFF,Offline Store,Offline,PAY-00514,EMP-016
TRX-00515,2024-10-04 13:19:00,CUST-0259,STORE-005,CH_OFF,Offline Store,Offline,PAY-00515,EMP-077
TRX-00516,2024-02-09 15:09:00,CUST-0130,STORE-004,CH_OFF,Offline Store,Offline,PAY-00516,EMP-042
TRX-00517,2024-01-31 13:31:00,CUST-0923,STORE-013,CH_OFF,Offline Store,Offline,PAY-00517,EMP-039
TRX-00518,2024-11-16 09:31:00,CUST-0993,STORE-005,CH_OFF,Offline Store,Offline,PAY-00518,EMP-037
TRX-00519,2024-03-10 20:49:00,CUST-0946,STORE-025,CH_MKT,Marketplace,Online,PAY-00519,
TRX-00520,2024-06-24 11:37:00,CUST-0175,STORE-022,CH_OFF,Offline Store,Offline,PAY-00520,EMP-045
TRX-00521,2025-04-04 10:03:00,CUST-0054,STORE-017,CH_OFF,Offline Store,Offline,PAY-00521,EMP-007
TRX-00522,2024-10-31 16:55:00,CUST-0762,STORE-024,CH_WEB,Online Web,Online,PAY-00522,
TRX-00523,2024-12-07 12:31:00,CUST-0032,STORE-008,CH_OFF,Offline Store,Offline,PAY-00523,EMP-025
TRX-00524,2024-07-05 15:59:00,,STORE-016,CH_MKT,Marketplace,Online,PAY-00524,
TRX-00525,2025-03-21 11:20:00,CUST-0321,STORE-006,CH_OFF,Offline Store,Offline,PAY-00525,EMP-016
TRX-00526,2024-04-19 14:27:00,CUST-0193,STORE-010,CH_OFF,Offline Store,Offline,PAY-00526,EMP-036
TRX-00527,2024-09-20 15:40:00,CUST-0269,STORE-011,CH_OFF,Offline Store,Offline,PAY-00527,EMP-007
TRX-00528,2024-12-14 11:06:00,CUST-0554,STORE-020,CH_WEB,Online Web,Online,PAY-00528,
TRX-00529,2025-01-14 16:10:00,CUST-0898,STORE-012,CH_WEB,Online Web,Online,PAY-00529,
TRX-00530,2025-03-27 20:37:00,CUST-0552,STORE-020,CH_OFF,Offline Store,Offline,PAY-00530,EMP-010
TRX-00531,2024-04-11 21:17:00,CUST-0212,STORE-014,CH_MKT,Marketplace,Online,PAY-00531,
TRX-00532,2024-12-15 21:27:00,CUST-0117,STORE-025,CH_OFF,Offline Store,Offline,PAY-00532,EMP-011
TRX-00533,2024-06-19 10:28:00,CUST-0049,STORE-012,CH_WEB,Online Web,Online,PAY-00533,
TRX-00534,2024-01-22 21:46:00,CUST-0767,STORE-001,CH_WEB,Online Web,Online,PAY-00534,
TRX-00535,2025-04-30 13:08:00,CUST-0323,STORE-012,CH_OFF,Offline Store,Offline,PAY-00535,EMP-016
TRX-00536,2024-12-01 09:56:00,CUST-0218,STORE-023,CH_OFF,Offline Store,Offline,PAY-00536,EMP-060
TRX-00537,2024-03-21 12:44:00,CUST-0738,STORE-020,CH_MKT,Marketplace,Online,PAY-00537,
TRX-00538,2024-10-25 16:42:00,CUST-0667,STORE-011,CH_OFF,Offline Store,Offline,PAY-00538,EMP-050
TRX-00539,2024-05-17 17:58:00,CUST-0498,STORE-006,CH_OFF,Offline Store,Offline,PAY-00539,EMP-059
TRX-00540,2024-09-12 13:11:00,CUST-0387,STORE-009,CH_OFF,Offline Store,Offline,PAY-00540,EMP-033
TRX-00541,2024-07-28 14:34:00,CUST-0651,STORE-010,CH_WEB,Online Web,Online,PAY-00541,
TRX-00542,2024-05-26 16:26:00,CUST-0138,STORE-017,CH_OFF,Offline Store,Offline,PAY-00542,EMP-014
TRX-00543,2024-02-15 15:31:00,CUST-0712,STORE-025,CH_OFF,Offline Store,Offline,PAY-00543,EMP-078
TRX-00544,2024-12-25 10:54:00,CUST-0852,STORE-025,CH_WEB,Online Web,Online,PAY-00544,
TRX-00545,2024-05-02 21:06:00,CUST-0860,STORE-009,CH_MKT,Marketplace,Online,PAY-00545,
TRX-00546,2024-08-15 20:14:00,CUST-0291,STORE-025,CH_MKT,Marketplace,Online,PAY-00546,
TRX-00547,2025-03-05 09:11:00,CUST-0406,STORE-005,CH_OFF,Offline Store,Offline,PAY-00547,EMP-045
TRX-00548,2024-12-30 16:29:00,CUST-0275,STORE-025,CH_OFF,Offline Store,Offline,PAY-00548,EMP-036
TRX-00549,2024-06-12 13:23:00,CUST-0246,STORE-018,CH_OFF,Offline Store,Offline,PAY-00549,EMP-010
TRX-00550,2025-04-21 09:37:00,CUST-0572,STORE-016,CH_OFF,Offline Store,Offline,PAY-00550,EMP-020
TRX-00551,2024-08-07 11:26:00,CUST-0547,STORE-020,CH_OFF,Offline Store,Offline,PAY-00551,EMP-007
TRX-00552,2025-02-12 16:44:00,CUST-0058,STORE-005,CH_OFF,Offline Store,Offline,PAY-00552,EMP-005
TRX-00553,2024-02-01 09:21:00,CUST-0620,STORE-011,CH_OFF,Offline Store,Offline,PAY-00553,EMP-004
TRX-00554,2025-04-17 10:12:00,CUST-0036,STORE-021,CH_OFF,Offline Store,Offline,PAY-00554,EMP-058
TRX-00555,2024-03-18 19:24:00,CUST-0191,STORE-004,CH_OFF,Offline Store,Offline,PAY-00555,EMP-004
TRX-00556,2024-01-07 16:16:00,CUST-0417,STORE-002,CH_OFF,Offline Store,Offline,PAY-00556,EMP-019
TRX-00557,2024-10-03 21:05:00,CUST-0751,STORE-022,CH_MKT,Marketplace,Online,PAY-00557,
TRX-00558,2024-12-27 14:06:00,CUST-0134,STORE-016,CH_WEB,Online Web,Online,PAY-00558,
TRX-00559,2024-12-25 10:24:00,,STORE-004,CH_OFF,Offline Store,Offline,PAY-00559,EMP-014
TRX-00560,2024-10-19 20:38:00,CUST-0907,STORE-014,CH_MKT,Marketplace,Online,PAY-00560,
TRX-00561,2025-05-27 17:17:00,CUST-0266,STORE-001,CH_MKT,Marketplace,Online,PAY-00561,
TRX-00562,2024-05-13 10:27:00,CUST-0052,STORE-013,CH_OFF,Offline Store,Offline,PAY-00562,EMP-074
TRX-00563,2024-10-12 17:17:00,CUST-0277,STORE-015,CH_MKT,Marketplace,Online,PAY-00563,
TRX-00564,2025-01-02 14:00:00,CUST-0780,STORE-007,CH_MKT,Marketplace,Online,PAY-00564,
TRX-00565,2024-04-23 18:00:00,,STORE-017,CH_OFF,Offline Store,Offline,PAY-00565,EMP-074
TRX-00566,2024-05-22 19:31:00,CUST-0468,STORE-024,CH_WEB,Online Web,Online,PAY-00566,
TRX-00567,2024-03-25 17:27:00,CUST-0265,STORE-013,CH_OFF,Offline Store,Offline,PAY-00567,EMP-032
TRX-00568,2024-05-01 10:46:00,CUST-0976,STORE-015,CH_OFF,Offline Store,Offline,PAY-00568,EMP-011
TRX-00569,2024-01-13 10:23:00,CUST-0781,STORE-008,CH_WEB,Online Web,Online,PAY-00569,
TRX-00570,2024-05-31 20:03:00,CUST-0564,STORE-005,CH_OFF,Offline Store,Offline,PAY-00570,EMP-035
TRX-00571,2025-02-04 11:02:00,CUST-0513,STORE-003,CH_MKT,Marketplace,Online,PAY-00571,
TRX-00572,2024-08-15 14:29:00,,STORE-010,CH_MKT,Marketplace,Online,PAY-00572,
TRX-00573,2024-04-28 19:26:00,CUST-0644,STORE-006,CH_OFF,Offline Store,Offline,PAY-00573,EMP-042
TRX-00574,2025-03-12 15:01:00,,STORE-005,CH_OFF,Offline Store,Offline,PAY-00574,EMP-072
TRX-00575,2024-04-01 11:01:00,CUST-0271,STORE-018,CH_OFF,Offline Store,Offline,PAY-00575,EMP-048
TRX-00576,2024-02-17 13:41:00,CUST-0148,STORE-015,CH_OFF,Offline Store,Offline,PAY-00576,EMP-054
TRX-00577,2024-06-01 13:15:00,CUST-0985,STORE-014,CH_OFF,Offline Store,Offline,PAY-00577,EMP-011
TRX-00578,2024-01-04 17:25:00,CUST-0721,STORE-013,CH_OFF,Offline Store,Offline,PAY-00578,EMP-045
TRX-00579,2025-04-23 10:42:00,CUST-0062,STORE-021,CH_OFF,Offline Store,Offline,PAY-00579,EMP-027
TRX-00580,2024-11-16 13:51:00,CUST-0055,STORE-010,CH_OFF,Offline Store,Offline,PAY-00580,EMP-054
TRX-00581,2024-03-31 21:07:00,CUST-0728,STORE-020,CH_WEB,Online Web,Online,PAY-00581,
TRX-00582,2025-05-27 17:51:00,CUST-0067,STORE-017,CH_WEB,Online Web,Online,PAY-00582,
TRX-00583,2024-02-14 11:05:00,CUST-0900,STORE-012,CH_WEB,Online Web,Online,PAY-00583,
TRX-00584,2024-09-02 16:09:00,CUST-0748,STORE-021,CH_OFF,Offline Store,Offline,PAY-00584,EMP-065
TRX-00585,2024-10-09 09:00:00,CUST-0942,STORE-016,CH_OFF,Offline Store,Offline,PAY-00585,EMP-015
TRX-00586,2025-02-01 11:48:00,CUST-0364,STORE-022,CH_MKT,Marketplace,Online,PAY-00586,
TRX-00587,2024-05-03 10:13:00,CUST-0349,STORE-008,CH_MKT,Marketplace,Online,PAY-00587,
TRX-00588,2025-04-24 18:48:00,,STORE-008,CH_OFF,Offline Store,Offline,PAY-00588,EMP-060
TRX-00589,2024-07-26 19:38:00,CUST-0603,STORE-021,CH_OFF,Offline Store,Offline,PAY-00589,EMP-050
TRX-00590,2024-01-08 11:51:00,CUST-0016,STORE-022,CH_MKT,Marketplace,Online,PAY-00590,
TRX-00591,2025-02-08 11:10:00,CUST-0125,STORE-013,CH_OFF,Offline Store,Offline,PAY-00591,EMP-075
TRX-00592,2025-04-28 09:24:00,CUST-0699,STORE-022,CH_OFF,Offline Store,Offline,PAY-00592,EMP-046
TRX-00593,2024-02-26 20:07:00,CUST-0917,STORE-010,CH_OFF,Offline Store,Offline,PAY-00593,EMP-019
TRX-00594,2024-06-09 13:54:00,CUST-0767,STORE-023,CH_MKT,Marketplace,Online,PAY-00594,
TRX-00595,2024-01-25 09:19:00,CUST-0757,STORE-014,CH_OFF,Offline Store,Offline,PAY-00595,EMP-077
TRX-00596,2025-02-17 20:50:00,CUST-0684,STORE-020,CH_WEB,Online Web,Online,PAY-00596,
TRX-00597,2024-05-05 14:30:00,CUST-0346,STORE-011,CH_WEB,Online Web,Online,PAY-00597,
TRX-00598,2024-12-15 14:16:00,CUST-0875,STORE-021,CH_OFF,Offline Store,Offline,PAY-00598,EMP-006
TRX-00599,2025-04-24 11:02:00,CUST-0453,STORE-004,CH_WEB,Online Web,Online,PAY-00599,
TRX-00600,2025-05-07 17:41:00,CUST-0493,STORE-022,CH_WEB,Online Web,Online,PAY-00600,
TRX-00601,2024-07-04 15:03:00,CUST-0177,STORE-011,CH_WEB,Online Web,Online,PAY-00601,
TRX-00602,2025-04-04 15:27:00,CUST-0011,STORE-015,CH_MKT,Marketplace,Online,PAY-00602,
TRX-00603,2025-01-01 18:08:00,CUST-0542,STORE-014,CH_WEB,Online Web,Online,PAY-00603,
TRX-00604,2025-01-14 21:15:00,CUST-0356,STORE-001,CH_WEB,Online Web,Online,PAY-00604,
TRX-00605,2024-01-10 14:12:00,CUST-0756,STORE-011,CH_MKT,Marketplace,Online,PAY-00605,
TRX-00606,2024-01-29 12:53:00,CUST-0266,STORE-005,CH_MKT,Marketplace,Online,PAY-00606,
TRX-00607,2024-03-17 16:53:00,CUST-0909,STORE-016,CH_OFF,Offline Store,Offline,PAY-00607,EMP-055
TRX-00608,2024-04-16 15:37:00,,STORE-019,CH_OFF,Offline Store,Offline,PAY-00608,EMP-023
TRX-00609,2024-09-29 11:43:00,CUST-0508,STORE-003,CH_OFF,Offline Store,Offline,PAY-00609,EMP-008
TRX-00610,2024-07-17 16:56:00,CUST-0910,STORE-011,CH_OFF,Offline Store,Offline,PAY-00610,EMP-002
TRX-00611,2024-01-06 17:14:00,CUST-0034,STORE-024,CH_MKT,Marketplace,Online,PAY-00611,
TRX-00612,2024-08-18 11:29:00,CUST-0777,STORE-016,CH_OFF,Offline Store,Offline,PAY-00612,EMP-024
TRX-00613,2024-03-01 11:53:00,CUST-0430,STORE-015,CH_WEB,Online Web,Online,PAY-00613,
TRX-00614,2025-01-17 09:28:00,CUST-0518,STORE-018,CH_OFF,Offline Store,Offline,PAY-00614,EMP-056
TRX-00615,2024-04-15 18:53:00,CUST-0610,STORE-002,CH_OFF,Offline Store,Offline,PAY-00615,EMP-022
TRX-00616,2024-10-13 13:34:00,CUST-0036,STORE-019,CH_OFF,Offline Store,Offline,PAY-00616,EMP-029
TRX-00617,2024-02-11 11:51:00,CUST-0668,STORE-011,CH_OFF,Offline Store,Offline,PAY-00617,EMP-045
TRX-00618,2024-08-01 18:12:00,CUST-0252,STORE-007,CH_OFF,Offline Store,Offline,PAY-00618,EMP-021
TRX-00619,2024-08-24 10:08:00,CUST-0808,STORE-009,CH_MKT,Marketplace,Online,PAY-00619,
TRX-00620,2024-09-05 16:25:00,CUST-0493,STORE-015,CH_OFF,Offline Store,Offline,PAY-00620,EMP-040
TRX-00621,2025-04-03 14:39:00,CUST-0101,STORE-019,CH_OFF,Offline Store,Offline,PAY-00621,EMP-017
TRX-00622,2024-10-07 16:20:00,CUST-0874,STORE-017,CH_MKT,Marketplace,Online,PAY-00622,
TRX-00623,2024-10-02 14:55:00,CUST-0063,STORE-007,CH_OFF,Offline Store,Offline,PAY-00623,EMP-022
TRX-00624,2024-02-20 17:54:00,CUST-0940,STORE-019,CH_OFF,Offline Store,Offline,PAY-00624,EMP-060
TRX-00625,2024-11-25 20:59:00,CUST-0113,STORE-019,CH_WEB,Online Web,Online,PAY-00625,
TRX-00626,2024-07-22 12:56:00,CUST-0175,STORE-019,CH_WEB,Online Web,Online,PAY-00626,
TRX-00627,2024-12-07 19:32:00,CUST-0368,STORE-024,CH_OFF,Offline Store,Offline,PAY-00627,EMP-068
TRX-00628,2024-09-29 15:30:00,CUST-0599,STORE-025,CH_OFF,Offline Store,Offline,PAY-00628,EMP-022
TRX-00629,2024-06-25 11:55:00,CUST-0774,STORE-004,CH_OFF,Offline Store,Offline,PAY-00629,EMP-069
TRX-00630,2025-02-25 12:37:00,CUST-0902,STORE-006,CH_OFF,Offline Store,Offline,PAY-00630,EMP-002
TRX-00631,2024-01-14 18:44:00,CUST-0404,STORE-006,CH_OFF,Offline Store,Offline,PAY-00631,EMP-057
TRX-00632,2024-07-17 11:04:00,CUST-0292,STORE-021,CH_OFF,Offline Store,Offline,PAY-00632,EMP-006
TRX-00633,2024-06-30 11:10:00,CUST-0475,STORE-003,CH_OFF,Offline Store,Offline,PAY-00633,EMP-012
TRX-00634,2024-02-26 16:27:00,CUST-0401,STORE-010,CH_WEB,Online Web,Online,PAY-00634,
TRX-00635,2025-03-11 19:09:00,CUST-0690,STORE-004,CH_OFF,Offline Store,Offline,PAY-00635,EMP-027
TRX-00636,2024-10-21 10:58:00,CUST-0471,STORE-006,CH_MKT,Marketplace,Online,PAY-00636,
TRX-00637,2024-10-26 11:39:00,CUST-0839,STORE-009,CH_WEB,Online Web,Online,PAY-00637,
TRX-00638,2024-10-20 17:14:00,CUST-0274,STORE-025,CH_MKT,Marketplace,Online,PAY-00638,
TRX-00639,2024-01-12 11:22:00,CUST-0792,STORE-018,CH_OFF,Offline Store,Offline,PAY-00639,EMP-048
TRX-00640,2024-01-04 18:21:00,CUST-0896,STORE-011,CH_MKT,Marketplace,Online,PAY-00640,
TRX-00641,2024-08-13 16:34:00,,STORE-022,CH_OFF,Offline Store,Offline,PAY-00641,EMP-055
TRX-00642,2024-09-25 13:13:00,CUST-0406,STORE-024,CH_OFF,Offline Store,Offline,PAY-00642,EMP-049
TRX-00643,2025-04-23 11:43:00,CUST-0774,STORE-008,CH_MKT,Marketplace,Online,PAY-00643,
TRX-00644,2024-02-04 09:09:00,CUST-0947,STORE-023,CH_WEB,Online Web,Online,PAY-00644,
TRX-00645,2025-01-29 09:18:00,CUST-0373,STORE-014,CH_WEB,Online Web,Online,PAY-00645,
TRX-00646,2024-08-04 09:52:00,CUST-0718,STORE-004,CH_WEB,Online Web,Online,PAY-00646,
TRX-00647,2025-04-07 17:41:00,CUST-0337,STORE-007,CH_OFF,Offline Store,Offline,PAY-00647,EMP-065
TRX-00648,2025-02-13 09:47:00,CUST-0818,STORE-021,CH_WEB,Online Web,Online,PAY-00648,
TRX-00649,2024-03-20 17:55:00,CUST-0741,STORE-015,CH_OFF,Offline Store,Offline,PAY-00649,EMP-004
TRX-00650,2024-03-23 19:36:00,CUST-0953,STORE-006,CH_OFF,Offline Store,Offline,PAY-00650,EMP-063
TRX-00651,2024-01-07 17:27:00,CUST-0316,STORE-020,CH_OFF,Offline Store,Offline,PAY-00651,EMP-034
TRX-00652,2024-03-30 19:49:00,CUST-0335,STORE-010,CH_MKT,Marketplace,Online,PAY-00652,
TRX-00653,2025-03-25 12:00:00,CUST-0622,STORE-017,CH_OFF,Offline Store,Offline,PAY-00653,EMP-021
TRX-00654,2025-04-27 17:55:00,CUST-0396,STORE-021,CH_OFF,Offline Store,Offline,PAY-00654,EMP-049
TRX-00655,2024-05-25 19:32:00,CUST-0002,STORE-007,CH_MKT,Marketplace,Online,PAY-00655,
TRX-00656,2025-02-15 11:33:00,CUST-0969,STORE-014,CH_OFF,Offline Store,Offline,PAY-00656,EMP-071
TRX-00657,2024-01-20 16:09:00,CUST-0676,STORE-019,CH_WEB,Online Web,Online,PAY-00657,
TRX-00658,2025-04-28 15:25:00,CUST-0571,STORE-002,CH_OFF,Offline Store,Offline,PAY-00658,EMP-068
TRX-00659,2024-09-27 13:17:00,CUST-0823,STORE-020,CH_OFF,Offline Store,Offline,PAY-00659,EMP-049
TRX-00660,2025-01-17 12:26:00,CUST-0600,STORE-003,CH_OFF,Offline Store,Offline,PAY-00660,EMP-020
TRX-00661,2024-10-27 12:24:00,CUST-0865,STORE-025,CH_MKT,Marketplace,Online,PAY-00661,
TRX-00662,2025-02-13 20:17:00,CUST-0921,STORE-017,CH_MKT,Marketplace,Online,PAY-00662,
TRX-00663,2024-07-21 11:14:00,CUST-0391,STORE-013,CH_OFF,Offline Store,Offline,PAY-00663,EMP-060
TRX-00664,2024-02-21 13:11:00,CUST-0397,STORE-006,CH_OFF,Offline Store,Offline,PAY-00664,EMP-022
TRX-00665,2024-06-07 18:58:00,CUST-0811,STORE-024,CH_WEB,Online Web,Online,PAY-00665,
TRX-00666,2024-07-10 14:58:00,CUST-0013,STORE-010,CH_OFF,Offline Store,Offline,PAY-00666,EMP-016
TRX-00667,2024-07-13 21:38:00,CUST-0130,STORE-013,CH_OFF,Offline Store,Offline,PAY-00667,EMP-002
TRX-00668,2024-03-09 21:19:00,CUST-0678,STORE-008,CH_OFF,Offline Store,Offline,PAY-00668,EMP-005
TRX-00669,2025-01-27 13:10:00,CUST-0684,STORE-023,CH_WEB,Online Web,Online,PAY-00669,
TRX-00670,2024-12-10 12:01:00,CUST-0497,STORE-014,CH_OFF,Offline Store,Offline,PAY-00670,EMP-055
TRX-00671,2024-02-04 19:54:00,CUST-0547,STORE-005,CH_MKT,Marketplace,Online,PAY-00671,
TRX-00672,2024-01-07 13:15:00,CUST-0315,STORE-016,CH_WEB,Online Web,Online,PAY-00672,
TRX-00673,2025-05-23 16:31:00,CUST-0174,STORE-003,CH_OFF,Offline Store,Offline,PAY-00673,EMP-064
TRX-00674,2025-05-10 12:13:00,CUST-0195,STORE-010,CH_OFF,Offline Store,Offline,PAY-00674,EMP-024
TRX-00675,2024-05-11 21:14:00,CUST-0068,STORE-001,CH_OFF,Offline Store,Offline,PAY-00675,EMP-061
TRX-00676,2024-09-01 19:10:00,CUST-0608,STORE-012,CH_OFF,Offline Store,Offline,PAY-00676,EMP-011
TRX-00677,2024-03-21 20:47:00,CUST-0329,STORE-015,CH_OFF,Offline Store,Offline,PAY-00677,EMP-034
TRX-00678,2024-01-03 09:18:00,,STORE-008,CH_WEB,Online Web,Online,PAY-00678,
TRX-00679,2024-06-13 21:47:00,CUST-0245,STORE-017,CH_OFF,Offline Store,Offline,PAY-00679,EMP-048
TRX-00680,2025-01-26 13:44:00,CUST-0615,STORE-007,CH_OFF,Offline Store,Offline,PAY-00680,EMP-027
TRX-00681,2025-03-18 16:02:00,CUST-0989,STORE-020,CH_WEB,Online Web,Online,PAY-00681,
TRX-00682,2024-03-21 10:12:00,CUST-0933,STORE-005,CH_MKT,Marketplace,Online,PAY-00682,
TRX-00683,2025-02-16 09:18:00,CUST-0818,STORE-022,CH_OFF,Offline Store,Offline,PAY-00683,EMP-021
TRX-00684,2024-10-12 13:30:00,CUST-0982,STORE-002,CH_OFF,Offline Store,Offline,PAY-00684,EMP-069
TRX-00685,2025-03-07 21:31:00,CUST-0418,STORE-005,CH_OFF,Offline Store,Offline,PAY-00685,EMP-053
TRX-00686,2025-01-28 10:47:00,CUST-0017,STORE-005,CH_OFF,Offline Store,Offline,PAY-00686,EMP-048
TRX-00687,2024-01-09 14:02:00,CUST-0544,STORE-021,CH_OFF,Offline Store,Offline,PAY-00687,EMP-012
TRX-00688,2024-05-26 14:08:00,,STORE-009,CH_WEB,Online Web,Online,PAY-00688,
TRX-00689,2024-07-10 15:02:00,,STORE-023,CH_OFF,Offline Store,Offline,PAY-00689,EMP-069
TRX-00690,2024-05-20 09:20:00,CUST-0571,STORE-020,CH_WEB,Online Web,Online,PAY-00690,
TRX-00691,2024-12-24 17:13:00,CUST-0860,STORE-010,CH_OFF,Offline Store,Offline,PAY-00691,EMP-043
TRX-00692,2024-08-28 21:26:00,CUST-0431,STORE-005,CH_OFF,Offline Store,Offline,PAY-00692,EMP-040
TRX-00693,2024-03-05 14:32:00,CUST-0073,STORE-012,CH_OFF,Offline Store,Offline,PAY-00693,EMP-026
TRX-00694,2024-07-02 13:19:00,,STORE-008,CH_OFF,Offline Store,Offline,PAY-00694,EMP-076
TRX-00695,2025-04-23 18:03:00,CUST-0472,STORE-004,CH_WEB,Online Web,Online,PAY-00695,
TRX-00696,2025-02-18 18:13:00,CUST-0398,STORE-004,CH_WEB,Online Web,Online,PAY-00696,
TRX-00697,2025-04-24 09:49:00,CUST-0249,STORE-024,CH_OFF,Offline Store,Offline,PAY-00697,EMP-062
TRX-00698,2024-05-27 20:45:00,CUST-0491,STORE-007,CH_OFF,Offline Store,Offline,PAY-00698,EMP-018
TRX-00699,2025-04-16 15:39:00,CUST-0669,STORE-006,CH_MKT,Marketplace,Online,PAY-00699,
TRX-00700,2024-07-05 09:36:00,CUST-0706,STORE-001,CH_OFF,Offline Store,Offline,PAY-00700,EMP-009
TRX-00701,2024-06-01 18:00:00,CUST-0495,STORE-011,CH_OFF,Offline Store,Offline,PAY-00701,EMP-042
TRX-00702,2024-01-04 20:53:00,CUST-0292,STORE-008,CH_OFF,Offline Store,Offline,PAY-00702,EMP-028
TRX-00703,2024-02-04 15:25:00,CUST-0748,STORE-016,CH_OFF,Offline Store,Offline,PAY-00703,EMP-004
TRX-00704,2024-02-08 19:30:00,CUST-0305,STORE-024,CH_WEB,Online Web,Online,PAY-00704,
TRX-00705,2025-03-14 16:26:00,CUST-0583,STORE-001,CH_OFF,Offline Store,Offline,PAY-00705,EMP-056
TRX-00706,2024-03-13 13:36:00,CUST-0323,STORE-020,CH_MKT,Marketplace,Online,PAY-00706,
TRX-00707,2024-10-11 18:50:00,,STORE-020,CH_WEB,Online Web,Online,PAY-00707,
TRX-00708,2024-08-15 18:16:00,CUST-0104,STORE-005,CH_OFF,Offline Store,Offline,PAY-00708,EMP-013
TRX-00709,2024-10-22 17:59:00,CUST-0258,STORE-001,CH_OFF,Offline Store,Offline,PAY-00709,EMP-001
TRX-00710,2024-11-03 11:52:00,CUST-0653,STORE-006,CH_MKT,Marketplace,Online,PAY-00710,
TRX-00711,2025-05-09 09:21:00,CUST-0996,STORE-010,CH_OFF,Offline Store,Offline,PAY-00711,EMP-009
TRX-00712,2024-10-04 15:01:00,CUST-0333,STORE-017,CH_OFF,Offline Store,Offline,PAY-00712,EMP-055
TRX-00713,2025-02-08 21:07:00,,STORE-018,CH_OFF,Offline Store,Offline,PAY-00713,EMP-008
TRX-00714,2025-02-20 13:21:00,CUST-0950,STORE-017,CH_WEB,Online Web,Online,PAY-00714,
TRX-00715,2025-02-28 21:33:00,CUST-0299,STORE-022,CH_WEB,Online Web,Online,PAY-00715,
TRX-00716,2024-09-23 10:49:00,CUST-0627,STORE-016,CH_MKT,Marketplace,Online,PAY-00716,
TRX-00717,2025-04-08 09:15:00,CUST-0047,STORE-020,CH_WEB,Online Web,Online,PAY-00717,
TRX-00718,2024-08-16 09:38:00,CUST-0285,STORE-024,CH_WEB,Online Web,Online,PAY-00718,
TRX-00719,2025-05-13 11:53:00,CUST-0157,STORE-018,CH_OFF,Offline Store,Offline,PAY-00719,EMP-035
TRX-00720,2025-01-21 21:44:00,CUST-0522,STORE-001,CH_OFF,Offline Store,Offline,PAY-00720,EMP-074
TRX-00721,2025-03-18 09:10:00,CUST-0257,STORE-009,CH_OFF,Offline Store,Offline,PAY-00721,EMP-019
TRX-00722,2024-01-18 16:12:00,CUST-0158,STORE-002,CH_WEB,Online Web,Online,PAY-00722,
TRX-00723,2024-03-09 17:57:00,CUST-0274,STORE-022,CH_WEB,Online Web,Online,PAY-00723,
TRX-00724,2024-10-10 10:36:00,CUST-0251,STORE-021,CH_WEB,Online Web,Online,PAY-00724,
TRX-00725,2024-10-26 17:13:00,CUST-0455,STORE-007,CH_WEB,Online Web,Online,PAY-00725,
TRX-00726,2025-05-27 11:18:00,CUST-0908,STORE-013,CH_OFF,Offline Store,Offline,PAY-00726,EMP-047
TRX-00727,2025-05-29 18:01:00,CUST-0906,STORE-006,CH_OFF,Offline Store,Offline,PAY-00727,EMP-030
TRX-00728,2025-04-22 16:37:00,CUST-0266,STORE-003,CH_OFF,Offline Store,Offline,PAY-00728,EMP-057
TRX-00729,2024-08-03 16:32:00,,STORE-019,CH_WEB,Online Web,Online,PAY-00729,
TRX-00730,2025-02-03 11:25:00,CUST-0216,STORE-017,CH_WEB,Online Web,Online,PAY-00730,
TRX-00731,2025-02-12 19:06:00,CUST-0959,STORE-021,CH_OFF,Offline Store,Offline,PAY-00731,EMP-078
TRX-00732,2025-01-31 19:50:00,CUST-0524,STORE-025,CH_OFF,Offline Store,Offline,PAY-00732,EMP-018
TRX-00733,2024-08-12 16:49:00,CUST-0569,STORE-005,CH_OFF,Offline Store,Offline,PAY-00733,EMP-050
TRX-00734,2024-09-05 20:20:00,,STORE-016,CH_MKT,Marketplace,Online,PAY-00734,
TRX-00735,2024-01-14 21:31:00,CUST-0758,STORE-004,CH_WEB,Online Web,Online,PAY-00735,
TRX-00736,2024-04-05 17:30:00,CUST-0692,STORE-024,CH_OFF,Offline Store,Offline,PAY-00736,EMP-029
